"DATE";"Tair_min";"Tair_max";"Tair_mean";"RG_sum";"PPT_sum";"RHair_min";"RHair_max";"RHair_mean";"WS_mean"
"01/01/1959";8.7;11.5;8.8;1.645;0;70.8231789291157;85.4338367405765;84.8572380952538;2.4
"02/01/1959";2.5;8.2;5.5;6.31;4.2;65.2682404213109;97.072559397345;78.5874309043224;3.4
"03/01/1959";4.8;6.9;5.7;3.066;5.5;72.2539188118505;83.5808135327324;78.4996293973372;3
"04/01/1959";5.2;10;6.3;2.973;0.4;57.585659666157;79.9514535770017;74.0749051358676;4.5
"05/01/1959";1.5;6.3;3.8;6.551;0.6;58.8432741120792;82.5309643290291;70.0627899873214;2.6
"06/01/1959";1.3;8.7;4.9;1.354;0;61.1193899884247;100;79.384922434556;1.9
"07/01/1959";6.3;12;9.4;3.8;0.8;64.8367853018232;95.2659971768108;77.1066367954665;3.7
"08/01/1959";4.1;8.1;5.8;2.412;0;55.496108416018;73.1961084529785;64.9992802425473;5
"09/01/1959";0.6;4.7;2;8.525;0;51.6648682339297;69.1827347718003;62.5475941261158;3.8
"10/01/1959";0.3;3.2;0.8;7.674;0;56.9137406473359;70.0777675400096;67.5839079690486;3.6
"11/01/1959";-3.3;1.9;-1;9.162;0;57.2257546141023;83.7549209983877;70.6229754076594;1.9
"12/01/1959";-3.4;2.9;-0.4;5.887;0;56.5999846397646;89.6351234470831;71.7920154437776;3.7
"13/01/1959";-3.2;2.9;0.4;5.15;0;59.8503666060604;93.3737961561507;71.6193820641044;1.9
"14/01/1959";1.4;8.4;5.2;1.745;0.4;61.6364433018176;100;76.8182707489496;1.4
"15/01/1959";6.4;8.9;7.9;2.444;1.1;76.2367498813708;90.4386088486825;81.594062871593;2
"16/01/1959";3.3;7.4;5.3;4.028;0.1;58.3868998495053;77.6801881709354;67.4995977535743;5
"17/01/1959";1.1;5.3;2.2;8.817;0;47.110619473346;63.4484029111385;58.6296633337157;3.7
"18/01/1959";-2.5;5.2;1.9;6.223;0;52.9323593068578;92.1531301378437;66.8370749295249;2.1
"19/01/1959";0.9;10.5;7.3;2.244;0.3;68.64479574174;100;85.2333338547149;5.1
"20/01/1959";9.6;11;10.5;1.364;1.3;84.8228545365421;93.1479620587216;87.6963904454509;8.7
"21/01/1959";7.8;10.2;9.3;3.212;0.1;89.9312448337219;100;95.5357504555608;3.1
"22/01/1959";9.2;12.8;10.6;2.974;0;77.5792956158963;98.5637112637986;89.7273467306623;4
"23/01/1959";8.4;12.3;9.5;3.195;0;73.8339381519338;95.8263321966838;88.9582143409851;1.6
"24/01/1959";5.2;12.7;8.5;3.874;0;64.9045293701171;100;85.895224233769;1.6
"25/01/1959";5.8;11.6;6.9;9.518;0;39.3305449287508;58.264244677573;54.0020218602855;2.5
"26/01/1959";1;7.4;4.4;9.457;0;41.2412890748268;64.6776260974383;50.7746677208402;4.5
"27/01/1959";3.3;9;6.1;8.052;0;60.8141474985035;90.2126480304003;74.1541669747527;2.8
"28/01/1959";1.3;8.4;5.5;4.245;0;65.1707787022817;100;79.544053283268;3
"29/01/1959";2.4;8.5;5.9;8.157;0;70.5462999307101;100;84.3171434585393;0.6
"30/01/1959";0.8;8.4;4.7;11.962;0;65.7770872856249;100;84.8929936847134;0.3
"31/01/1959";0.1;7.4;4.2;6.012;0;72.2078769559635;100;90.1571634669821;0.4
"01/02/1959";1.9;5;2.6;11.249;0.2;59.9932561564903;74.7029980932364;71.058820113035;2.1
"02/02/1959";-1.2;1.8;-0.2;5.795;6.1;67.5757525550393;84.026290634552;78.0921870413909;2
"03/02/1959";-3.3;7.8;2.4;0.855;31.6;65.2999806428193;100;95.1851397123416;6
"04/02/1959";4.9;8.4;7.8;1.841;11;84.2916810989348;100;87.8060603123543;5.1
"05/02/1959";7.5;10.4;8.8;1.087;4.2;77.5183774232173;94.3101875925261;86.3252568004295;4.4
"06/02/1959";5.6;10.5;7.7;11.547;0.6;72.5860623010656;100;87.6941293079058;0.7
"07/02/1959";4.3;10.5;8.4;2.718;7.5;76.155026807556;100;87.7225003998038;4.2
"08/02/1959";9.1;10.3;9.4;1.047;1.5;81.4991510165634;88.3434674650413;86.5739331218502;4.4
"09/02/1959";6.2;11.8;8.5;11.165;0;64.3207385997127;93.915004416088;80.2256694194334;1.5
"10/02/1959";3.1;9.2;6.6;4.876;0.2;73.6286052306034;100;87.9116627001662;1.3
"11/02/1959";4.6;8.7;6.6;4.042;0.3;79.2900194444428;100;91.5244707563374;2.2
"12/02/1959";3;9.5;6.3;10.452;0;63.3827277179518;99.3386425809333;78.8390587856848;3.2
"13/02/1959";3.5;9.8;6.8;4.069;0;64.2429668131552;99.1622107089583;78.7740515517658;3.8
"14/02/1959";3.1;10.5;6.5;12.482;0;60.03049651924;99.8965805505637;78.7517089292207;1.3
"15/02/1959";2.1;10.7;6.2;14.612;0;52.3435541498995;94.7926403530034;71.0466492580146;1.6
"16/02/1959";0.9;11.9;6.5;14.684;0;46.1857725744086;98.7325404715184;66.4909638264677;1.1
"17/02/1959";2.5;11.7;6.8;14.999;0;42.2599933363096;79.4817809489056;58.8124594307947;3.3
"18/02/1959";1.4;11.1;6.4;13.665;0;51.9430043564852;100;71.4113973114199;2
"19/02/1959";1.4;13.5;8.2;15.33;0;47.9354674228712;100;68.2213509778103;1.1
"20/02/1959";4.4;13;8.9;15.536;0;50.4298387894596;90.322383960988;66.2443463248213;1.7
"21/02/1959";5.6;13.6;8.1;11.082;0;40.0269106776441;68.560983432832;57.7298380993389;4.8
"22/02/1959";4.2;13.4;9.4;10.706;0;49.288027026185;91.8966570835343;64.2532271844639;5
"23/02/1959";8.7;14.5;10.9;16.162;0;51.9406241195848;76.2470910666407;65.7761641884401;2.4
"24/02/1959";6;10.4;8.8;3.975;0.5;77.2082005212238;100;85.9798406345058;2.9
"25/02/1959";8.9;11.3;9.9;6.235;0.4;79.5586287029429;93.4339766031575;87.347276897302;3.4
"26/02/1959";7.5;14.5;9.9;6.41;0;60.9823595231462;97.1404366366499;82.5629554271009;1.8
"27/02/1959";5.2;13.9;8.5;16.102;0;59.2956994953718;100;84.8670666249516;1.7
"28/02/1959";6.1;11.3;8.9;10.836;0;74.0932333101;100;87.0153940611108;2.5
"01/03/1959";8.8;11.6;10.3;4.868;2.5;80.7612645867067;97.4073587904813;88.056553971919;3.6
"02/03/1959";9.2;12.4;11.3;5.094;2.2;80.3678962522381;99.4602544020708;86.4238469692311;5
"03/03/1959";11.4;12.8;12;1.529;10.4;84.8454632979423;93.0473608777888;89.4280449717744;8.4
"04/03/1959";11.9;12.5;11.9;5.734;0.1;80.6622987141537;83.9135123293395;83.9135123293395;4.7
"05/03/1959";9.1;14.6;11.7;7.135;2.9;72.0640064213371;100;87.1041882286684;4.4
"06/03/1959";12;14.7;12.9;0.796;21.6;78.5281878398251;93.6582994707641;88.2786726204419;4.9
"07/03/1959";10;15.7;11.8;6.654;0;58.698038904645;85.276689187504;75.649290509805;2.7
"08/03/1959";6.2;14.5;10.4;9.088;0.6;57.8927708972568;100;75.7994804246699;1.9
"09/03/1959";10.6;12.5;11.1;1.755;6.8;75.0171747835103;85.0726449744526;82.2872909195234;6.6
"10/03/1959";7.9;11.3;9.3;2.033;3.7;77.1850160044922;97.0163046444349;88.2307302124543;3
"11/03/1959";8.6;14.7;10.5;10.687;1.6;62.4698116690803;93.5279948619415;82.3044296802497;2.6
"12/03/1959";7;11.9;9.1;4.953;0;56.5389662745989;78.642094023875;68.1615546389759;3.7
"13/03/1959";7.2;14;9.9;13.892;0;42.4352966297617;66.8003272525103;55.6210780977006;5.5
"14/03/1959";6.1;15.1;9.9;17.299;0;35.8764336090681;65.4107968318038;50.4892919397195;3.3
"15/03/1959";5.5;13.7;9.4;13.268;0;47.4711001532285;82.4139204201048;63.1060949288582;1.2
"16/03/1959";5.1;16.4;10.2;17.872;1.4;41.9500377247806;89.1040746319901;62.8837614982084;1.9
"17/03/1959";6.2;10.6;8.4;2.864;11.2;70.2413623923377;94.7059400080214;81.4523823671812;5.2
"18/03/1959";7.8;12.1;9.9;1.727;1.8;71.5456035029461;95.4621325887122;82.8168719297094;2.8
"19/03/1959";9.7;11.5;10.6;4.616;0.1;84.5169414764685;95.3005246227941;89.7273467306623;1.1
"20/03/1959";9.2;12.5;11.1;7.206;3.6;80.9209398504182;100;88.7632057348059;3.5
"21/03/1959";10.9;13.1;12.1;1.612;13.7;83.9089752694175;97.0142170783892;89.6022960765474;5.9
"22/03/1959";11.8;12.2;11.8;1.588;5.9;92.4891128341636;94.9619985478;94.9619985478;3.6
"23/03/1959";10.4;13.1;12;5.161;6.5;88.2336228802623;100;94.8437004567447;3.6
"24/03/1959";12.1;13.3;12.6;2.391;9.1;89.4145295183812;96.7372295870881;93.6073070644634;5.9
"25/03/1959";8.1;12.1;10;6.172;0;73.3235642806536;95.8541703970983;84.3076359012824;2.6
"26/03/1959";5.5;16.1;10.5;15.372;0;47.6054818133035;96.4744644427201;68.6191197380962;3.6
"27/03/1959";8.2;16.2;12.2;8.145;0.1;55.6834644995682;94.3196529009849;72.1653643294342;2.1
"28/03/1959";10.2;15.5;12.5;1.27;0;67.9886743981838;96.2183111780543;82.6077298695348;2.2
"29/03/1959";9.1;15.7;11.8;13.733;0;49.5972844293918;76.5530557790939;63.9203531891689;4.1
"30/03/1959";8.1;11.7;9.7;5.385;0.1;60.2071546017157;76.6561693350436;68.7935424330829;3.1
"31/03/1959";7.8;16.2;11.3;15.921;0;41.2050557390321;71.7236871604073;56.6745678153155;5.7
"01/04/1959";8.5;19.9;13.6;19.965;0;35.6467327553552;74.6589303659795;53.1913168560692;4.9
"02/04/1959";9.3;19;13.9;24.219;0;43.0610725684398;80.7865667266219;59.5830445258098;2.6
"03/04/1959";8.4;17.5;12.4;24.342;0;51.4852515465816;93.4306738917667;71.5161082424845;1.4
"04/04/1959";7.5;18;12.2;17.145;0;48.5063408972132;96.5901104336259;70.4564261086641;2.7
"05/04/1959";9.1;15.7;11.9;6.695;0.4;63.7966543636724;98.4696822862258;81.6790942539312;1.9
"06/04/1959";8.3;13.4;11.2;2.502;1.1;74.732480642628;100;86.3743683618059;2.3
"07/04/1959";10;15.4;12.2;11.752;0.2;59.530779385155;84.8386240033217;73.3008333486037;4.9
"08/04/1959";9.3;16.1;12.1;19.358;0;58.9969525783578;92.1684839815955;76.4754038411352;3.2
"09/04/1959";8.5;14.3;10.3;10.631;0.3;55.667070519272;81.7679058326594;72.4306790723512;5.5
"10/04/1959";5.1;10.8;8.5;11.663;3;65.1962660624499;96.1566779146721;76.0983510183237;5.4
"11/04/1959";7.4;13.8;10.5;17.089;0;60.1574980456153;92.2031737319736;74.7685226107899;4.2
"12/04/1959";7.2;14.8;11.2;12.366;0;69.5711244777927;100;88.0530871113544;2.8
"13/04/1959";10.2;14.9;12.8;10.517;0;69.6626424619355;94.8561134701156;79.8506621447301;5
"14/04/1959";12.6;14.6;13.5;8.749;0;75.1631117600881;85.6195729015452;80.7245489626203;5.2
"15/04/1959";12.7;15.4;13.8;11.099;11;79.054564957254;94.1936971210985;87.6642661251952;5.6
"16/04/1959";10;12.4;11.4;8.505;5;77.5606795944134;90.9582618793241;82.8538683215866;4.3
"17/04/1959";7.9;12.1;9.4;4.176;1.9;66.8005263624408;88.5248917635547;79.9675569992058;4.2
"18/04/1959";9.6;13.5;12.2;9.122;0;68.6011204845441;88.8116932935813;74.7000982005094;4.2
"19/04/1959";9.1;11.3;9.8;14.848;0;58.4517342459504;67.7243503778941;64.6062254736694;7.9
"20/04/1959";7.5;13.5;9.7;18.308;0;39.8882916129232;59.5452951672051;51.2937872010406;6.1
"21/04/1959";5.3;13.9;9.5;25.304;0;35.7539316444921;63.7658889841249;47.8287683277765;3.9
"22/04/1959";5;14.4;9.6;25.458;0;37.6236496012471;70.7770906743392;51.6397792880074;2.3
"23/04/1959";5;14.4;9.9;13.386;0.2;53.8772251881603;100;72.4731154550288;3
"24/04/1959";8.4;15.8;12.1;19.864;1.7;65.7591287499084;100;83.6218825515311;1.8
"25/04/1959";9.8;16.5;12.6;22.748;1;62.2956019303755;96.5326255255265;80.1566330334795;1.9
"26/04/1959";9.3;12.9;11.8;1.976;6.9;84.1161343904173;100;90.4282225754658;4.9
"27/04/1959";9.7;13.4;12;4.102;19.4;81.9417425006203;100;89.8231786337679;3.1
"28/04/1959";11.6;15.3;13.9;5.073;7;82.2920035676834;100;90.0826670422939;1.9
"29/04/1959";10.1;13.9;12.1;3.079;27.3;80.4155592325604;100;90.4681860656907;6.7
"30/04/1959";8.7;10.3;9.5;5.164;0;68.5404737476462;76.334031877435;72.3197335105416;5.3
"01/05/1959";8.7;14.1;11.2;8.854;0;51.9362078088366;74.2909228237679;62.8232921820086;5.3
"02/05/1959";9.6;15;12.1;20.949;0;52.0022319511461;74.1938312928567;62.8174324123817;4.7
"03/05/1959";8.8;18.3;13.3;28.092;0;42.5407285066686;79.0139479550447;58.5852449046322;2.1
"04/05/1959";8.4;17.6;12.9;26.818;0;51.8576939431742;94.7024431153647;70.1497232238875;1.4
"05/05/1959";10.6;15.8;13;22.476;0;67.9925604318741;95.5042779513829;81.4995819366126;3.3
"06/05/1959";9.8;17.3;14;8.545;0;64.3044909983389;100;79.446379466387;2.1
"07/05/1959";12.9;16.8;14.6;6.993;0;66.9964461612853;86.1535873135346;77.1343781306228;2.7
"08/05/1959";11.8;21.1;16.4;9.597;0;45.6009939539923;82.4558424890495;61.1818713078346;2.6
"09/05/1959";14.5;20.3;16.8;5.369;0;54.2324695273059;78.2465464454483;67.5245808926267;1.5
"10/05/1959";14.6;17.8;15.5;10.961;1.4;72.2220107157233;88.5794918341748;83.5929359058529;3.2
"11/05/1959";12.4;18.7;15.4;20.131;0;65.1336504344655;97.5620982814141;80.284116338703;1.7
"12/05/1959";11.5;23.9;18;22.767;0.5;48.8803491385974;100;70.2524686574159;3.1
"13/05/1959";14.7;21.6;18.4;23.176;0;59.3645365755976;91.5853626388529;72.3752412420579;4.4
"14/05/1959";15.3;23;18.8;26.002;0;44.0366975681805;71.173489529033;57.0149886448248;2
"15/05/1959";11.8;21.7;17.2;22.339;0.6;40.1072729881269;75.2371290577746;53.0607100742361;3.8
"16/05/1959";11;18.9;14.7;24.213;0.7;49.9953077184751;83.1837655599905;65.2761298348415;2.1
"17/05/1959";9.7;18.3;14.7;22.387;0;56.7132225756481;99.1336753431254;71.3175092194664;2
"18/05/1959";12.8;17.7;15.3;19.286;0.2;65.9354002947607;90.3474628022533;76.8171197577578;3.5
"19/05/1959";13.3;18.1;15.4;15.483;0.6;68.3918906650213;93.0107458267348;81.1876503084042;3.3
"20/05/1959";12.7;19.8;16.6;10.583;5.2;60.3405173696881;94.9040066080492;73.7716331585712;4.1
"21/05/1959";15.7;19.7;17.5;9.175;10.7;73.8306233192884;95.0096837687575;84.7330873031585;3.3
"22/05/1959";13.1;15;14;2.266;6.3;82.7486352201844;93.606997536737;88.2760207161164;4.1
"23/05/1959";12;15.2;13.7;3.841;1.2;78.3314756078418;96.4823429961885;86.312981487539;3.6
"24/05/1959";12.6;17.3;14.6;4.043;0.5;74.6945518513815;100;88.7658304463149;1.7
"25/05/1959";13.2;17.6;14.9;10.407;0;73.8591546620381;97.9703460756775;87.7372220236555;0.4
"26/05/1959";10.7;19.6;16.1;24.188;2.3;63.959269189978;100;79.7313888106068;1.2
"27/05/1959";13;23.1;18.2;25.914;0;52.3904796868087;98.8899320413939;70.8564587544052;2.3
"28/05/1959";14.2;22.4;18;26.649;0;51.6598634351057;86.4336689145372;67.8125436472842;2.2
"29/05/1959";14.2;22;17.2;25.305;0;44.6432151575947;72.896956677689;60.1531887725296;1.6
"30/05/1959";11.5;19.7;15.4;27.471;0;40.7850644687433;68.997343922802;53.5041146594164;4.4
"31/05/1959";11.2;19.5;15.6;23.261;0;44.0052605927574;75.0031931823824;56.2889481026701;4.2
"01/06/1959";12.3;21.3;16.8;27.185;0;45.9455191476244;81.3768497347393;60.8377137296758;3.2
"02/06/1959";14.8;23.2;19.1;19.283;0;50.0518754814952;84.5580574991708;64.3741723723459;2.6
"03/06/1959";14.8;22.3;17.8;30.931;0;57.9362205394138;92.6808202930573;76.5479748208169;2.1
"04/06/1959";12.7;21.7;17.2;20.542;0;61.626717627867;100;81.5302849896346;1.5
"05/06/1959";13.8;21.8;17.6;23.689;0.1;58.9553142780596;97.600995713087;76.5152014473849;1.6
"06/06/1959";13.8;22.9;19;20.661;0.4;56.1270261486323;99.3466373974464;71.3333441204364;0.7
"07/06/1959";13.9;16.9;15.2;2.839;5.3;77.7201910626962;94.2286453386127;86.6344987992295;5.2
"08/06/1959";14;20.7;17.5;6.487;0;55.3202979805596;84.5035411983336;67.5387408702229;5.2
"09/06/1959";15.1;20.9;17.7;22.012;0.1;50.186640640267;72.2846513055126;61.252168299209;5.6
"10/06/1959";12.7;19.9;16.8;26.226;0;42.105643018523;66.6359087445594;51.1438859189265;5.5
"11/06/1959";13.8;22;17.4;26.775;0;34.3006340400406;57.482224695029;45.6364527364572;5.5
"12/06/1959";13.6;20.7;17;28.098;0;35.4562527597409;55.5876992208223;44.6786804683793;6.9
"13/06/1959";13;21.2;17.7;26.518;0;47.0048827090622;79.0292380856831;58.4357916695817;2.2
"14/06/1959";17;23.2;20.2;27.631;0;52.29830726404;76.7578384703369;62.8224876418521;3.1
"15/06/1959";17.1;24.5;20.7;25.404;0;54.0538295158762;85.2408419312457;68.0757383088474;2.4
"16/06/1959";16.7;25;20.6;26.758;0;53.580439015892;89.2920203635081;69.9538402168094;2.5
"17/06/1959";16.6;22.9;19.3;30.222;0;61.4549503401172;90.8535924211102;76.6576921408178;2
"18/06/1959";14.9;23.3;19.7;15.945;0.4;58.5169648574241;98.8186034260512;72.9430653355501;1.8
"19/06/1959";16.1;23;19.9;23.188;4.4;67.0411157129913;100;81.0554666902214;1.4
"20/06/1959";17.2;22.3;18.9;8.536;19.1;71.5654244101711;98.2067454418283;88.2511589447631;2.1
"21/06/1959";16.3;24.3;19.8;16.439;0.8;57.9016360047508;94.9271946724827;76.1754046317136;1.8
"22/06/1959";17.7;24.9;21;24.971;0;58.6357244214426;91.1781816865919;74.2485506535552;3.6
"23/06/1959";17.5;27.1;22.7;23.884;1.7;53.4910372808945;95.937933912299;69.5405152455379;2.9
"24/06/1959";19.2;26.1;22.1;22.237;6.5;59.0811852828373;89.8011118806007;75.107006038597;1.1
"25/06/1959";19.1;26.8;22.1;23.991;14.7;58.760573523347;93.6572713917334;77.8454099292375;1.2
"26/06/1959";17.8;20.2;19.2;3.058;0.4;84.7821343192035;98.4816523444251;90.2112964046883;2.2
"27/06/1959";17.9;25.1;21.7;23.914;0;53.272473798299;82.7818455306787;65.399525745861;3.5
"28/06/1959";17.7;24.3;21.3;24.993;0;51.6743271208679;77.5227784280845;61.9769156354261;3.9
"29/06/1959";17.6;22.3;18.7;8.955;0;53.0703768839569;71.0087629899585;66.267198127373;5.2
"30/06/1959";13.7;20.2;17;11.425;0;50.5209551614676;76.3010083277582;61.7275670100594;4
"01/07/1959";14.9;22.8;18.8;25.552;0;46.0116538912753;75.3860990022354;58.8549085892376;4.9
"02/07/1959";16.1;26;21.5;30.203;0;44.0452045851952;80.9248658102294;57.7398170981354;2.6
"03/07/1959";17.1;28.1;22.6;30.502;0;39.6641515856601;77.3511120770349;54.9999092160793;2.3
"04/07/1959";16.6;27.6;22.7;32.603;0;44.958873308724;87.9030721848534;60.1841764917001;1.1
"05/07/1959";15.3;24.4;21.3;23.871;0;66.1293542591501;100;79.7902931935011;1.9
"06/07/1959";20.7;28.7;25.2;25.156;0;51.2236323889087;82.6066611736735;62.9091762656918;3.6
"07/07/1959";21.2;28.3;24.6;32.668;0;46.3857277438708;70.8762690256446;57.6881109367174;1.5
"08/07/1959";19.3;27.3;23.1;32.612;0;51.4353003920139;83.3764320369316;66.0372569971065;1.1
"09/07/1959";19.2;26.7;22.8;27.88;0;52.6833187009941;82.9598199967116;66.4958519806794;2.1
"10/07/1959";17.5;26.7;22.2;32.642;0;52.4553933419663;91.8960401536563;68.6655024145998;2
"11/07/1959";17.7;25.5;22.1;11.565;0;64.4240617330071;100;79.0400156533424;2.6
"12/07/1959";19.4;28;23.6;24.15;0.1;62.1175515989701;100;80.6106755740224;2.5
"13/07/1959";21;27.2;23.6;12.678;3.5;62.93054486669;91.2921019949988;77.9367059054323;1.9
"14/07/1959";20.5;25.8;22;10.808;13.8;63.7248288993487;87.7871742849072;80.0717945757714;2.8
"15/07/1959";17.8;26.9;22;24.238;0;41.907878383116;72.8936946063478;56.187705284638;4.7
"16/07/1959";15.9;27.8;22.4;32.428;0;36.4297138681296;75.353208621686;50.2462551552676;3
"17/07/1959";18.3;26.9;22.5;32.197;0;41.2274959784756;69.4909386608022;53.6189083360087;4.2
"18/07/1959";18.3;30.6;25.6;28.661;0;38.5732909237798;80.5561773324822;51.6036458498629;3.3
"19/07/1959";20.4;30.1;25.5;23.666;0;41.2736332916983;73.5011540744338;53.9779962280117;4.5
"20/07/1959";21.3;32.3;27;27.746;0;33.9235484535538;64.7753335616676;46.0180268532498;3
"21/07/1959";21.8;31.9;26.2;26.708;0;34.3231195516502;62.1436056947268;47.7147713745187;3.1
"22/07/1959";20.4;29.7;24.2;16.924;0.1;44.0687668053052;76.6968564254961;60.866724000507;1.5
"23/07/1959";18.8;24.2;20.7;12.266;4;64.7032701675603;90.05093899369;80.0368838181576;3.2
"24/07/1959";18.6;24.4;21.4;21.419;0.1;60.1098395483076;85.7322827553375;72.0841855710747;2.6
"25/07/1959";18.8;25.6;21.4;27.162;0;59.8038404385483;90.4790020011656;77.0330200248632;3.3
"26/07/1959";19.3;27;23.5;24.586;0;56.2234349338245;89.5492288212269;69.2342409439998;2.8
"27/07/1959";21.4;29.5;25.2;25.671;0;51.115577312781;82.6979648905695;65.7455790094099;2.7
"28/07/1959";20.7;27.6;23.8;22.976;0.1;58.5758212948583;88.6072581674624;73.372929686359;2.8
