Time PLC_Stem PLC_Leaf Psi_LApo Psi_SApo Psi_LSym Psi_SSym Psi_AllSoil transpiration_mm LAI SWS1 SWS2 SWS3 soilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH PPT 
2010-01-27/02:00:00 0.054042710646287 0.063982418501348 -0.052006600940106 -0.0469873501682404 -0.0620386796052342 -0.0794608052885715 -0.0314997025766618 0.00270370318113493 2.5 22.3253338094607 71.5717325403847 107.956329868851 0 0 0.189206051074297 0 0.0803551184472051 0 0 5.2 69.2038785073163 0 
2010-01-27/03:00:00 0.054042710646287 0.063982418501348 -0.0506312341017308 -0.0460196360017033 -0.0598485290753784 -0.0775208398134078 -0.0315103906029036 0.00248615347654147 2.5 22.3236588608438 71.569859171222 107.956135490051 0 0 0.176788767922287 0 -0.245759807018634 0 0 5.2 70.5330879188334 0 
2010-01-27/04:00:00 0.054042710646287 0.063982418501348 -0.0493208870757416 -0.0450951124756619 -0.057767028768021 -0.0756254145077895 -0.0315203886664043 0.00228004164839457 2.5 22.3220936752895 71.5681038763483 107.955952362473 0 0 0.164839496678231 0 -0.571874732484472 0 0 5.2 71.8622973303504 0 
2010-01-27/05:00:00 0.054042710646287 0.063982418501348 -0.0480729900838993 -0.0442122100706737 -0.0557896096673085 -0.0737753418657975 -0.031529727790321 0.00208484124547045 2.5 22.3206332885139 71.5664613448946 107.955779981244 0 0 0.153344813148813 0 -0.897989657950311 0 0 5.2 73.1915067418675 0 
2010-01-27/06:00:00 0.054042710646287 0.063982418501348 -0.04688499862091 -0.0433693644499921 -0.0539117681851238 -0.0719712378897357 -0.0315384378515903 0.0019000483005497 2.5 22.3192729224469 71.5649264645124 107.955617860333 0 0 0.142291600586721 0 -1.22410458341615 0 0 5.2 74.5207161533845 0 
2010-01-27/07:00:00 0.054042710646287 0.063982418501348 -0.0457544563315362 -0.0425650570828197 -0.0521291735174348 -0.0702135394541678 -0.031546547604442 0.00172518049125373 2.5 22.3180079804438 71.5634943163158 107.955465532072 0 0 0.131667044144366 0 -1.55021950888199 0 0 5.2 75.8499255649015 0 
2010-01-27/08:00:00 0.054042710646287 0.063982418501348 -0.0448765603161924 -0.0419229724585406 -0.0507799564761653 -0.068510431365456 -0.0315541148463327 0.00200427065387527 2.5 22.3168268442781 71.5621523385179 107.955321796176 0 0 0.12464732714312 0.0101131036596824 -1.77305468207637 0 6.46114956035265 5.2 76.7581777983861 0 
2010-01-27/09:00:00 0.054042710646287 0.063982418501348 -0.0493915006992423 -0.0446995040348992 -0.0587694899287332 -0.0670673004811776 -0.0315623647057232 0.00436370265819441 2.5 22.3154718258739 71.5606202317354 107.955159792997 0 0 0.160252530849908 0.0527448444096305 -0.700491879228096 0 33.6980950394861 5.2 72.38652700702 0 
2010-01-27/10:00:00 0.054042710646287 0.063982418501348 -0.0713799210156209 -0.0585588489650014 -0.0970056586862977 -0.0665597770191529 -0.0315763703704936 0.00928252161873533 2.5 22.3129871481167 71.5578579209261 107.954879837731 0 0 0.25012937949242 0.0841962467628539 1.52339581584453 0 53.7920465429344 5.2 63.3221996070245 0 
2010-01-27/11:00:00 0.054042710646287 0.063982418501348 -0.111526585981454 -0.0839767665332431 -0.166590970867574 -0.0677638724178352 -0.0316035284143491 0.0175650508208533 2.5 22.3081840321452 71.5525709780492 107.954357830513 0 0 0.38830084777346 0.10232394962488 4.13049552910921 0 65.3736344825624 5.2 52.695941177777 0 
2010-01-27/12:00:00 0.054042710646287 0.063982418501348 -0.162605184684096 -0.116425429781261 -0.254905600729324 -0.0712832905340503 -0.0316512158043691 0.0264317361906236 2.5 22.2999737062975 71.5435727569447 107.95347995351 0 0 0.530109468039982 0.105892580003108 6.220336046088 0 67.6535927797635 5.2 44.1779756790503 0 
2010-01-27/13:00:00 0.054042710646287 0.063982418501348 -0.194351082983928 -0.136770311372874 -0.309438943110315 -0.0765974093342525 -0.0317189321901911 0.0293099329686308 2.5 22.2888046600701 71.5313483024114 107.952292556956 0 0 0.597026961867599 0.0946589416347017 7.07110330696018 0 60.4765460443927 5.2 40.7103396959792 0 
2010-01-27/14:00:00 0.054042710646287 0.063982418501348 -0.179663383242773 -0.127790942149352 -0.283341886915324 -0.0816996108378043 -0.0317917633985989 0.0227369411398576 2.5 22.2773868664384 71.518843784389 107.951077883052 0 0 0.542923628708853 0.0693885884100027 6.38894916133171 0 44.331598150835 5.2 43.4907267303338 0 
2010-01-27/15:00:00 0.054042710646287 0.063982418501348 -0.129725951827369 -0.0964302219887712 -0.196274804613507 -0.0844882690601184 -0.0318494698183349 0.0115057189290887 2.5 22.2688131847251 71.509424417318 107.950158446638 0 0 0.405505824896393 0.0318036531400411 4.40948414947074 0 20.3190006172484 5.2 51.5588135245088 0 
2010-01-27/16:00:00 0.054042710646287 0.063982418501348 -0.0842577621601064 -0.0677401463767991 -0.117271856949822 -0.0845681690797008 -0.0318838172563341 0.00474468286860852 2.5 22.2639138322762 71.5039961016842 107.949621185402 0 0 0.298505574428609 0 2.52254285127329 0 0 5.2 59.2497835988208 0 
2010-01-27/17:00:00 0.054042710646287 0.063982418501348 -0.0618667751233264 -0.0535356423198136 -0.0785183798032013 -0.0831626477725191 -0.0319026000954977 0.0044047072177534 2.5 22.2612188630846 71.50096246989 107.949313245446 0 0 0.280653671746587 0 2.1665686618323 0 0 5.2 60.7006961634212 0 
2010-01-27/18:00:00 0.054042710646287 0.063982418501348 -0.0596828375508682 -0.0520781487916285 -0.0748824837383721 -0.0815883353887674 -0.0319174599075182 0.0040728117772241 2.5 22.2589062581539 71.4983427533286 107.949044871879 0 0 0.263489774363995 0 1.8105944723913 0 0 5.2 62.1516087280216 0 
2010-01-27/19:00:00 0.054042710646287 0.063982418501348 -0.0578584408608466 -0.0508465536560034 -0.0718732425173043 -0.0799991970084947 -0.0319313605469049 0.00375914297366124 2.5 22.2567427559891 71.4958834050917 107.948791776946 0 0 0.246993252277926 0 1.45462028295031 0 0 5.2 63.6025212926221 0 
2010-01-27/20:00:00 0.054042710646287 0.063982418501348 -0.0561263866889402 -0.0496726289269346 -0.0690256436693114 -0.0784034506893866 -0.031944382126666 0.00346284768396204 2.5 22.2547187404778 71.4935740849281 107.948552975207 0 0 0.23114397272812 0 1.09864609350932 0 0 5.2 65.0534338572225 0 
2010-01-27/21:00:00 0.054042710646287 0.063982418501348 -0.0544794975623028 -0.0485521561202947 -0.0663265955306147 -0.0768067601244159 -0.0319565650099218 0.00318307277017962 2.5 22.2528278027706 71.4914079351378 107.948327814663 0 0 0.215922290749439 0 0.742671904068323 0 0 5.2 66.504346421823 0 
2010-01-27/22:00:00 0.054042710646287 0.063982418501348 -0.0529141703257493 -0.0474831406572892 -0.0637692798516608 -0.0752141844729789 -0.0319679476077649 0.00291900275267876 2.5 22.2510638077761 71.4893783906038 107.948115671113 0 0 0.201309039855452 0 0.386697714627329 0 0 5.2 67.9552589864234 0 
2010-01-27/23:00:00 0.054042710646287 0.063982418501348 -0.0514269667486972 -0.0464636633312345 -0.0613472222978861 -0.0736302487501852 -0.0319785669128407 0.00266985896819117 2.5 22.2494208497491 71.4874791306833 107.94791594356 0 0 0.187285522852119 0 0.0307235251863356 0 0 5.2 69.4061715510238 0 
2010-01-28/00:00:00 0.054042710646287 0.063982418501348 -0.0532094869597202 -0.0475187665251049 -0.064583645707794 -0.072240458382081 -0.031989310996026 0.00313080974067665 2.5 22.2477188872722 71.4855143632361 107.947709872392 0 0 0.214960209618682 0 -0.323527209353636 0 0 6.3 63.9667899520491 0 
2010-01-28/01:00:00 0.054042710646287 0.063982418501348 -0.0519957966524677 -0.0466853342193382 -0.06260992599141 -0.0709082113490929 -0.0320000385917535 0.00285520351576363 2.5 22.2460560423403 71.4835907844329 107.947507680032 0 0 0.199187509809241 0 -0.679722638191424 0 0 6.3 65.7297181995396 0 
2010-01-28/02:00:00 0.054042710646287 0.063982418501348 -0.0504972433191824 -0.0456713370426156 -0.0601428804065793 -0.0695665139310688 -0.0320100587548449 0.00259543106031577 2.5 22.2445096751064 71.4817926131748 107.94731743991 0 0 0.184069242689018 0 -1.03591806702921 0 0 6.3 67.4926464470301 0 
2010-01-28/03:00:00 0.054042710646287 0.063982418501348 -0.049069885250123 -0.0447017138959027 -0.0578006382327075 -0.0682183170424581 -0.0320193539360252 0.00235065608119798 2.5 22.2430782403415 71.4801182657892 107.947139004672 0 0 0.169584791162646 0 -1.392113495867 0 0 6.3 69.2555746945206 0 
2010-01-28/04:00:00 0.054042710646287 0.063982418501348 -0.0477152963875586 -0.0437777348348798 -0.0555853807963186 -0.06686863797188 -0.0320279575665402 0.00212012525326334 2.5 22.2417563495797 71.4785619745631 107.946971825866 0 0 0.155714056581272 0 -1.74830892470479 0 0 6.3 71.0185029420111 0 
2010-01-28/05:00:00 0.054042710646287 0.063982418501348 -0.0464304376140638 -0.0428977316982685 -0.0534913288220355 -0.0655220088780009 -0.0320359025126083 0.00190312070627946 2.5 22.2405387641186 71.4771181302581 107.946815370029 0 0 0.142437448467801 0 -2.10450435354257 0 0 6.3 72.7814311895015 0 
2010-01-28/06:00:00 0.054042710646287 0.063982418501348 -0.0452123159372982 -0.0420600396840036 -0.0515128346365833 -0.0641824830018348 -0.0320432204182582 0.00169895810601089 2.5 22.2394204431776 71.4757813346452 107.946669123725 0 0 0.129735874391894 0 -2.46069978238036 0 0 6.3 74.544359436992 0 
2010-01-28/07:00:00 0.054042710646287 0.063982418501348 -0.0440580447889015 -0.041263037411105 -0.0496444829158369 -0.062853672166908 -0.0320499417270063 0.00150698528437201 2.5 22.2383965393914 71.4745463957647 107.946532593098 0 0 0.117590729993439 0 -2.81689521121815 0 0 6.3 76.3072876844825 0 
2010-01-28/08:00:00 0.054042710646287 0.063982418501348 -0.043156780353992 -0.040627155204914 -0.0482127936199639 -0.0615466284607874 -0.0320574156451092 0.00200768078750639 2.5 22.2374086301701 71.4734006700943 107.946404570004 4.69186637381492e-05 0.000379691486039819 0.10920659194417 0.0197895964790271 -3.07254935534225 0.00231002883360994 12.6433533060451 6.3 77.5726040691845 0 
2010-01-28/09:00:00 0.054042710646287 0.063982418501348 -0.048548945443435 -0.0439805522575385 -0.0576798858842013 -0.0605019689936504 -0.0320718109603435 0.00487429636255721 2.5 22.2359278900617 71.4719922117941 107.946251328237 0.000300013261696609 0.00204831824351601 0.136143448513387 0.103239697332881 -2.27902733168768 0.0120511137185069 65.9586955182294 6.3 73.6452027685251 0 
2010-01-28/10:00:00 0.054042710646287 0.063982418501348 -0.0727537566527194 -0.0592655956429392 -0.0997128185996658 -0.0604331661250727 -0.0320959300288181 0.00960612090611323 2.5 22.2327647321476 71.4691695996769 107.945962509059 0.000685093972485269 0.00349662634073442 0.201216018405551 0.16485487661958 -0.633061419659505 0.0192434200846909 105.323948951398 6.3 65.4987764929583 0 
2010-01-28/11:00:00 0.054042710646287 0.063982418501348 -0.108927257667968 -0.0821917537392736 -0.162364053540166 -0.0618927663044024 -0.0321327670677713 0.0165636197250437 2.5 22.2270993474138 71.4639601396162 107.945444839729 0.000997261113416504 0.0045763782249953 0.295643979345018 0.200436161694633 1.29823880764168 0.0233968041391549 128.056436638238 6.3 55.9401369107401 0 
2010-01-28/12:00:00 0.054042710646287 0.063982418501348 -0.149773766557836 -0.108171459957081 -0.232925143502219 -0.0651900606883835 -0.0321886065650061 0.023342118141368 2.5 22.2184257970375 71.4556742633827 107.944632146881 0.00118382855578725 0.00501005610561116 0.387912066573092 0.20755874678103 2.8494532224781 0.0242282196223789 132.606977110102 6.3 48.2626669365959 0 
2010-01-28/13:00:00 0.054042710646287 0.063982418501348 -0.173658711080342 -0.12351574975414 -0.273880468407203 -0.0697963368742338 -0.032255434483695 0.025357087223885 2.5 22.2074831966732 71.4449115380944 107.943581780498 0.0011840211345541 0.00458273962835152 0.430540568303029 0.18573723947576 3.48611842062201 0.02168100694316 118.665458553958 6.3 45.1116016192664 0 
2010-01-28/14:00:00 0.054042710646287 0.063982418501348 -0.162642111855914 -0.116813593921344 -0.25424050331553 -0.0741926061704191 -0.0323186461334735 0.0201434828088457 2.5 22.1965781944869 71.4339519481988 107.942512163642 0.000973551883766849 0.00330984665292108 0.396998921150165 0.136458739439933 2.98887449547458 0.0159287544361192 87.1819724199571 6.3 47.5726252331732 0 
2010-01-28/15:00:00 0.054042710646287 0.063982418501348 -0.123030289906141 -0.0919566273186444 -0.185137851669379 -0.0767700259351066 -0.0323641344850477 0.0104379620082043 2.5 22.1883015617152 71.4254239425086 107.941675201412 0.000587071103055598 0.00145254013682268 0.308387871635404 0.0630814950144178 1.52904443012829 0.00736346860356453 40.3020662592113 6.3 54.7978040265453 0 
2010-01-28/16:00:00 0.054042710646287 0.063982418501348 -0.0824608827952396 -0.0663660305660977 -0.11462999147336 -0.0770443407597037 -0.0323872695913507 0.00358283718698457 2.5 22.1836211895073 71.4203597493184 107.941169913765 0.000178972504537902 0 0.240899719770377 0 0.23166186302051 0 0 6.3 61.21897675978 0 
2010-01-28/17:00:00 0.054042710646287 0.063982418501348 -0.0571825287161 -0.0503471072199814 -0.0708446247690883 -0.0758381898504269 -0.0323993412396163 0.00370109416348441 2.5 22.1813997102156 71.4177733071116 107.940901919939 0 0 0.246823910355982 0 0.353580073088875 0 0 6.3 60.6155634674918 0 
2010-01-28/18:00:00 0.054042710646287 0.063982418501348 -0.0572161313427828 -0.0503049425834262 -0.0710296649707047 -0.0745671847781375 -0.0324118967967514 0.00381069272432809 2.5 22.1794504569001 71.4154813598424 107.940662063479 0 0 0.252832128074532 0 0.47549828315724 0 0 6.3 60.0121501752037 0 
2010-01-28/19:00:00 0.054042710646287 0.063982418501348 -0.0576138577520731 -0.0504986817069326 -0.0718351049196663 -0.0734094442936329 -0.0324245238053458 0.00392242794230527 2.5 22.1774859190449 71.4131712281235 107.940420384613 0 0 0.258925277334753 0 0.597416493225606 0 0 6.3 59.4087368829155 0 
2010-01-28/20:00:00 0.054042710646287 0.063982418501348 -0.0580433282149352 -0.0507183007641803 -0.0726840096577972 -0.0723610922358727 -0.032437288155388 0.00403637980717853 2.5 22.1754996548915 71.4108358894407 107.94017620963 0 0 0.26510427028254 0 0.719334703293971 0 0 6.3 58.8053235906274 0 
2010-01-28/21:00:00 0.054042710646287 0.063982418501348 -0.0584994844502122 -0.0509602987953935 -0.0735682082540524 -0.0714162229457733 -0.0324502068162453 0.00415258737332253 2.5 22.1734890491319 71.4084724803482 107.939929263214 0 0 0.271370026852766 0 0.841252913362337 0 0 6.3 58.2019102983392 0 
2010-01-28/22:00:00 0.054042710646287 0.063982418501348 -0.0589816807876249 -0.0512239783421903 -0.0744871585480881 -0.0705692719757618 -0.0324632956049707 0.00427108972535811 2.5 22.1714516173732 71.4060782776826 107.939679283395 0 0 0.277723474821348 0 0.963171123430702 0 0 6.3 57.5984970060511 0 
2010-01-28/23:00:00 0.054042710646287 0.063982418501348 -0.0594893829925855 -0.0515087307118148 -0.0754404751263725 -0.0698150252577225 -0.032476569861048 0.0043919265362836 2.5 22.169384950821 71.4036506384716 107.939426015792 0 0 0.284165549857566 0 1.08508933349907 0 0 6.3 56.9950837137629 0 
2010-01-29/00:00:00 0.054042710646287 0.063982418501348 -0.0409947956966147 -0.0397363617628265 -0.0435100532079767 -0.0679523612238088 -0.0324841595560911 0.000660960049020603 2.5 22.1684506746623 71.4024534581447 107.939290588333 0 0 0.0628504809794063 0 1.20700754356743 0 0 4.4 90.5716170282205 0 
2010-01-29/01:00:00 0.054042710646287 0.063982418501348 -0.0408145738977508 -0.0395254668030783 -0.0433911384835668 -0.0660909351459016 -0.0324889379318554 0.000747427607323164 2.5 22.1677419693437 71.4015010640255 107.939178581976 0 0 0.0680420634512102 0 1.3289257536358 0 0 4.4 89.8820642646492 0 
2010-01-29/02:00:00 0.054042710646287 0.063982418501348 -0.041004533246973 -0.0395557589919238 -0.0439002278358284 -0.0643709898128114 -0.0324936744650512 0.000835920538601892 2.5 22.1670354517533 71.4005505322683 107.939066721353 0 0 0.0733196886674444 0 1.45084396370416 0 0 4.4 89.1925115010779 0 
2010-01-29/03:00:00 0.054042710646287 0.063982418501348 -0.0412294348470242 -0.0396153187758871 -0.0444556014887243 -0.0627869197711795 -0.0324984380828783 0.000926524354528786 2.5 22.1663242315752 71.3995943666016 107.93895428805 0 0 0.0786843389007084 0 1.57276217377253 0 0 4.4 88.5029587375066 0 
2010-01-29/04:00:00 0.054042710646287 0.063982418501348 -0.0414839486538361 -0.039700387413541 -0.0450487888036701 -0.0613311777240983 -0.0325032481898376 0.0010192794409367 2.5 22.1656053041435 71.39862929387 107.938840968169 0 0 0.0841370050690107 0 1.6946803838409 0 0 4.4 87.8134059739352 0 
2010-01-29/05:00:00 0.054042710646287 0.063982418501348 -0.0417672141877978 -0.0398100509010169 -0.0456790362810785 -0.0599966582831913 -0.0325081228629657 0.00111422622331869 2.5 22.1648758220813 71.3976522095765 107.938726463864 0 0 0.0896786867945151 0 1.81659859390926 0 0 4.4 87.1238532103639 0 
2010-01-29/06:00:00 0.054042710646287 0.063982418501348 -0.042078496978932 -0.0399434981729171 -0.046345762543798 -0.0587767012208832 -0.0325130795436844 0.00121140577921907 2.5 22.1641330378353 71.3966601154741 107.938610487365 0 0 0.0953103924625766 0 1.93851680397763 0 0 4.4 86.4343004467926 0 
2010-01-29/07:00:00 0.054042710646287 0.063982418501348 -0.0424171268680343 -0.0400999807524078 -0.0470484539676644 -0.0576650647549875 -0.0325181350933492 0.00131085985458843 2.5 22.1633742956133 71.3956501108766 107.938492760146 0 0 0.101033139281064 0 2.06043501404599 0 0 4.4 85.7447476832213 0 
2010-01-29/08:00:00 0.054042710646287 0.063982418501348 -0.0427632080605233 -0.0402665931084342 -0.0477532431760769 -0.0566551604142103 -0.0325233029426656 0.00166422743166209 2.5 22.1625977166154 71.3946201382312 107.938373084378 0 0 0.106560576501154 0.00688889040555661 2.1763731910711 0 4.40123553688339 4.4 85.0890171707224 0 
2010-01-29/09:00:00 0.054042710646287 0.063982418501348 -0.0465278848655857 -0.0426033176213165 -0.0543719972938106 -0.0558642443255968 -0.0325293209274224 0.00338811035858893 2.5 22.16164508234 71.3933980394634 107.938234960461 0 0 0.13678674385394 0.0359384265961555 2.78130593695326 0 22.9606614364327 4.4 81.667600087385 0 
2010-01-29/10:00:00 0.054042710646287 0.063982418501348 -0.0619961048551004 -0.052365506859195 -0.0812449770908004 -0.0557413981350066 -0.0325395894876095 0.00680712182768155 2.5 22.1598769490169 71.3912879208961 107.938011688989 0 0 0.207357229553983 0.0573870810886627 4.0360898611674 0 36.6639684733123 4.4 74.5707133947283 0 
2010-01-29/11:00:00 0.054042710646287 0.063982418501348 -0.087212887262337 -0.0683448764612373 -0.124924764486726 -0.056748652366422 -0.0325587383258791 0.011821306119278 2.5 22.1565826382668 71.3875158073956 107.937629061158 0 0 0.30512530342318 0.0697731635249914 5.50839524753021 0 44.5772989187445 4.4 66.2435549873164 0 
2010-01-29/12:00:00 0.054042710646287 0.063982418501348 -0.115523835451985 -0.0863531024053519 -0.173827973309391 -0.0591066677842614 -0.0325901375231492 0.0165012439240055 2.5 22.1513087462843 71.3815870422857 107.93703960947 0 0 0.396757580398947 0.0722525828560747 6.69094641491591 0 46.16137238027 4.4 59.5552069129965 0 
2010-01-29/13:00:00 0.054042710646287 0.063982418501348 -0.131660637789537 -0.0967280695585421 -0.201481072869506 -0.062393060686581 -0.032632246813605 0.0177743150885027 2.5 22.1444854320433 71.3739679622098 107.936287948754 0 0 0.438058710702831 0.0646563707519336 7.17630109322344 0 41.3082368692909 4.4 56.8101070665375 0 
2010-01-29/14:00:00 0.054042710646287 0.063982418501348 -0.124037592692374 -0.0920949943207223 -0.187881914127682 -0.0655160836382683 -0.0326768021574292 0.0142862057864045 2.5 22.1375643919425 71.3662368266156 107.935525277681 0 0 0.405611511235827 0.0475021965141312 6.79723268170371 0 30.348625550695 4.4 58.9540662880471 0 
2010-01-29/15:00:00 0.054042710646287 0.063982418501348 -0.097378258200102 -0.0753739278736193 -0.141358761013448 -0.0673670658221971 -0.0327133433529976 0.00812215100704465 2.5 22.1321468695665 71.3601359077195 107.93491857271 0 0 0.31798489316026 0.0219590887683605 5.68434736330494 0 14.0294178242303 4.4 65.2483938245939 0 
2010-01-29/16:00:00 0.054042710646287 0.063982418501348 -0.0702192076775045 -0.0582491739798477 -0.0941439576151469 -0.067631489181178 -0.0327367608776754 0.00390952974385066 2.5 22.1288176651123 71.3563028748362 107.934529009069 0 0 0.239764805358817 0 4.55329888676196 0 0 4.4 71.6454497057128 0 
2010-01-29/17:00:00 0.054042710646287 0.063982418501348 -0.0555268903385566 -0.0489402497113798 -0.0686917430026464 -0.0669209858847999 -0.0327504810994544 0.0034411316811412 2.5 22.1268759480168 71.3539769343461 107.934283753715 0 0 0.215733144471844 0 4.17289784263518 0 0 4.4 73.7969461154447 0 
2010-01-29/18:00:00 0.054042710646287 0.063982418501348 -0.0529553030706356 -0.0472721759624805 -0.0643142848783659 -0.0660156310578345 -0.0327612499996782 0.00299520412896477 2.5 22.1252562741463 71.351999905088 107.934071858513 0 0 0.192785270126141 0 3.79249679850839 0 0 4.4 75.9484425251767 0 
2010-01-29/19:00:00 0.054042710646287 0.063982418501348 -0.0506811438031594 -0.0457866569351546 -0.0604638543130547 -0.0650185724001816 -0.0327708789633501 0.00257843799521335 2.5 22.1238140219717 71.3502146620112 107.933878275447 0 0 0.170885361820801 0 3.4120957543816 0 0 4.4 78.0999389349087 0 
2010-01-29/20:00:00 0.054042710646287 0.063982418501348 -0.0485412918024502 -0.0443815520180013 -0.0568554483633742 -0.0639451983448129 -0.0327794505582649 0.00218928155649665 2.5 22.122537996104 71.3486091714116 107.933701857904 0 0 0.149998530246721 0 3.03169471025482 0 0 4.4 80.2514353446407 0 
2010-01-29/21:00:00 0.054042710646287 0.063982418501348 -0.0465275775211823 -0.043052407456235 -0.0534734706518503 -0.062808452035655 -0.0327870221193762 0.00182622721510552 2.5 22.1214191408326 71.3471737188239 107.933541681144 0 0 0.130090798422022 0 2.65129366612803 0 0 4.4 82.4029317543726 0 
2010-01-29/22:00:00 0.054042710646287 0.063982418501348 -0.0446340917743617 -0.0417961312683356 -0.0503063811915721 -0.0616200604917652 -0.0327936484073977 0.00148783794837029 2.5 22.1204487893166 71.3458990053397 107.933396859914 0 0 0.111129083104069 0 2.27089262200124 0 0 4.4 84.5544281641046 0 
2010-01-29/23:00:00 0.054042710646287 0.063982418501348 -0.0428551584164592 -0.0406097190884936 -0.0473431636965092 -0.0603906408716788 -0.0327993819556299 0.00117274546041757 2.5 22.1196186322128 71.3447761137877 107.93326654522 0 0 0.0930811764758354 0 1.89049157787446 0 0 4.4 86.7059245738366 0 
2010-01-30/00:00:00 0.054042710646287 0.063982418501348 -0.0497272216648495 -0.0448195955404841 -0.0595361938787305 -0.0596481141410631 -0.0325165776685171 0.00271592182406638 2.5 22.1813912913572 71.343265935705 107.933099075532 0 0 0.186763613862482 0 1.51193339701492 0 0 4.4 72.5912838178896 0.22 
2010-01-30/01:00:00 0.054042710646287 0.063982418501348 -0.048354680299074 -0.0439185573599743 -0.05722124949652 -0.0589466824850632 -0.0325249539625081 0.00235843458569184 2.5 22.1801149892875 71.3417352576775 107.932929587642 0 0 0.166472962825637 0 1.13129578507463 0 0 4.4 74.8902205550026 0 
2010-01-30/02:00:00 0.054042710646287 0.063982418501348 -0.0465566516178675 -0.0427447388869277 -0.0541755991686794 -0.0581715334619902 -0.0325325251052094 0.00202437457940144 2.5 22.1789719606547 71.340348588966 107.932773848502 0 0 0.147130020724972 0 0.750658173134328 0 0 4.4 77.1891572921156 0 
2010-01-30/03:00:00 0.054042710646287 0.063982418501348 -0.0448557975435369 -0.0416285218762381 -0.0513062190971144 -0.0573306459591434 -0.0325392596095075 0.0017123928889646 2.5 22.1779608493938 71.3391045664487 107.932631732576 0 0 0.128702468016345 0 0.370020561194029 0 0 4.4 79.4880940292286 0 
2010-01-30/04:00:00 0.054042710646287 0.063982418501348 -0.0432543632960319 -0.0405719077264216 -0.0486158418325574 -0.0564347807467692 -0.0325452011652749 0.00142128109382898 2.5 22.1770746405434 71.3379956670397 107.932502523846 0 0 0.11115885281156 0 -0.0106170507462688 0 0 4.4 81.7870307663416 0 
2010-01-30/05:00:00 0.054042710646287 0.063982418501348 -0.0417478299013359 -0.0395725771205456 -0.0460955519016099 -0.0554937532752072 -0.0325503927279669 0.00114989036650881 2.5 22.1763065228164 71.3370145834025 107.932385526712 0 0 0.0944685726606289 0 -0.391254662686567 0 0 4.4 84.0859675034547 0 
2010-01-30/06:00:00 0.054042710646287 0.063982418501348 -0.0403317534876115 -0.0386282088592668 -0.0437366628037218 -0.0545164587654103 -0.0325548755454207 0.000897128359848462 2.5 22.1756499601503 71.3361543019898 107.93228007347 0 0 0.0786018566133412 0 -0.771892274626866 0 0 4.4 86.3849042405677 0 
2010-01-30/07:00:00 0.054042710646287 0.063982418501348 -0.0390018549232565 -0.037736540169424 -0.0415308652706382 -0.0535109422175751 -0.0325586891852075 0.000661956996409302 2.5 22.1750986857863 71.3354080968283 107.932185523736 0 0 0.0635297475576815 0 -1.15252988656716 0 0 4.4 88.6838409776807 0 
2010-01-30/08:00:00 0.054042710646287 0.063982418501348 -0.0379875867680753 -0.0370434967473489 -0.0398745587046152 -0.0524940914086395 -0.0325623786211827 0.000639893659661757 2.5 22.1746211456375 71.3347602191738 107.932100372206 1.7067708012994e-05 0.000138627318603383 0.0532335264681853 0.00925547307170136 -1.42444868611918 0.000787450179726233 5.91321890692031 4.4 90.3261487743675 0 
2010-01-30/09:00:00 0.054042710646287 0.063982418501348 -0.0408811254775217 -0.0388262024704232 -0.0449883419187407 -0.0516265547718847 -0.0325684317997387 0.00204629886804279 2.5 22.1739712070908 71.3340244222993 107.932006773292 0.000109339597714982 0.000749475187603737 0.08829890331344 0.0482972512173132 -0.536967404878796 0.00410910159391402 30.8565771666168 4.4 84.9660286576417 0 
2010-01-30/10:00:00 0.054042710646287 0.063982418501348 -0.056328575802323 -0.0485711773319185 -0.0718334460287493 -0.0514182174025827 -0.032580054926725 0.00587858231987303 2.5 22.1724260581587 71.3324668966542 107.931834397513 0.000250360749824304 0.00128413733575973 0.175592807468912 0.0771470800852316 1.3046189778105 0.00656362798614924 49.2884122766757 4.4 73.8434005806362 0 
2010-01-30/11:00:00 0.054042710646287 0.063982418501348 -0.0878395417561724 -0.0685325322326039 -0.126428854678313 -0.0525674641679167 -0.0326017179804777 0.0125816773920718 2.5 22.1689694030703 71.3289531682912 107.931474489211 0.000365681254040872 0.00168645811006083 0.30722200979374 0.0938388915147043 3.46735456558775 0.00798375743909772 59.9526251343944 4.4 60.7811278586681 0 
2010-01-30/12:00:00 0.054042710646287 0.063982418501348 -0.128458076719856 -0.0943481595408168 -0.196634262448199 -0.0555942942539015 -0.0326391098572018 0.0197321791455648 2.5 22.1627231477477 71.3224766201269 107.930830504194 0.000435341911688498 0.0018507304801423 0.440214816098589 0.0972351661413353 5.20790401702075 0.00827271047741591 62.1224672569642 4.4 50.2687324696154 0 
2010-01-30/13:00:00 0.054042710646287 0.063982418501348 -0.153921784569106 -0.110677778016705 -0.240354460587474 -0.060074456192858 -0.032691048283089 0.0221614859895058 2.5 22.1541045629102 71.313414413807 107.929938480396 0.000436345777116796 0.00169589742816293 0.503286489344355 0.0871044534619291 5.92803797477491 0.00741079542905989 55.6500674895658 4.4 45.919339873638 0 
