Time PLC_Stem PLC_Leaf Psi_LApo Psi_SApo Psi_LSym Psi_SSym Psi_AllSoil transpiration_mm LAI SWS1 SWS2 SWS3 soilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH PPT 
2010-01-02/15:00:00 0.0489144941105981 0.0547977168836446 -0.21948890747898 -0.152795242042983 -0.352803145044763 -0.0933074138077061 -0.029398970963977 0.0266675494349188 2.5 22.6159655725298 72.0597522652398 108.104536894093 0.00901559085639299 0.0513673238744274 0.406879408210533 0.343922119124089 3.55678632196546 0.242436380534268 219.728020551501 2.6 48.3865881591425 0 
2010-01-02/16:00:00 0.0489144941105981 0.0547977168836446 -0.149399398518697 -0.108723515005658 -0.230706586558777 -0.09605807846693 -0.0295019213206765 0.00424520976315053 2.5 22.5988255410941 72.0482739590802 108.10343643681 0.00648571129684203 0 0.295755603988255 0 1.95196712959184 0 0 2.6 57.9451091446916 0 
2010-01-02/17:00:00 0.0489144941105981 0.0547977168836446 -0.0597364279934389 -0.0520234276337561 -0.0751539755989948 -0.094150010773408 -0.0295284310268327 0.00390035343073369 2.5 22.5952102226054 72.044443357088 108.103068536309 0 0 0.272232441949614 0 1.57063183622449 0 0 2.6 60.2163939233781 0 
2010-01-02/18:00:00 0.0489144941105981 0.0547977168836446 -0.0562361353383299 -0.0496844186989301 -0.0693323882305748 -0.0916211064871814 -0.0295437271542988 0.00350883829101858 2.5 22.5927659487724 72.0418842032999 108.102822368187 0 0 0.249741619315076 0 1.18929654285714 0 0 2.6 62.4876787020647 0 
2010-01-02/19:00:00 0.0489144941105981 0.0547977168836446 -0.0540010763483793 -0.0481445232389881 -0.0657077640484888 -0.0891061215143493 -0.0295577238684278 0.00314103867716185 2.5 22.5905163665733 72.0395348695871 108.102596220565 0 0 0.228248911956795 0 0.807961249489796 0 0 2.6 64.7589634807513 0 
2010-01-02/20:00:00 0.0489144941105981 0.0547977168836446 -0.0519015962212396 -0.0466913812589171 -0.0623163159845216 -0.0866194177965839 -0.0295706418953509 0.00279588991734047 2.5 22.5884394470947 72.0373715424614 108.102387818311 0 0 0.207720998640139 0 0.426625956122449 0 0 2.6 67.0302482594378 0 
2010-01-02/21:00:00 0.0489144941105981 0.0547977168836446 -0.0499174134974153 -0.0453124934954271 -0.0591222067158685 -0.0841664153513695 -0.0295825381900096 0.00247222768089367 2.5 22.5865261952387 72.0353845753573 108.102196243352 0 0 0.18812544231582 0 0.0452906627551017 0 0 2.6 69.3015330381244 0 
2010-01-02/22:00:00 0.0489144941105981 0.0547977168836446 -0.0480431739145417 -0.0440047428357092 -0.0561156101328696 -0.0817517689518087 -0.0295934653725319 0.00216893627909849 2.5 22.5847681403404 72.0335648850403 108.10202063127 0 0 0.169430671695264 0 -0.336044630612245 0 0 2.6 71.572817816811 0 
2010-01-02/23:00:00 0.0489144941105981 0.0547977168836446 -0.0462738934312008 -0.0427652132368676 -0.0532874084634939 -0.07937952972071 -0.0296034739018202 0.00188494945007103 2.5 22.5831571607994 72.0319037611762 108.101860153072 0 0 0.151605963106761 0 -0.717379923979592 0 0 2.6 73.8441025954976 0 
2010-01-03/00:00:00 0.0489144941105981 0.0547977168836446 -0.0415757138143177 -0.0387701972457696 -0.0471836722322273 -0.076854323257694 -0.0267680388067067 0.00157601600537514 2.5 23.2158538452838 72.0258806925405 108.049371172038 0 0 0.144971285828112 0 -1.09832708982188 0 0 1.4 74.2798421163744 2.418 
2010-01-03/01:00:00 0.0489144941105981 0.0547977168836446 -0.0400409180587897 -0.0376748505329005 -0.0447704600053898 -0.0744118819508036 -0.0267776155025024 0.00127266242438885 2.5 23.2141127787562 72.0248568875057 108.049272789887 0 0 0.123982427379395 0 -1.47869206437659 0 0 1.4 77.3790591249033 0 
2010-01-03/02:00:00 0.0489144941105981 0.0547977168836446 -0.0382877789456133 -0.0364436357778451 -0.0419740441813747 -0.0720119740246665 -0.0267863253110443 0.000989365459234655 2.5 23.2125144790968 72.0239866772065 108.049189092676 0 0 0.104032597494077 0 -1.8590570389313 0 0 1.4 80.4782761334322 0 
2010-01-03/03:00:00 0.0489144941105981 0.0547977168836446 -0.0366329759355459 -0.0352765755083129 -0.0393442902341889 -0.0696563145017138 -0.0267941709840175 0.000725067390399665 2.5 23.2110546697282 72.023265525687 108.049119651047 0 0 0.0850850074160776 0 -2.23942201348601 0 0 1.4 83.5774931419611 0 
2010-01-03/04:00:00 0.0489144941105981 0.0547977168836446 -0.0350762436189231 -0.0341737031090689 -0.0368803354927261 -0.0673484166724126 -0.0268011994476005 0.000478786361602371 2.5 23.2097257658371 72.0226852929749 108.049063690037 0 0 0.0671038891849143 0 -2.61978698804071 0 0 1.4 86.67671015049 0 
2010-01-03/05:00:00 0.0489144941105981 0.0547977168836446 -0.0336132214937781 -0.0331324408095364 -0.0345742559460313 -0.0650913150741459 -0.0268074563089154 0.000249581426720058 2.5 23.2085204448693 72.022238118234 108.049020461156 0 0 0.0500544734639073 0 -3.00015196259542 0 0 1.4 89.7759271590189 0 
2010-01-03/06:00:00 0.0489144941105981 0.0547977168836446 -0.0322396331846473 -0.0321502386038657 -0.0324183243714351 -0.0628875770152963 -0.0268129852947273 4.25808606491593e-05 2.5 23.2074316868765 72.0219164638949 108.048989246621 0 0 0.0339029677223094 0 -3.38051693715013 0 0 1.4 92.8751441675478 0 
2010-01-03/07:00:00 0.0489144941105981 0.0547977168836446 -0.0317253965679959 -0.0317142927735626 -0.0317475919870453 -0.0607573738945013 -0.026817949791721 2.33816720477013e-05 2.5 23.2064238268988 72.0216816222471 108.048966341246 0 0 0.0186165347680095 0 -3.76088191170484 0 0 1.4 95.9743611760767 0 
2010-01-03/08:00:00 0.0489144941105981 0.0547977168836446 -0.0314366514606702 -0.0314272256086783 -0.0314554928338513 -0.0587390466121297 -0.0268247859488986 0.00088041871496001 2.5 23.2049838477708 72.0214859407758 108.048947180861 0.000469476302496972 0.0162683296254979 0.0183186033976922 0.142318679599729 -3.76850985350479 0.102002100727259 90.9258230776045 1.4 96.0365137099533 0 
2010-01-03/09:00:00 0.0489144941105981 0.0547977168836446 -0.0427245935419046 -0.0384769499307167 -0.0512152255582733 -0.0572214807969334 -0.0268363565763154 0.00410984620207295 2.5 23.2024924656067 72.0207496054084 108.048876199955 0.00102577735870691 0.0440383600825725 0.0657299641211784 0.367169270769292 -2.64969565309718 0.263156158041218 234.580367435936 1.4 86.9204062046651 0 
2010-01-03/10:00:00 0.0489144941105981 0.0547977168836446 -0.0721549359555865 -0.0570512588490595 -0.102345737278721 -0.0569436077511278 -0.0268636880051293 0.010228936121019 2.5 23.1968035944961 72.0182852690428 108.048639586418 0.00263863166047547 0.0684275729553504 0.161571620546552 0.529132686981083 -0.810429825464697 0.379237959397374 338.056994460136 1.4 71.9340527874561 0 
2010-01-03/11:00:00 0.0489144941105981 0.0547977168836446 -0.115592933655973 -0.0845794422231266 -0.177585927229635 -0.0585913949937617 -0.0269174120458522 0.0181729647484635 2.5 23.1860336289399 72.0128818216763 108.048121207258 0.0050256029177379 0.0861095701212858 0.293831063016658 0.617171389077469 1.16944296257537 0.442336721867553 394.303943021716 1.4 55.802032675455 0 
2010-01-03/12:00:00 0.0489144941105981 0.0547977168836446 -0.157668894691823 -0.111366270736305 -0.250223397116735 -0.0622955816326007 -0.0270015424478138 0.0254668710448454 2.5 23.169684564949 72.004113051834 108.047280109167 0.00752379151415957 0.0920781828259788 0.417305954698152 0.625285685001415 2.66575046801482 0.448152369065047 399.488076528682 1.4 43.6101065490382 0 
2010-01-03/13:00:00 0.0489144941105981 0.0547977168836446 -0.179806616518882 -0.125643233708458 -0.288074021577255 -0.0673325664836456 -0.0271085735736368 0.0276838671277643 2.5 23.1494358763917 71.9928415068397 108.046198837079 0.00913992611802809 0.0829670704511599 0.467557084967552 0.552922598895214 3.20676863992375 0.396288574244158 353.25610484972 1.4 39.201885938646 0 
2010-01-03/14:00:00 0.0489144941105981 0.0547977168836446 -0.166941264866675 -0.117807277967314 -0.26515539003071 -0.0720818684080743 -0.0272187242560064 0.0227596761718647 2.5 23.1291252092998 71.9814313028039 108.045103877216 0.00909364434279894 0.059549702717778 0.413372312882722 0.405013555491347 2.62193675949817 0.290279769312957 258.758660452805 1.4 43.9671010141582 0 
2010-01-03/15:00:00 0.0489144941105981 0.0547977168836446 -0.125763130251776 -0.0919886085653399 -0.193275158226846 -0.0749115757491036 -0.0273093439071504 0.0127915658422189 2.5 23.1127778559974 71.9724825887761 108.044244424165 0.00741055668504825 0.026664847116161 0.288293851395008 0.191638311666538 1.09562820102405 0.137350279139671 122.435588009177 1.4 56.4034759727728 0 
2010-01-03/16:00:00 0.0489144941105981 0.0547977168836446 -0.0833058038842145 -0.065222599905641 -0.119452393431101 -0.0752829152982443 -0.0273698796385599 0.00221066415457542 2.5 23.1036878730771 71.9671182281535 108.043728184839 0.0034611556723429 0 0.189400519844798 0 -0.350706676463104 0 0 1.4 68.1882247067602 0 
2010-01-03/17:00:00 0.0489144941105981 0.0547977168836446 -0.0455237852536234 -0.0412791911810519 -0.0540083215116598 -0.0735297746682536 -0.027378051139086 0.0022844711830047 2.5 23.1013195668885 71.9652965682749 108.043551293596 0 0 0.192700966797827 0 -0.297944278244275 0 0 1.4 67.7583162427592 0 
2010-01-03/18:00:00 0.0489144941105981 0.0547977168836446 -0.0450054258174716 -0.0408553702365174 -0.0533009887078754 -0.0716426920051672 -0.027388867415475 0.00233477786664372 2.5 23.0993919144859 71.9639522694364 108.04342009366 0 0 0.19602373220102 0 -0.245181880025445 0 0 1.4 67.3284077787583 0 
2010-01-03/19:00:00 0.0489144941105981 0.0547977168836446 -0.0450043793854875 -0.0407649824221327 -0.0534785271267307 -0.0698855357175647 -0.0273995313453925 0.00238548498576417 2.5 23.0974829344789 71.9626264405895 108.043290617338 0 0 0.199368924773962 0 -0.192419481806616 0 0 1.4 66.8984993147573 0 
2010-01-03/20:00:00 0.0489144941105981 0.0547977168836446 -0.0450303544187544 -0.0406982864611007 -0.0536897425854541 -0.0682539629455949 -0.0274101283787385 0.00243664789028516 2.5 23.0955847328651 71.9613105069498 108.043162043408 0 0 0.20273665365048 0 -0.139657083587786 0 0 1.4 66.4685908507564 0 
2010-01-03/21:00:00 0.0489144941105981 0.0547977168836446 -0.0450757734507337 -0.0406501090191883 -0.0539222519877888 -0.0667405368453717 -0.0274206730449515 0.00248827047544888 2.5 23.0936950601735 71.9600020303453 108.043034138541 0 0 0.206127028379876 0 -0.0868946853689568 0 0 1.4 66.0386823867555 0 
2010-01-03/22:00:00 0.0489144941105981 0.0547977168836446 -0.0451395613097934 -0.0406194030844817 -0.0541749238735306 -0.0653382306612612 -0.0274311781950339 0.00254035595708076 2.5 23.0918118595987 71.9586987804364 108.04290668924 0 0 0.209540158928158 0 -0.0341322871501272 0 0 1.4 65.6087739227545 0 
2010-01-03/23:00:00 0.0489144941105981 0.0547977168836446 -0.0452207902404964 -0.0406052372250154 -0.0544468378362686 -0.0640404467643806 -0.0274416559702693 0.00259290755221747 2.5 23.0899331870445 71.9573986478566 108.042779493526 0 0 0.212976155679271 0 0.0186301110687023 0 0 1.4 65.1788654587536 0 
2010-01-04/00:00:00 0.0489144941105981 0.0547977168836446 -0.0229344490263271 -0.0228342383894238 -0.0231347604705336 -0.0612599081519747 -0.0161850686364827 0 2.5 24.9972037757171 72.1766959978464 108.090670531123 0 0 0 0 0.0710889998730158 0 0 0.7 100.013565563556 6.138 
2010-01-04/01:00:00 0.0489144941105981 0.0547977168836446 -0.0223692704503228 -0.0223571438131802 -0.02239351043375 -0.0585314987754878 -0.0162619571855625 0 2.5 24.9946704151607 72.1775649168129 108.090758111602 0 0 0 0 0.123750898285714 0 0 0.7 100.011752119231 0 
2010-01-04/02:00:00 0.0489144941105981 0.0547977168836446 -0.0220496317745527 -0.0220391315391517 -0.0220706207370193 -0.0559711433215957 -0.0163235171199628 0 2.5 24.9921936774814 72.17847642411 108.09084980375 0 0 0 0 0.176412796698413 0 0 0.7 100.009938674905 0 
2010-01-04/03:00:00 0.0489144941105981 0.0547977168836446 -0.0217485644933485 -0.021738621489127 -0.0217684396041857 -0.0535695719836194 -0.016376730535098 0 2.5 24.989766649525 72.179425861551 108.090945162574 0 0 0 0 0.229074695111111 0 0 0.7 100.008125230579 0 
2010-01-04/04:00:00 0.0489144941105981 0.0547977168836446 -0.0214640579836828 -0.0214546742605063 -0.0214828151454061 -0.0513167437107084 -0.0164243278216171 0 2.5 24.9873857943736 72.1804111523319 108.091043990348 0 0 0 0 0.28173659352381 0 0 0.7 100.006311786253 0 
2010-01-04/05:00:00 0.0489144941105981 0.0547977168836446 -0.0211960440164626 -0.0211872115367085 -0.0212136992955081 -0.0492033282704167 -0.0164677631840682 0 2.5 24.9850480488426 72.1814302205287 108.091146089356 0 0 0 0 0.334398491936508 0 0 0.7 100.004498341928 0 
2010-01-04/06:00:00 0.0489144941105981 0.0547977168836446 -0.0209440677592509 -0.0209357683057141 -0.0209606575700626 -0.047220632623383 -0.0165079321144745 0 2.5 24.9827506613509 72.1824810315625 108.091251265773 0 0 0 0 0.387060390349206 0 0 0.7 100.002684897602 0 
2010-01-04/07:00:00 0.0489144941105981 0.0547977168836446 -0.0207074913689351 -0.0206997021964089 -0.0207230611769972 -0.045360537774835 -0.0165454379447219 0 2.5 24.9804911245038 72.1835616238816 108.091359332704 0 0 0 0 0.439722288761905 0 0 0.7 100.000871453276 0 
2010-01-04/08:00:00 0.0489144941105981 0.0547977168836446 -0.0204856020693399 -0.0204782987966021 -0.0205002006103749 -0.0436154648439198 -0.0165807150149214 4.624541346665e-05 2.5 24.9782670322711 72.1846701226953 108.091470111498 1.01823999962107e-07 0.00325496798018861 1.38901623361107e-05 0.0390844988233133 0.528580279463731 0.0171267326182223 24.9706520260057 0.7 99.9978115746186 0 
