Time PLC_Trunk PLC_Leaf Psi_LApo Psi_TApo Psi_LSym Psi_TSym Psi_AllSoil transpiration_mm LAI SWS1 SWS2 SWS3 SoilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH PPT 
2010-01-01/23:00:00 0.0437929525170968 0.0465709213691516 -0.0189750165039244 -0.0189705539668807 -0.0189839374212867 -0.0324590827991638 -0.0166980427421475 0 2.5 24.8810820130135 72.8292651224833 107.998762324479 0 0 0 0 3.02754632587859 0 0 5.81 102.404552115388 0 
2010-01-02/00:00:00 0.0437929525170968 0.0465709213691516 -0.0585505295918135 -0.0468617662070143 -0.0819171692378148 -0.0340753336266025 -0.0256306099384854 0.0064634949664711 2.5 23.2119817419302 72.7468477804866 108.523620426282 0 0 0.39485263323832 0 2.50946428571429 0 0 6.11 46.0467735215436 0 
2010-01-02/01:00:00 0.0437929525170968 0.0465709213691516 -0.0564386135573029 -0.0456214284000242 -0.0780629085403619 -0.0357368795606214 -0.0256464015970463 0.00572879250850957 2.5 23.2093079446649 72.7445264725769 108.523412625368 0 0 0.357178736704228 0 1.989375 0 0 6.11 49.3469385052071 0 
2010-01-02/02:00:00 0.0437929525170968 0.0465709213691516 -0.0531856490932455 -0.0436428620792392 -0.0722623347879081 -0.0370694108953077 -0.0256609111814281 0.00505291654994518 2.5 23.206855804629 72.7424439454115 108.523227628581 0 0 0.321675803706805 0 1.46928571428571 0 0 6.11 52.6471034888706 0 
2010-01-02/03:00:00 0.0437929525170968 0.0465709213691516 -0.0501548174478182 -0.0417881504430992 -0.066880358584173 -0.0381008365316332 -0.025674039325086 0.00443161965597041 2.5 23.2046249083405 72.7405999339811 108.523065418912 0 0 0.288247694801461 0 0.949196428571428 0 0 6.11 55.9472684725341 0 
2010-01-02/04:00:00 0.0437929525170968 0.0465709213691516 -0.0473494313891279 -0.0400612454708049 -0.0619190148702416 -0.0388657241307104 -0.0256858786013686 0.00386111058718402 2.5 23.2026002088386 72.7389782467253 108.522924452796 0 0 0.256801681437606 0 0.429107142857142 0 0 6.11 59.2474334561976 0 
2010-01-02/05:00:00 0.0437929525170968 0.0465709213691516 -0.0447554327316134 -0.0384549713751401 -0.0573504870742543 -0.0393956242007752 -0.0256965187799532 0.00333781942278209 2.5 23.2007673222618 72.7375634011981 108.522803254066 0 0 0.227248350567701 0 -0.0909821428571427 0 0 6.11 62.5475984398611 0 
2010-01-02/06:00:00 0.0437929525170968 0.0465709213691516 -0.0423592404062515 -0.0369622981959972 -0.0531480980111812 -0.039719184774173 -0.0257060444493372 0.00285839067360085 2.5 23.1991126974808 72.7363408092441 108.52270043173 0 0 0.199501511210186 0 -0.611071428571429 0 0 6.11 65.8477634235246 0 
2010-01-02/07:00:00 0.0437929525170968 0.0465709213691516 -0.0401479894514562 -0.0355765048852773 -0.0492867006150181 -0.0398623805568816 -0.0257145352069638 0.00241967679625197 2.5 23.1976235828304 72.7352967414897 108.5226146766 0 0 0.173478102943352 0 -1.13116071428571 0 0 6.11 69.1479284071881 0 
2010-01-02/08:00:00 0.0437929525170968 0.0465709213691516 -0.0393467995002521 -0.0350806979891976 -0.0478750289960374 -0.039897893431731 -0.0257403147617342 0.0117401497876118 2.5 23.1922390835938 72.734368691689 108.522540004572 0.00400597311775648 0.0455132801012577 0.168443644821358 0.348427781598002 -1.23579559207142 0.256568391941397 222.606638243168 6.11 69.8118766353544 0 
2010-01-02/09:00:00 0.0437929525170968 0.0465709213691516 -0.101048534376439 -0.0741675045062039 -0.15478555666711 -0.0421223095282241 -0.0257845255937273 0.0187394553451474 2.5 23.1830295220567 72.7296481543576 108.522101838958 0.00435133486283015 0.118383896920285 0.207925668426244 0.878421730588197 -0.449639277567478 0.646834904581228 561.213883431348 6.11 64.8234148229779 0 
2010-01-02/10:00:00 0.0438890784054961 0.0465709213691516 -0.155138010806023 -0.108456803228869 -0.248456946293285 -0.0465238239263548 -0.0258564821239956 0.0274898408780398 2.5 23.169129436258 72.7210152964964 108.521288556472 0.00545569761036849 0.178372458803411 0.280860584881155 1.26018470529746 0.829863666164245 0.927950009911516 805.118006162269 6.11 56.704480387329 0 
2010-01-02/11:00:00 0.0458174616509713 0.0496299360340469 -0.212682337567221 -0.144913637164968 -0.348178689059727 -0.0531433044417138 -0.0259586766763991 0.0380030602783504 2.5 23.1498781937764 72.7082284251728 108.520076859216 0.00700279442471564 0.218448253013862 0.372392347220814 1.46770018989251 2.2031039907711 1.08075617806868 937.697343542439 6.11 47.9907464998905 0 
2010-01-02/12:00:00 0.0477491704954688 0.0529326233828366 -0.267308346862824 -0.179926979426607 -0.442004426590609 -0.0620080045931913 -0.0260932292741971 0.0467219174366021 2.5 23.1250005931083 72.6909725642326 108.518436413791 0.00854029649845476 0.229487378904374 0.451725600252562 1.48682634703374 3.2411967635438 1.09483992121694 949.916832827114 6.11 41.4036517209747 0 
2010-01-02/13:00:00 0.0488080610438939 0.0547236184376679 -0.295523151313498 -0.198523914689429 -0.489426991394725 -0.072170813024873 -0.0262520295780371 0.0491266800435901 2.5 23.0962513496 72.6705224149109 108.516489227676 0.00949911670667267 0.205802721702722 0.483022401388235 1.31625976071945 3.61992899639954 0.969241455535224 840.943736015204 6.11 39.000451179478 0 
2010-01-02/14:00:00 0.0488080610438939 0.0547236184376679 -0.281638674128071 -0.190479989176365 -0.463856273338577 -0.0817808662190698 -0.026415395489295 0.0432400018562957 2.5 23.0672816803071 72.649772974461 108.514512642809 0.009469988461787 0.149246486600392 0.450094321910673 0.967624261932338 3.22101655123622 0.71252010889847 618.204389567883 6.11 41.531702868825 0 
2010-01-02/15:00:00 0.0488080610438939 0.0547236184376679 -0.231958745880237 -0.159540644290744 -0.376715689371569 -0.0889455587760344 -0.0265602914406863 0.0300019376652179 2.5 23.0420148724624 72.6319325756044 108.512814136194 0.00846556866037795 0.0690773872515036 0.369943217309016 0.46467878376735 2.16904616945305 0.342171016827886 296.878111851362 6.11 48.2068563726008 0 
2010-01-02/16:00:00 0.0488080610438939 0.0547236184376679 -0.169846293270212 -0.120559428514871 -0.268366079605864 -0.0926693678082116 -0.0266719653244844 0.00454085837661112 2.5 23.0226508980783 72.6190017603493 108.51158554552 0.00709613615050098 0 0.297479880229436 0 1.09602040816327 0 0 6.11 55.0156142940681 0 
2010-01-02/17:00:00 0.0488080610438939 0.0547236184376679 -0.0596438958066046 -0.0509098854756773 -0.0771023573168401 -0.0910569975200783 -0.0267052080550071 0.00443684301187683 2.5 23.0184967520261 72.6148857831202 108.511201316267 0 0 0.288574598561205 0 0.954438775510204 0 0 6.11 55.9140037807306 0 
2010-01-02/18:00:00 0.0488080610438939 0.0547236184376679 -0.0570692811466458 -0.0491671646317684 -0.0728648655259953 -0.0887416848430341 -0.0267222743944165 0.00427674878204794 2.5 23.0156669903901 72.6122076156324 108.510954756296 0 0 0.27981625270311 0 0.812857142857143 0 0 6.11 56.8123932673931 0 
2010-01-02/19:00:00 0.0488080610438939 0.0547236184376679 -0.0559495574006003 -0.0483468129025049 -0.0711467254010589 -0.0865037501431514 -0.0267385371095517 0.00412015240195454 2.5 23.0129503070424 72.6096500478122 108.510719662053 0 0 0.271203014286439 0 0.671275510204081 0 0 6.11 57.7107827540557 0 
2010-01-02/20:00:00 0.0488080610438939 0.0547236184376679 -0.054879011051469 -0.047561751751205 -0.069505521111982 -0.08434937781677 -0.0267542171825798 0.00396717079836909 2.5 23.010327837043 72.6071926417801 108.510494078778 0 0 0.262733073013416 0 0.52969387755102 0 0 6.11 58.6091722407182 0 
2010-01-02/21:00:00 0.0488080610438939 0.0547236184376679 -0.0538380210748789 -0.0467993954918159 -0.0679075686579463 -0.0822747094936136 -0.0267693341445083 0.0038177352979749 2.5 23.0077966429214 72.6048322784424 108.510277710994 0 0 0.254404636517219 0 0.388112244897959 0 0 6.11 59.5075617273808 0 
2010-01-02/22:00:00 0.0488080610438939 0.0547236184376679 -0.0528254403485185 -0.0460588252767159 -0.0663512646171038 -0.0802759744576564 -0.026783904283205 0.00367177595671267 2.5 23.0053540897766 72.6025661655609 108.510070294443 0 0 0.246215930222793 0 0.246530612244898 0 0 6.11 60.4059512140433 0 
2010-01-02/23:00:00 0.0488080610438939 0.0547236184376679 -0.051840403259738 -0.0453393108813884 -0.0648354727487171 -0.0783496111262888 -0.0267979433050449 0.00352922396898997 2.5 23.0029976334139 72.6003916074263 108.509871574023 0 0 0.23816519720845 0 0.104948979591837 0 0 6.11 61.3043407007058 0 
2010-01-03/00:00:00 0.0488080610438939 0.0547236184376679 -0.038800985665299 -0.0364042758361818 -0.0435917821883437 -0.0757288131838619 -0.025011523500778 0.00131462595888519 2.5 23.5083972112016 72.2846882423636 108.352884755081 0 0 0.117443702428 0 -0.0364885496183209 0 0 2.04 80.7209934313428 3 
2010-01-03/01:00:00 0.0488080610438939 0.0547236184376679 -0.0375369060674566 -0.0354729060917113 -0.0416626470256446 -0.0731547841086292 -0.0250212132345409 0.00111889299987102 2.5 23.5065873442159 72.2838522197235 108.352806458228 0 0 0.104619657312278 0 -0.177709923664122 0 0 2.04 82.6484743386695 0 
2010-01-03/02:00:00 0.0488080610438939 0.0547236184376679 -0.0362365474611142 -0.0345230461856018 -0.0396616746300349 -0.0706681995335272 -0.0250302100673282 0.000928281156564735 2.5 23.5048888281159 72.2831354197748 108.35273955866 0 0 0.0920447701308526 0 -0.318931297709924 0 0 2.04 84.5759552459962 0 
2010-01-03/03:00:00 0.0488080610438939 0.0547236184376679 -0.0349721721075431 -0.0336000987456172 -0.0377148171327738 -0.0682648642910136 -0.025038524147365 0.000742685452181897 2.5 23.5032991812802 72.2825352358155 108.352683810685 0 0 0.0797157121222447 0 -0.460152671755725 0 0 2.04 86.5034361533229 0 
2010-01-03/04:00:00 0.0488080610438939 0.0547236184376679 -0.0337437859053101 -0.0327038903618483 -0.03582243885312 -0.0659413148598921 -0.0250461756282693 0.000562011156219046 2.5 23.5018151912605 72.2820482635993 108.352638892077 0 0 0.0676291889010353 0 -0.601374045801527 0 0 2.04 88.4309170606496 0 
2010-01-03/05:00:00 0.0488080610438939 0.0547236184376679 -0.0325504609227287 -0.0318336680148642 -0.033983262226313 -0.0636942782231124 -0.0250531842113424 0.00038616458854488 2.5 23.5004337268052 72.2816711844843 108.352604488695 0 0 0.0557819401824449 0 -0.742595419847328 0 0 2.04 90.3583979679763 0 
2010-01-03/06:00:00 0.0488080610438939 0.0547236184376679 -0.0313912858658612 -0.0309886981464297 -0.032196020681537 -0.061520653827864 -0.0250595690280611 0.000215053068877527 2.5 23.4991517454108 72.2814007737259 108.352580295285 0 0 0.0441707395085211 0 -0.88381679389313 0 0 2.04 92.285878875303 0 
2010-01-03/07:00:00 0.0488080610438939 0.0547236184376679 -0.0302653775877308 -0.0301682733819124 -0.0304594797195043 -0.0594175032065176 -0.025065348659461 4.85849641507724e-05 2.5 23.4979662902915 72.2812338972587 108.35256601517 0 0 0.0327923939759253 0 -1.02503816793893 0 0 2.04 94.2133597826297 0 
2010-01-03/08:00:00 0.0488080610438939 0.0547236184376679 -0.0301141870369322 -0.0299699795078413 -0.030402444264192 -0.0574215064175587 -0.0250745515207693 0.00186471933577337 2.5 23.4959947589379 72.2811303802832 108.352557801834 0.000846155230118769 0.0180335728850224 0.0387040101891357 0.139976510268734 -0.951308509769916 0.100506992759634 89.4294371161353 2.04 93.20704958784 0 
2010-01-03/09:00:00 0.0488080610438939 0.0547236184376679 -0.0526490742986202 -0.0441432502753832 -0.069651412989598 -0.0562970459967574 -0.0250928767324591 0.00768272024756309 2.5 23.492038075281 72.2799051046399 108.352442080452 0.00180300043876041 0.0482494007181534 0.118586712409145 0.361126686565318 -0.0240343472342477 0.259298915241198 230.719827527842 2.04 80.551010399571 0 
2010-01-03/10:00:00 0.0488080610438939 0.0547236184376679 -0.106114001708392 -0.0779654118836902 -0.162380373596829 -0.0573059170326908 -0.0251386212645512 0.0185660360139963 2.5 23.4826491323094 72.2755018656576 108.3520217487 0.00432013382208192 0.0736357611994607 0.274068712775049 0.520424635761385 1.50035073777542 0.373679233737036 332.493517291996 2.04 59.7452140629855 0 
2010-01-03/11:00:00 0.0488080610438939 0.0547236184376679 -0.18181897336997 -0.126015269092923 -0.293365306448779 -0.0615740665330433 -0.0252290472997972 0.0324644494057296 2.5 23.4648540725629 72.2658952592835 108.351102580977 0.00795565848869553 0.0910447149553357 0.479575224362847 0.607014465871531 3.14127099136904 0.435853118564069 387.814797640144 2.04 37.3488701623688 0 
2010-01-03/12:00:00 0.0488080610438939 0.0547236184376679 -0.253574483126604 -0.171768287090583 -0.417097340704303 -0.0692525257164308 -0.0253698913300789 0.0447898366309408 2.5 23.4380081277289 72.250457723708 108.349624246022 0.0116672502932636 0.0961780336617642 0.664838727628433 0.614995223070208 4.38141192674214 0.441583522218539 392.9136147393 2.04 20.422622337088 0 
2010-01-03/13:00:00 0.0488080610438939 0.0547236184376679 -0.290597081164553 -0.195717389871678 -0.480252620602162 -0.0790529150744644 -0.0255479951907986 0.0485448892127615 2.5 23.4049425678057 72.2307851868307 108.347739487751 0.0140218931354506 0.0863014375519414 0.738818203985677 0.543823031943153 4.82980824857168 0.390479927161333 347.442492630348 2.04 14.302618512726 0 
2010-01-03/14:00:00 0.0488080610438939 0.0547236184376679 -0.270547525902015 -0.183608479674476 -0.444330465926679 -0.0883233863450768 -0.0257314860089225 0.0406097652916563 2.5 23.3716986732827 72.2108003348679 108.345824103889 0.0139443989544831 0.0622225017265829 0.659015888671214 0.398348159698067 4.34509908779394 0.286024958942916 254.500213140432 2.04 20.9182435150889 0 
2010-01-03/15:00:00 0.0488080610438939 0.0547236184376679 -0.202527760748525 -0.141034667683724 -0.325446644277775 -0.094386554709177 -0.0258842035523228 0.0235052331883445 2.5 23.344631010882 72.1948186776902 108.34429168326 0.0114767630741659 0.0282107178083801 0.471134605076991 0.18848447846986 3.0800932541046 0.135337051027376 120.42063902241 2.04 38.1838635996401 0 
2010-01-03/16:00:00 0.0488080610438939 0.0547236184376679 -0.12807249167253 -0.0941555324240752 -0.195869288916044 -0.096170752075756 -0.0259872942638155 0.0044458790871771 2.5 23.331032352142 72.1850149583141 108.343350801603 0.00370842886446697 0 0.316496830541309 0 1.86818066157761 0 0 2.04 54.7248326932205 0 
2010-01-03/17:00:00 0.0488080610438939 0.0547236184376679 -0.0588607619699598 -0.0503499619161099 -0.0758730472309285 -0.0940514575294913 -0.0259951687573511 0.004489329870893 2.5 23.3270327264869 72.181614139104 108.343023236902 0 0 0.315670830362111 0 1.86118320610687 0 0 2.04 54.8203385039439 0 
2010-01-03/18:00:00 0.0488080610438939 0.0547236184376679 -0.0575388842439957 -0.0493905910056558 -0.0738265526380153 -0.091585757599578 -0.0260135683750527 0.0044757563420301 2.5 23.3238551778848 72.1791043585047 108.342780959188 0 0 0.314845569718954 0 1.85418575063613 0 0 2.04 54.9158443146673 0 
2010-01-03/19:00:00 0.0488080610438939 0.0547236184376679 -0.0571376731834625 -0.0490197422206799 -0.0733646502572136 -0.0892598294652835 -0.0260315502054832 0.00446207407001711 2.5 23.3207340556308 72.176653016957 108.342544195474 0 0 0.314021048140421 0 1.84718829516539 0 0 2.04 55.0113501253907 0 
2010-01-03/20:00:00 0.0488080610438939 0.0547236184376679 -0.0567681446916796 -0.0486760906854256 -0.0729433961740233 -0.0870713365372376 -0.0260492585685909 0.00444840453741101 2.5 23.3176568589613 72.1742465578883 108.342311648425 0 0 0.313197265155328 0 1.84019083969466 0 0 2.04 55.1068559361141 0 
2010-01-03/21:00:00 0.0488080610438939 0.0547236184376679 -0.0564172938545932 -0.0483509917542942 -0.0725410697098091 -0.0850119899661113 -0.0260667091453364 0.00443474944433213 2.5 23.3146212347714 72.1718824583457 108.342083077795 0 0 0.312374220292725 0 1.83319338422392 0 0 2.04 55.2023617468375 0 
2010-01-03/22:00:00 0.0488080610438939 0.0547236184376679 -0.0560838386041561 -0.0480432235659201 -0.072156268449056 -0.0830739264842563 -0.026083915069223 0.00442110889284931 2.5 23.3116250975013 72.1695584845612 108.341858270966 0 0 0.311551913081895 0 1.82619592875318 0 0 2.04 55.2978675575609 0 
2010-01-03/23:00:00 0.0488080610438939 0.0547236184376679 -0.0557667205668916 -0.0477517306229758 -0.0717879282691373 -0.0812497621866307 -0.0261008886545725 0.00440748295821005 2.5 23.3086664896237 72.1672725403395 108.34163702843 0 0 0.310730343052357 0 1.81919847328244 0 0 2.04 55.3933733682843 0 
2010-01-04/00:00:00 0.0488080610438939 0.0547236184376679 -0.030355219184713 -0.0302213678403717 -0.0306227753723254 -0.0778739540604455 -0.0219564267109616 3.43236433442063e-05 2.5 24.1728959029006 72.2196023508838 108.256455850156 0 0 0.027143208420362 0 1.81224126984127 0 0 3.04 96.1015357571606 5 
2010-01-04/01:00:00 0.0488080610438939 0.0547236184376679 -0.0295683668810763 -0.0295512068587135 -0.029602668143757 -0.0745427072610867 -0.0219662293671557 3.41906159223497e-05 2.5 24.1709900476784 72.2195507001142 108.256452698841 0 0 0.0270380100589624 0 1.80525714285714 0 0 3.04 96.1146995596792 0 
2010-01-04/02:00:00 0.0488080610438939 0.0547236184376679 -0.0291196934624571 -0.0291050389644791 -0.0291489864186935 -0.0714119497594946 -0.0219756111458937 3.40577121136844e-05 2.5 24.1691422618676 72.2195596300165 108.256455351767 0 0 0.0269329094511311 0 1.79827301587302 0 0 3.04 96.1278633621978 0 
2010-01-04/03:00:00 0.0488080610438939 0.0547236184376679 -0.0287023896087052 -0.0286886521387156 -0.0287298495126748 -0.0684715836809954 -0.0219846428904321 3.3924931838348e-05 2.5 24.1673457898481 72.2196218464517 108.256463111928 0 0 0.0268279065337127 0 1.79128888888889 0 0 3.04 96.1410271647165 0 
2010-01-04/04:00:00 0.0488080610438939 0.0547236184376679 -0.0283107051919156 -0.0282978096113342 -0.0283364822385382 -0.0657100311086666 -0.0219933463938492 3.37922750165177e-05 2.5 24.1655975215687 72.2197340165222 108.256475661745 0 0 0.0267230012435833 0 1.78430476190476 0 0 3.04 96.1541909672351 0 
2010-01-04/05:00:00 0.0488080610438939 0.0547236184376679 -0.0279430272359657 -0.0279309219938231 -0.0279672244707563 -0.063116394908529 -0.0220017415043647 3.3659741568411e-05 2.5 24.1638945798655 72.2198930576625 108.256492707514 0 0 0.0266181935176506 0 1.77732063492063 0 0 3.04 96.1673547697538 0 
2010-01-04/06:00:00 0.0488080610438939 0.0547236184376679 -0.0275978922284338 -0.0275865291805655 -0.0276206058870262 -0.0606804444369032 -0.0220098468374431 3.35273314142852e-05 2.5 24.1622342634346 72.220096075808 108.256513973492 0 0 0.0265134832928541 0 1.77033650793651 0 0 3.04 96.1805185722724 0 
2010-01-04/07:00:00 0.0488080610438939 0.0547236184376679 -0.0272739268486951 -0.0272632607967661 -0.0272952472782887 -0.0583925747982897 -0.0220176798608331 3.33950444744374e-05 2.5 24.1606140354975 72.2203403532395 108.256539200734 0 0 0.0264088705061644 0 1.76335238095238 0 0 3.04 96.1936823747911 0 
2010-01-04/08:00:00 0.0488080610438939 0.0547236184376679 -0.0269723058552127 -0.0269623870995856 -0.0269921325101372 -0.0562445992837181 -0.0220282889245496 0.00117198513955573 2.5 24.1584297507522 72.2206231597276 108.256568129007 0.000602041974657982 0.0100927546606261 0.0269862380202463 0.0793596786014708 1.80181760804949 0.0506586440138959 50.702016884273 3.04 96.1211824539718 0 
