Time PLC_Trunk PLC_Leaf Psi_LApo Psi_TApo Psi_LSym Psi_TSym Psi_AllSoil transpiration_mm LAI SWS1 SWS2 SWS3 SoilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH PPT 
2010-03-13/22:00:00 0.075480448809823 0.107002186793753 -0.0780945036793631 -0.069582934532913 -0.0950994268391601 -0.133645540922238 -0.041810946995415 0.00458806268397388 2.5 20.5715263510156 70.4499807227869 107.897582214411 0 0 0.296331388289559 0 5.02146457765668 0 0 2.13 66.0850247300463 0 
2010-03-13/23:00:00 0.075480448809823 0.107002186793753 -0.0765251137524706 -0.0683883563912008 -0.0927812154556163 -0.129691592710446 -0.0418289726495487 0.00438887642704136 2.5 20.5694269309507 70.445751163614 107.897121313735 0 0 0.28614719710527 0 4.85354904632153 0 0 2.13 66.8641200024202 0 
2010-03-14/00:00:00 0.075480448809823 0.107002186793753 -0.0874827239929858 -0.0751522048082871 -0.11211737451307 -0.12667190499573 -0.0418502638204287 0.00673716470955996 2.5 20.5667124856536 70.4408510211149 107.896595996792 0 0 0.419772989948895 0 4.6846992481203 0 0 2.33 50.8125680389184 0 
2010-03-14/01:00:00 0.075480448809823 0.107002186793753 -0.0865881726716207 -0.074447312189204 -0.110843911661864 -0.123891665648664 -0.0418729574902647 0.00656632369806762 2.5 20.5639424429545 70.4358883474601 107.896064512306 0 0 0.411794625964728 0 4.51620984278879 0 0 2.33 51.174446774734 0 
2010-03-14/02:00:00 0.075480448809823 0.107002186793753 -0.0853741648027312 -0.0735467607512904 -0.109003661741504 -0.121228864236501 -0.0418949514017189 0.0063994273528713 2.5 20.5612767637257 70.4310371918351 107.895543540403 0 0 0.403939058194843 0 4.34772043745728 0 0 2.33 51.5363255105496 0 
2010-03-14/03:00:00 0.075480448809823 0.107002186793753 -0.0841902775183328 -0.0726707659271953 -0.10720464843989 -0.118675011482398 -0.0419162106244362 0.00623631601430726 2.5 20.5587161042944 70.4262983755858 107.8950331638 0 0 0.396204715283672 0 4.17923103212577 0 0 2.33 51.8982042463652 0 
2010-03-14/04:00:00 0.075480448809823 0.107002186793753 -0.0830399582926187 -0.0718212147931181 -0.105453436687832 -0.116224523952437 -0.0419367564787082 0.00607691007932737 2.5 20.5562572996706 70.4216685614126 107.894533066637 0 0 0.388590042463633 0 4.01074162679426 0 0 2.33 52.2600829821808 0 
2010-03-14/05:00:00 0.075480448809823 0.107002186793753 -0.0819221215408874 -0.0709971515299855 -0.103748681647075 -0.113872170842241 -0.0419566102341117 0.00592113215868277 2.5 20.5538972528801 70.4171444828672 107.894042939726 0 0 0.381093501415883 0 3.84225222146275 0 0 2.33 52.6219617179964 0 
2010-03-14/06:00:00 0.075480448809823 0.107002186793753 -0.0808356708428517 -0.0701976291296002 -0.1020889883929 -0.111613021168316 -0.0419757924001867 0.00576890624460199 2.5 20.5516329808936 70.4127229944079 107.893562485353 0 0 0.373713570131916 0 3.67376281613124 0 0 2.33 52.983840453812 0 
2010-03-14/07:00:00 0.075480448809823 0.107002186793753 -0.0797795562601521 -0.0694217446041928 -0.100473013400248 -0.109442425257642 -0.041994322751763 0.00562015768926127 2.5 20.549461609949 70.4084010664181 107.893091416801 0 0 0.366448742776009 0 3.50527341079973 0 0 2.33 53.3457191896277 0 
2010-03-14/08:00:00 0.075480448809823 0.107002186793753 -0.0808440043415065 -0.0700037837138775 -0.102501247053569 -0.107431188919161 -0.0420471753870543 0.032858765964304 2.5 20.5408040943326 70.4040931565676 107.89262153977 0.00650537344556321 0.164359587194711 0.385280908052333 0.964766811736759 3.93669177551664 0.765849590379844 616.378796387374 2.33 52.4191260182397 0 
2010-03-14/09:00:00 0.075480448809823 0.107002186793753 -0.246957308006024 -0.175120815167781 -0.390476560534737 -0.111593999040784 -0.0421567459005 0.0465713764410731 2.5 20.5219908231661 70.3893615475463 107.891152526166 0.00709197763428009 0.346643753133047 0.461331337163992 1.93255908435137 5.52265117330499 1.53410084709587 1234.69052611338 2.33 49.0128288638441 0 
2010-03-14/10:00:00 0.075480448809823 0.107002186793753 -0.354840866596652 -0.243748235121913 -0.5767883865995 -0.120435456082456 -0.0423325453313858 0.0672664400763959 2.5 20.4942477069038 70.3662450278683 107.888879375363 0.00833723736081173 0.511415781507499 0.595230179545577 2.65738055996257 7.85955702177159 2.10947742871362 1697.77091330942 2.33 43.9936614420154 0 
2010-03-14/11:00:00 0.075480448809823 0.107002186793753 -0.489191222424747 -0.329382370113954 -0.808466929309471 -0.134498787178091 -0.0425790864503748 0.091169388917478 2.5 20.4558680598291 70.3334195534455 107.885674901008 0.0100816646933063 0.636866230879562 0.772967881126346 3.08983585283158 10.3686859441643 2.4527683720506 1974.06179486462 2.33 38.6045961732091 0 
2010-03-14/12:00:00 0.075480448809823 0.107002186793753 -0.619603159398694 -0.412836567955293 -1.03269385292945 -0.153867080960378 -0.0429050587591858 0.111006984405534 2.5 20.4060795649796 70.2901673833353 107.881469960907 0.011950152917028 0.69434925975177 0.949911917478564 3.20045384941553 12.4286643564228 2.5405789666335 2044.73440379325 2.33 34.1802088820984 0 
2010-03-14/13:00:00 0.075480448809823 0.107002186793753 -0.699552309179846 -0.464636270467321 -1.16888165612343 -0.176638712186297 -0.0432962658640148 0.118685454579324 2.5 20.3476968404454 70.2390458211947 107.876509263973 0.0133660247023751 0.663665208120278 1.05753439110795 2.98169611605211 13.5293486155923 2.36692506555537 1904.97251858885 2.33 31.816177580209 0 
2010-03-14/14:00:00 0.075480448809823 0.107002186793753 -0.695283325302369 -0.46326584143545 -1.15882176546667 -0.19914125861457 -0.0437135614465439 0.110014712197209 2.5 20.2869535932826 70.1857450336894 107.871337866605 0.0137859449710296 0.543353667483181 1.04419483209049 2.44847063075579 13.3981596138657 1.94364089519805 1564.30068076064 2.33 32.0979431310122 0 
2010-03-14/15:00:00 0.075480448809823 0.107002186793753 -0.606878396924949 -0.408545303126429 -1.00312014291057 -0.217304941075742 -0.044105795296674 0.0876628743689779 2.5 20.2312426891145 70.1370283915138 107.866603891752 0.0130302350291967 0.352113898296721 0.916668387317832 1.63711582915274 12.0675856699837 1.29957257226121 1045.93511306981 2.33 34.9557276651426 0 
2010-03-14/16:00:00 0.075480448809823 0.107002186793753 -0.469128266101582 -0.322279192972971 -0.762512148754507 -0.228404879667848 -0.0444309220340334 0.0573181607257382 2.5 20.1860455834352 70.0979226573967 107.862789275281 0.0114066581251677 0.12264842680904 0.73432094170292 0.602924200144997 9.86713695498161 0.478612288579773 385.201572314859 2.33 39.6818147306485 0 
2010-03-14/17:00:00 0.075480448809823 0.107002186793753 -0.342534168410318 -0.242643752739094 -0.542101229796967 -0.232223499032814 -0.0446742193936955 0.0110288386802934 2.5 20.1524713182137 70.0697447107546 107.860020585326 0.0098729659634048 0 0.626109374951169 0 8.33632604237867 0 0 2.33 42.9696648879658 0 
2010-03-14/18:00:00 0.075480448809823 0.107002186793753 -0.129012419131598 -0.107556682591031 -0.171877975958255 -0.226106459814418 -0.0447576503490763 0.0108227875168416 2.5 20.1442003053515 70.0583271218594 107.858857196354 0 0 0.596576003775793 0 7.88075529733424 0 0 2.33 43.948132139167 0 
2010-03-14/19:00:00 0.075480448809823 0.107002186793753 -0.121660961350096 -0.102538519722576 -0.159864921735182 -0.218715390767076 -0.0448029657877689 0.0101303042448011 2.5 20.1386500781677 70.0498629718064 107.85797648233 0 0 0.568196856951371 0 7.42518455228982 0 0 2.33 44.9265993903682 0 
2010-03-14/20:00:00 0.075480448809823 0.107002186793753 -0.117233228708153 -0.0993766458922577 -0.152908180464046 -0.211544113065846 -0.0448450792005836 0.0094771835209519 2.5 20.1335050510082 70.0418346825458 107.85713723954 0 0 0.540934049510598 0 6.96961380724539 0 0 2.33 45.9050666415695 0 
2010-03-14/21:00:00 0.075480448809823 0.107002186793753 -0.113073140469937 -0.0963954140356939 -0.146392902267153 -0.204608900565479 -0.0448845799948501 0.00886205180559218 2.5 20.1287161480208 70.0341892799866 107.856334406216 0 0 0.514750727234528 0 6.51404306220096 0 0 2.33 46.8835338927707 0 
2010-03-14/22:00:00 0.075480448809823 0.107002186793753 -0.10913495674656 -0.0935658115425071 -0.140239928496103 -0.197906331303702 -0.044921603827462 0.00828294191761966 2.5 20.1242648302447 70.0269069768509 107.855566099642 0 0 0.48961104432766 0 6.05847231715653 0 0 2.33 47.862001143972 0 
2010-03-14/23:00:00 0.075480448809823 0.107002186793753 -0.105407632280794 -0.0908806944615668 -0.134430419630439 -0.191432430267653 -0.0449562749579988 0.0077379545879244 2.5 20.1201337683416 70.0199692827304 107.854830560695 0 0 0.465480141442554 0 5.6029015721121 0 0 2.33 48.8404683951732 0 
2010-03-15/00:00:00 0.075480448809823 0.107002186793753 -0.10163649765147 -0.0881743684467677 -0.128531946513605 -0.185096255815991 -0.0449882452335998 0.00727690852945064 2.5 20.1163729322141 70.0134309322236 107.854133047745 0 0 0.43109005299541 0 5.14702127659574 0 0 3.16 51.0923696494929 0 
2010-03-15/01:00:00 0.075480448809823 0.107002186793753 -0.098870332240867 -0.0861179834410472 -0.124347739250583 -0.179062628565482 -0.0450186374556874 0.00679517493881035 2.5 20.1128164304122 70.0071117916068 107.853456310618 0 0 0.409724792502436 0 4.68957446808511 0 0 3.16 52.006362816699 0 
2010-03-15/02:00:00 0.075480448809823 0.107002186793753 -0.0957219218407912 -0.0838314122954511 -0.11947749471548 -0.173250074799135 -0.0450471141390382 0.00634260500392441 2.5 20.1095265868734 70.0010799093764 107.852806879058 0 0 0.389230031275377 0 4.23212765957447 0 0 3.16 52.920355983905 0 
2010-03-15/03:00:00 0.075480448809823 0.107002186793753 -0.0927392569063969 -0.0816601043003278 -0.114873852242181 -0.167649509921432 -0.0450736834432689 0.00591742219252453 2.5 20.1064953568517 69.9953268249059 107.852183952562 0 0 0.369576047615284 0 3.77468085106383 0 0 3.16 53.8343491511111 0 
2010-03-15/04:00:00 0.075480448809823 0.107002186793753 -0.0899208043041318 -0.0796028506857543 -0.110534630663947 -0.162255803529784 -0.0450984434405448 0.00551807887027158 2.5 20.1037091298321 69.9898380104123 107.851586148779 0 0 0.350733961602825 0 3.31723404255319 0 0 3.16 54.7483423183171 0 
2010-03-15/05:00:00 0.075480448809823 0.107002186793753 -0.0872581505673426 -0.0776540958621999 -0.106445706875858 -0.157063779845264 -0.0451214887566901 0.0051431052812354 2.5 20.1011548853363 69.9845995655072 107.851012144971 0 0 0.332675716048372 0 2.85978723404255 0 0 3.16 55.6623354855232 0 
2010-03-15/06:00:00 0.075480448809823 0.107002186793753 -0.0847431700802155 -0.0758084606438092 -0.102593468279667 -0.15206818981662 -0.0451429095096768 0.00479110599192605 2.5 20.0988202465327 69.9795982761574 107.850460683684 0 0 0.315374057756959 0 2.40234042553192 0 0 3.16 56.5763286527292 0 
2010-03-15/07:00:00 0.075480448809823 0.107002186793753 -0.0823681110425149 -0.074060797759408 -0.09896495959082 -0.147263733647549 -0.0451627914689805 0.00446075749078855 2.5 20.0966934536207 69.9748215863818 107.849930570058 0 0 0.298802519105286 0 1.94489361702128 0 0 3.16 57.4903218199353 0 
2010-03-15/08:00:00 0.075480448809823 0.107002186793753 -0.0825463238425873 -0.0739487326763686 -0.0997231069555648 -0.142733728518166 -0.0452119878474672 0.0258293637843602 2.5 20.089287132911 69.9701617934928 107.849411490541 0.00539259346127404 0.111338707064692 0.314301877701751 0.703503092253865 2.37333446627443 0.547513935645435 449.460308939969 3.16 56.6342834751837 0 
2010-03-15/09:00:00 0.075480448809823 0.107002186793753 -0.216230992951878 -0.158402034116963 -0.331765154195799 -0.143340066920559 -0.0453084687911669 0.036482226812716 2.5 20.0737592091508 69.9571946921055 107.848096090309 0.00588894724793315 0.231425266373784 0.377941463760314 1.38395138563564 3.97174176735342 1.07708505937581 884.191163044989 3.16 53.440615218201 0 
2010-03-15/10:00:00 0.075480448809823 0.107002186793753 -0.301187108760353 -0.212316158841582 -0.478738821002261 -0.147799615932556 -0.0454597942063654 0.0524615378500685 2.5 20.0511825601176 69.9376825662721 107.846152946101 0.00694134883003536 0.341166425617791 0.489190630871311 1.89356853183752 6.3034314432204 1.47370377002776 1209.77989534064 3.16 48.7818256231311 0 
2010-03-15/11:00:00 0.075480448809823 0.107002186793753 -0.408184455263384 -0.280390087289981 -0.663499705846974 -0.156550067696238 -0.0456696421570782 0.0722295017379528 2.5 20.0201622281859 69.9105512002734 107.843478877035 0.00840941505612774 0.425778373828568 0.636654364018323 2.19762496452802 8.79814342615627 1.71034115791377 1404.03817178179 3.16 43.7973123111371 0 
2010-03-15/12:00:00 0.075480448809823 0.107002186793753 -0.51752526256671 -0.350207803815161 -0.851802113565443 -0.1698837342668 -0.0459476393583755 0.0900480502966301 2.5 19.9796974254582 69.8748147711567 107.839979121617 0.00998201489845128 0.465483349673113 0.783645547003616 2.27539974029628 10.8457473720364 1.77087077611118 1453.72761185596 3.16 39.7061349745375 0 
2010-03-15/13:00:00 0.075480448809823 0.107002186793753 -0.589011803086629 -0.396319598281051 -0.973983843059363 -0.186455647328208 -0.0462845049107053 0.0983862890221498 2.5 19.9317218387335 69.8321578891494 107.835814813343 0.0111795576503794 0.446054709743912 0.873621155114855 2.1215926367026 11.9454619046232 1.65116763116976 1355.46196233777 3.16 37.5088706151379 0 
2010-03-15/14:00:00 0.075480448809823 0.107002186793753 -0.590270643746829 -0.398119366969226 -0.974161985160438 -0.203257020682091 -0.0466474479376318 0.0927509696678854 2.5 19.8812996755673 69.7871797765772 107.83142648519 0.0115473960699195 0.366185761810199 0.863644470860177 1.74668535367862 11.8283304426377 1.35938929459847 1115.93786485023 3.16 37.7429029745899 0 
2010-03-15/15:00:00 0.075480448809823 0.107002186793753 -0.5196860834273 -0.354387830553488 -0.849928843577415 -0.216796390348676 -0.0469912339067858 0.074930550291082 2.5 19.8347093830409 69.7456383440706 107.82736589189 0.0109301339786227 0.238641671323565 0.758761429816185 1.17622720299885 10.522999763623 0.915419977848131 751.478490804823 3.16 40.3509948868458 0 
2010-03-15/16:00:00 0.075480448809823 0.107002186793753 -0.407354110381025 -0.283985544871279 -0.65382722712441 -0.224694023600026 -0.0472781319610087 0.0472859017544562 2.5 19.7966693123979 69.7118738894999 107.824049138858 0.00957811193691877 0.0859239175913219 0.607675835510686 0.449093964905456 8.34871387724086 0.349515456161306 286.921144245152 3.16 44.6952867405283 0 
2010-03-15/17:00:00 0.075480448809823 0.107002186793753 -0.297017599389825 -0.214488277608376 -0.461899626513885 -0.226340922033583 -0.0474910851862794 0.00920518607236296 2.5 19.7687469278949 69.6877218671778 107.821652429988 0.00833546958671377 0 0.524979616834684 0 6.96073438572409 0 0 3.16 47.468513589785 0 
2010-03-15/18:00:00 0.075480448809823 0.107002186793753 -0.122421578719923 -0.103954298257508 -0.159316618828624 -0.219919850548487 -0.0475640929940823 0.0094769687186802 2.5 19.7619099403563 69.6774177007567 107.820582028503 0 0 0.523826744779679 0 6.94014413177763 0 0 3.16 47.5096535673036 0 
2010-03-15/19:00:00 0.075480448809823 0.107002186793753 -0.119000139682037 -0.101424871716259 -0.154113063769108 -0.212699891952645 -0.0476055357395316 0.00944926906892452 2.5 19.7571459897367 69.6693633022583 107.819726895279 0 0 0.522675958636857 0 6.91955387783116 0 0 3.16 47.5507935448223 0 
2010-03-15/20:00:00 0.075480448809823 0.107002186793753 -0.117876887368209 -0.10036796966675 -0.152857252919559 -0.205898530752151 -0.0476456125132271 0.00942110270773527 2.5 19.7525361651943 69.6614722257419 107.818887125471 0 0 0.521527255250473 0 6.8989636238847 0 0 3.16 47.5919335223409 0 
2010-03-15/21:00:00 0.075480448809823 0.107002186793753 -0.116841712204224 -0.09938801454707 -0.151711755840382 -0.199505396248517 -0.047684770910984 0.00939299778603636 2.5 19.7480483104653 69.6537096469085 107.818059387104 0 0 0.520380631468723 0 6.87837336993823 0 0 3.16 47.6330734998596 0 
2010-03-15/22:00:00 0.075480448809823 0.107002186793753 -0.115861966528011 -0.0984630964618739 -0.150622472315671 -0.193495625511043 -0.0477230656386735 0.00936496159711207 2.5 19.7436754828052 69.6460681506749 107.817242974118 0 0 0.519236084143741 0 6.85778311599176 0 0 3.16 47.6742134773782 0 
2010-03-15/23:00:00 0.075480448809823 0.107002186793753 -0.114933908063719 -0.0975896211433335 -0.149585364370287 -0.187845698450719 -0.0477605432893096 0.00933699455278979 2.5 19.7394114694373 69.6385411085802 107.816437255579 0 0 0.518093610131594 0 6.8371928620453 0 0 3.16 47.7153534548969 0 
2010-03-16/00:00:00 0.075480448809823 0.107002186793753 -0.103513725771983 -0.0900771121389027 -0.130358198094234 -0.181928186065781 -0.0477932077855318 0.00723598296221651 2.5 19.7359047890879 69.6318343601966 107.815709882232 0 0 0.424431413141886 0 6.81669421487603 0 0 2.2 57.107054747417 0 
2010-03-16/01:00:00 0.075480448809823 0.107002186793753 -0.10246544293064 -0.0891263489081617 -0.129115084729316 -0.176296326771537 -0.0478232367195415 0.00720503332158833 2.5 19.7326187616051 69.6253648248845 107.815005003653 0 0 0.423003291286836 0 6.79603305785124 0 0 2.2 57.1905683041188 0 
2010-03-16/02:00:00 0.075480448809823 0.107002186793753 -0.10156604925986 -0.0882870337515335 -0.12809566260098 -0.170998648092721 -0.0478524647332897 0.00717415327788497 2.5 19.7294369230437 69.619005981759 107.814310501365 0 0 0.42157826884841 0 6.77537190082645 0 0 2.2 57.2740818608207 0 
2010-03-16/03:00:00 0.075480448809823 0.107002186793753 -0.100713271923213 -0.0874935756583883 -0.127124373723186 -0.166015374220019 -0.0478809507595844 0.00714336334185021 2.5 19.7263527035171 69.6127508022807 107.813625705721 0 0 0.420156340615706 0 6.75471074380165 0 0 2.2 57.3575954175225 0 
2010-03-16/04:00:00 0.075480448809823 0.107002186793753 -0.099903050525721 -0.08674240419522 -0.126196178826562 -0.161327269734878 -0.0479087336571365 0.00711266396390249 2.5 19.7233609801005 69.6065938253524 107.812950097057 0 0 0.418737501384815 0 6.73404958677686 0 0 2.2 57.4411089742243 0 
2010-03-16/05:00:00 0.075480448809823 0.107002186793753 -0.0991327889633005 -0.0860309349417781 -0.125308458464366 -0.156916277664261 -0.0479358497356044 0.00708205527192448 2.5 19.7204569543842 69.6005299371426 107.812283188795 0 0 0.417321745958815 0 6.71338842975207 0 0 2.2 57.5246225309262 0 
2010-03-16/06:00:00 0.075480448809823 0.107002186793753 -0.0984000672585528 -0.0853567529919015 -0.124458782527578 -0.152765454572393 -0.0479623331250223 0.00705153736649891 2.5 19.7176361188194 69.5945543348232 107.811624523978 0 0 0.415909069147764 0 6.69272727272727 0 0 2.2 57.608136087628 0 
2010-03-16/07:00:00 0.075480448809823 0.107002186793753 -0.0977026147434792 -0.0847175923847142 -0.123644870944026 -0.148858901083784 -0.0479882159102591 0.007021110326312 2.5 19.71489423862 69.5886625072042 107.810973673429 0 0 0.414499465768691 0 6.67206611570248 0 0 2.2 57.6916496443298 0 
2010-03-16/08:00:00 0.075480448809823 0.107002186793753 -0.0996593391772216 -0.0857829585286852 -0.127382404417793 -0.145273697455931 -0.0480521063454417 0.0411145308027249 2.5 19.7057098445423 69.5827470549732 107.810320347669 0.00642820782237042 0.196076186564514 0.443703634838198 1.038945725762 7.09121969962137 0.827118816261973 663.770880347945 2.2 55.9974073250164 0 
2010-03-16/09:00:00 0.075480448809823 0.107002186793753 -0.304681164673747 -0.215469440525506 -0.48291369609114 -0.149397380048599 -0.0481927406606866 0.0577809179228204 2.5 19.683950684054 69.5639888950822 107.80843598878 0.00721303304149885 0.396535325740481 0.546869338657027 2.02082754325188 8.4411689341524 1.60880827939128 1291.08426374426 2.2 50.5408367269947 0 
2010-03-16/10:00:00 0.075480448809823 0.107002186793753 -0.436307243474884 -0.299162532153508 -0.710303170609853 -0.159380349505803 -0.0484232211788128 0.0825878414275199 2.5 19.6511386443389 69.534906139755 107.805561432723 0.00880559453665648 0.570297375849086 0.723726825301959 2.75676712628238 10.3983797706893 2.19469978619744 1761.26788623597 2.2 42.6296806393459 0 
2010-03-16/11:00:00 0.075480448809823 0.107002186793753 -0.593388816138896 -0.399286606972576 -0.981177847480971 -0.17563189644165 -0.0487471902556715 0.11003990759871 2.5 19.6056058373611 69.4943171256847 107.801583063355 0.0109934005528575 0.696521348353501 0.953713034327998 3.19661140846764 12.4891100732079 2.54486579872311 2042.27951096544 2.2 34.1788313738334 0 
2010-03-16/12:00:00 0.075480448809823 0.107002186793753 -0.741292859636899 -0.493973862573162 -1.23540158051138 -0.198005078065486 -0.0491730989524087 0.132385630640504 2.5 19.5468510669716 69.4417926222848 107.796459315318 0.0133036698243786 0.750257131718856 1.17944256700296 3.31038572885377 14.2072993698999 2.63544308189136 2114.96866010102 2.2 27.2338137699511 0 
2010-03-16/13:00:00 0.075480448809823 0.107002186793753 -0.831731294067838 -0.552616123670953 -1.38936431632088 -0.224244492408831 -0.0496820687006614 0.141284345800369 2.5 19.4782524693016 69.3803698927957 107.790480833793 0.0150429017978337 0.71460921900632 1.31710533703935 3.09033655552741 15.1370605972393 2.46025894354031 1974.38168825362 2.2 23.4756666881885 0 
2010-03-16/14:00:00 0.075480448809823 0.107002186793753 -0.829531407022147 -0.552777489223903 -1.38244697712681 -0.250249482214464 -0.0502260327510642 0.132164261321796 2.5 19.4068111045063 69.3163394852326 107.784250172719 0.0155732758597478 0.588951883283052 1.30423562417852 2.5514598760023 15.0533454049871 2.0312518931931 1630.09936522369 2.2 23.8140481954086 0 
2010-03-16/15:00:00 0.075480448809823 0.107002186793753 -0.733271563500643 -0.493298885334022 -1.21270336767865 -0.271459937670907 -0.0507418464112701 0.10735526296338 2.5 19.3408447299706 69.2572013088796 107.778486028476 0.0146806133844348 0.390188616556467 1.14700733828213 1.73047924545227 13.9764170234784 1.37765805236324 1105.58396237228 2.2 28.1670531769304 0 
2010-03-16/16:00:00 0.075480448809823 0.107002186793753 -0.577259930505232 -0.395650011140782 -0.940091115872261 -0.284654106080199 -0.0511751860261112 0.0732656566506743 2.5 19.2868007265627 69.2088095383351 107.773749651875 0.0127127765704162 0.147753453451359 0.915238656480891 0.683343137114639 12.1669455564534 0.544018761188378 436.58033760102 2.2 35.4810384382786 0 
2010-03-16/17:00:00 0.075480448809823 0.107002186793753 -0.430345327701653 -0.303265443229427 -0.684233140009229 -0.289440888581347 -0.0515048510363401 0.0143943200260707 2.5 19.2462179861156 69.1728799823963 107.770205895309 0.0107678936117904 0 0.76458124135164 0 10.8016115702479 0 0 2.2 40.9997950663353 0 
2010-03-16/18:00:00 0.075480448809823 0.107002186793753 -0.162517897591824 -0.133824823812444 -0.219842640668026 -0.281761123572328 -0.0516223509977658 0.0144491064970525 2.5 19.2357146761434 69.1579224683575 107.768670787436 0 0 0.728699050303605 0 10.448305785124 0 0 2.2 42.4278768859366 0 
2010-03-16/19:00:00 0.075480448809823 0.107002186793753 -0.153305450755931 -0.127538363230651 -0.204784483101465 -0.272490979025824 -0.0516869257412693 0.0135744091056803 2.5 19.2286147864047 69.1466578171606 107.767489090997 0 0 0.694026774670934 0 10.095 0 0 2.2 43.8559587055379 0 
2010-03-16/20:00:00 0.075480448809823 0.107002186793753 -0.147683449731143 -0.123531673868259 -0.195935315590454 -0.263497246794746 -0.0517470352075669 0.0127401877905489 2.5 19.2220275623898 69.1359433817714 107.76635971697 0 0 0.660531909839249 0 9.74169421487603 0 0 2.2 45.2840405251391 0 
2010-03-16/21:00:00 0.075480448809823 0.107002186793753 -0.142354844055411 -0.119724620116251 -0.187566862255382 -0.254797596647198 -0.0518034641957594 0.0119460014557054 2.5 19.2158949490849 69.1257166232619 107.76527669128 0 0 0.628182656055569 0 9.38838842975207 0 0 2.2 46.7121223447404 0 
2010-03-16/22:00:00 0.075480448809823 0.107002186793753 -0.137267846785699 -0.116084223878587 -0.179589758711478 -0.246385649874817 -0.0518563754355044 0.0111903539258984 2.5 19.2101964402046 69.1159558069778 107.764237948676 0 0 0.596947906462876 0 9.0350826446281 0 0 2.2 48.1402041643417 0 
2010-03-16/23:00:00 0.075480448809823 0.107002186793753 -0.132413203007591 -0.112604335952295 -0.171988545267796 -0.238254722499339 -0.0519059189788986 0.0104717581335832 2.5 19.2049127076594 69.106640455771 107.763241543647 0 0 0.566797235279424 0 8.68177685950413 0 0 2.2 49.5682859839429 0 
2010-03-17/00:00:00 0.075480448809823 0.107002186793753 -0.0997299253697484 -0.0914761361129956 -0.116219840406078 -0.228685869781578 -0.0519402787479403 0.00438261584181846 2.5 19.2018278976599 69.0997127019784 107.762473624504 0 0 0.272147507028577 0 8.32650310988252 0 0 1.67 75.1943873748126 0 
2010-03-17/01:00:00 0.075480448809823 0.107002186793753 -0.0951566617068358 -0.0881046329093521 -0.109245627642932 -0.219385228164015 -0.0519668779655745 0.00365147047694175 2.5 19.1993556061225 69.0934491065633 107.761769109687 0 0 0.23611299629555 0 7.97197650310988 0 0 1.67 77.9533143373568 0 
2010-03-17/02:00:00 0.075480448809823 0.107002186793753 -0.090360076621215 -0.0846089025510353 -0.101850116989127 -0.210420268953473 -0.051990172586046 0.00296514490854924 2.5 19.1972910179099 69.0876274632505 107.761106724112 0 0 0.201627692297933 0 7.61744989633725 0 0 1.67 80.712241299901 0 
2010-03-17/03:00:00 0.075480448809823 0.107002186793753 -0.0858236903174127 -0.0812936254615271 -0.0948741254843301 -0.201780115377579 -0.0520102463291163 0.00232146617565029 2.5 19.1956176309774 69.0822303447143 107.760484813815 0 0 0.168644401481955 0 7.26292328956462 0 0 1.67 83.4711682624452 0 
2010-03-17/04:00:00 0.075480448809823 0.107002186793753 -0.0815428098114334 -0.0781555032912858 -0.0883101738601427 -0.193457414744629 -0.0520272698395672 0.00171847575252512 2.5 19.1943142698569 69.077235214375 107.759901234463 0 0 0.137117046499117 0 6.90839668279198 0 0 1.67 86.2300952249894 0 
2010-03-17/05:00:00 0.075480448809823 0.107002186793753 -0.0775065598502269 -0.0751873314757731 -0.082140053341924 -0.185444778947701 -0.0520414084626225 0.00115427187694191 2.5 19.1933605574898 69.0726203771748 107.759353921552 0 0 0.107000645832057 0 6.55387007601935 0 0 1.67 88.9890221875335 0 
2010-03-17/06:00:00 0.075480448809823 0.107002186793753 -0.0737042649760095 -0.0723820261997559 -0.076345912873062 -0.177734756817668 -0.052052821107918 0.000627010225161116 2.5 19.1927369670477 69.0683650369249 107.758840895933 0 0 0.0782512936858513 0 6.19934346924672 0 0 1.67 91.7479491500777 0 
2010-03-17/07:00:00 0.075480448809823 0.107002186793753 -0.0701255464464449 -0.0697326865754181 -0.0709104254449412 -0.170319852396557 -0.0520616603350053 0.00013490555681222 2.5 19.1924248010375 69.0644492745775 107.758360261763 0 0 0.050826140142917 0 5.84481686247408 0 0 1.67 94.5068761126219 0 
2010-03-17/08:00:00 0.075480448809823 0.107002186793753 -0.0705883199071301 -0.0696590248902634 -0.0724449212118754 -0.163338606211583 -0.0520750341991587 0.0128931245510983 2.5 19.1912986287702 69.0607038483629 107.757895812315 0.000970371714888885 0.190522195322543 0.0806715102255167 1.03737372075687 6.22983801905222 0.824836953300993 662.766543816891 1.67 91.5106404853348 0 
2010-03-17/09:00:00 0.075480448809823 0.107002186793753 -0.164109460993466 -0.128539248851234 -0.235173763553108 -0.160080378187628 -0.0521259653812916 0.028711242309517 2.5 19.1842598009624 69.0515555304944 107.75691342696 0.00191922512929042 0.378326261591213 0.189059541626576 1.98406681852996 7.48422557836391 1.57757189814662 1267.59824517192 1.67 81.7489932838189 0 
