Time K_SoilToStem1 K_SoilToStem2 K_SoilToStem3 K_RSApo1 K_RSApo2 K_RSApo3 K_SLApo K_LSym K_SSym K_Plant C_LSym C_SSym C_LApo C_SApo PLC_Stem PLC_Leaf F_L_Cav F_S_Cav Delta_Q_LApo_mmol_diag Psi_LApo Psi_SApo Psi_LSym Psi_SSym Psi_SApo_cav Psi_LApo_cav Psi_AllSoil Q_LApo_L Q_SApo_L Q_LSym_L Q_SSym_L gmin_S gmin gs_bound gs_lim gcanopy_bound gcanopy_lim gBL gCrown regulFact Eprime Emin Emin_S Elim Ebound transpiration_mm Emin_mm Emin_S_mm fluxSoilToStem1_mm fluxSoilToStem2_mm fluxSoilToStem3_mm leafTemperature leafVPD LAI LAIpheno canopyStorageCapacity pptSoil interceptedWaterAmount evaporationIntercepted ETPr LAIdead DFMC LFMCSymp LFMCApo LFMC FMCCanopy PsiSoil1 PsiSoil2 PsiSoil3 REW1 REW2 REW3 SWS1 SWS2 SWS3 kSoil1 kSoil2 kSoil3 Drainage_mm soilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH PPT 
1990-01-01/10:00:00 0.982159620914535 0.359458951729954 0.207500562718073 0.982159672812173 0.359458972816615 0.207500574737265 3.09786045458689 1.55 0.26 0.619773437031283 367.435461391188 5302.19275139087 1e-05 2e-05 0.0568244925127442 0.0690175939712805 0 0 0 -0.492310513928516 -0.327466424120292 -0.8218737711388 -0.108221378304922 -0.327466424120292 -0.492310513928516 -0.0363007014267671 0.491060847543225 15.950930810995 0.567610221749883 8.43664169871244 1 4.09165701576156 224.860416977424 224.860416977424 36.7209872897542 36.7209872897542 1776.33240132583 45 1 0 0.0563522147927998 0.00789655455542887 0.552888194712663 0.552888194712663 0.239942851626875 0.0219097411114406 0.00307018041115075 0.0949114553772825 0.0350527174551052 0.0202232102589539 25.4163878090252 1.52499484501042 6 6 9 0 0 0 0.674301925539584 0 32.9269338212557 94.507196428552 99.9309824060287 96.9479001184165 96.9479001184165 -0.0376614555881959 -0.0346226422266059 -0.0348131496667081 0.982728189761737 0.985344496655503 0.985186348159369 91.3740544718472 91.5294631013369 47.1467022536767 18509097.3661311 6117434.52478344 3575679.44911863 0 0.0109223363928538 0.757954863194117 1.02268414979484 2.83406150661596 22.5 2.284517032091 1810.65040700464 1 62.5000007166667 0 
1990-01-01/11:00:00 0.982058655372862 0.359421999922182 0.207479231975772 0.982058709054596 0.359422021260168 0.207479244154973 3.09723370087457 1.55 0.26 0.61972285733105 363.388673051543 5294.47819289775 1e-05 2e-05 0.0670984213072651 0.0892354556590496 0 0 0 -0.710208248769807 -0.468395136179528 -1.19357330220308 -0.164009652512835 -0.468395136179528 -0.710208248769807 -0.03845894505563 0.490961496970891 15.9492910919594 0.552940670760631 8.40471849242493 1 4.13444757182685 218.613636050235 218.613636050235 36.5504289954096 36.5504289954096 1776.33240132583 45 1 0 0.0785830592132824 0.0124943090143704 0.760155201703861 0.760155201703861 0.330959223189373 0.0305530934221242 0.00485778734478721 0.144050338054856 0.0532559491500352 0.0307232306677727 27.9355601095437 2.11335623745956 6 6 9 0 0 0 0.819315259776148 0 24.2135723298885 92.0647137463588 99.9107645443409 95.5954366054508 95.5954366054508 -0.0405939715884216 -0.0356903801803386 -0.0360011689793885 0.980016968450281 0.984447931854997 0.984182321013363 91.2130079259467 91.4762071521868 47.1159790230089 17860227.2502049 6039679.18505627 3525096.5784154 0 0.0169962078456097 0.880675656358179 1.61814012705714 3.16098487477332 25.3701257427382 2.54804765801444 2019.51811443851 1 50.0627890563743 0 
1990-01-01/12:00:00 0.981937126556621 0.359377522338352 0.207453556913526 0.981937182670611 0.359377544022538 0.207453569312867 3.09641431253213 1.55 0.26 0.619659364295863 359.139278389001 5284.36835614431 1e-05 2e-05 0.0794647738054085 0.11566733767308 0 0 0 -0.930296754525033 -0.611850275715495 -1.56668905687512 -0.236533356050488 -0.611850275715495 -0.930296754525033 -0.0412735492688131 0.490831610702675 15.9473174221007 0.538382357765292 8.36328870736935 1 4.16637920546815 208.73658757969 208.73658757969 36.2635399055737 36.2635399055737 1776.33240132583 45 1 0 0.0998953870803555 0.0174629591881676 0.952015160505796 0.952015160505796 0.415772419433855 0.0388393264968422 0.00678959853235955 0.196757104549387 0.0728364716993996 0.0420153626914071 29.7741202963808 2.66631009215124 6 6 9 0 0 0 0.91038917257211 0 17.8728803314663 89.6407522086733 99.8843326623269 94.2503634128174 94.2503634128174 -0.0443287835081841 -0.037105455838048 -0.0375706217495461 0.976306474817931 0.983221728627735 0.982809269945017 90.9926046041851 91.4033706804874 47.0739636603175 17056981.1107735 5937647.1981806 3459008.65179 0 0.0236462172121779 0.940102688786041 2.26163087266648 3.27249234748937 27.8033008588991 2.63793304689204 2090.75899978487 1 39.519030127757 0 
1990-01-01/13:00:00 0.981824046996121 0.359336137210024 0.207429666991364 0.981824106121671 0.359336159325878 0.207429679664835 3.09560366612665 1.55 0.26 0.619598343068043 355.714254477612 5272.57036905169 1e-05 2e-05 0.0909712830719619 0.141817221721123 0 0 0 -1.10324811128144 -0.726549616929246 -1.85581132080922 -0.320342773724272 -0.726549616929246 -1.10324811128144 -0.044569965937405 0.490703110172462 15.9454809832217 0.527221329999836 8.31551098619148 1 4.18302372376096 202.271098753759 202.271098753759 36.0632752467662 36.0632752467662 1776.33240132583 45 1 0 0.114087321319134 0.0214242686114485 1.07733222584058 1.07733222584058 0.471553675571826 0.0443571505288792 0.00832975563613117 0.243055764441426 0.0901245492903798 0.0519817367817346 30.6916024844476 3.02445580650883 6 6 9 0 0 0 0.932610917883823 0 14.3903517264323 87.7824392274119 99.8581827782789 93.216523825302 93.216523825302 -0.0486026870563056 -0.038791899255734 -0.0394345066674844 0.971718864293592 0.981704480323183 0.981110520376986 90.7201005390394 91.3132461311971 47.0219819235358 16169954.9165011 5817574.15284678 3381618.42277053 0 0.0294483007043276 0.925119146981605 2.77466074299608 3.16098487477332 29.4290964938346 2.54804765801444 2019.51811443851 1 32.473915648284 0 
1990-01-01/14:00:00 0.981766719849319 0.359315156897201 0.207417555909767 0.981766782364653 0.359315179500106 0.207417568892161 3.0952030804607 1.55 0.26 0.619567819609956 354.303299329833 5260.57702051894 1e-05 2e-05 0.0968044672954764 0.154739339977554 0 0 0 -1.1772586022265 -0.779267958919407 -1.97212110443968 -0.404650052182405 -0.779267958919407 -1.1772586022265 -0.0480528306076478 0.49063961088335 15.9445500070196 0.522761882617304 8.26755775701142 1 4.18140402251356 202.929429881964 202.929429881964 36.0841464325922 36.0841464325922 1776.33240132583 45 1 0 0.115322769501721 0.0229503271663326 1.09001421779729 1.09001421779729 0.477558107864126 0.0448374927822693 0.0089230872022701 0.270464579766777 0.100521425608772 0.0579688018737836 30.5530333101692 3.0469426895572 6 6 9 0 0 0 0.879858905528174 0 13.3257118810118 87.0399404957217 99.8452606600224 92.802334569657 92.802334569657 -0.0530178132868634 -0.0405989628709741 -0.0414248950887585 0.966613541299295 0.980012200430779 0.979216115086993 90.4168443531781 91.2127247055883 46.964013121662 15289926.9024635 5690768.27966453 3300299.96132663 0 0.0327916060944646 0.834598664074744 2.97230085106901 2.83406150661597 30 2.284517032091 1810.65040700464 1 30.0000004333333 0 
1990-01-01/15:00:00 0.981766716402668 0.359315156403648 0.207417555596967 0.981766782364653 0.359315179500106 0.207417568892161 3.0952030804607 1.55 0.26 0.619567819609956 355.532568508285 5250.37998563819 1e-05 2e-05 0.0968044672954764 0.154739339977554 0 0 0 -1.12506413364443 -0.751579699205517 -1.87087714775565 -0.475639959286261 -0.779267958919407 -1.1772586022265 -0.0513754761138188 0.49063961088335 15.9445500070196 0.526642691792665 8.22726441892771 1 4.16118898069207 210.562549828885 210.562549828885 36.3182550126858 36.3182550126858 1776.33240132583 45 1 0 0.102183343612984 0.0214242686114485 0.976399983654069 0.976399983654069 0.427682953277562 0.0397288839967283 0.00832975563613117 0.269473299886563 0.100511376555036 0.0579485447540324 29.372014520838 2.70587908718002 6 6 9 0 0 0 0.755916441360029 0 14.3903517264323 87.6860958695746 99.8452606600224 93.1577200252761 93.1577200252761 -0.057139818124061 -0.0423375814174069 -0.0433340929818335 0.961527806924725 0.978320089714364 0.977322371794378 90.1147517313286 91.1122133290333 46.906064576908 14501701.095885 5570589.71340485 3223593.14645924 0 0.0326193219629471 0.677234218645314 2.77466074299608 2.31400153029082 29.4290964938346 1.86530034577345 1478.38986657469 1 32.473915648284 0 
1990-01-01/16:00:00 0.98176671326333 0.359315155957782 0.207417555314414 0.981766782364653 0.359315179500106 0.207417568892161 3.0952030804607 1.55 0.26 0.619567819609956 358.977791283403 5243.7692801771 1e-05 2e-05 0.0968044672954764 0.154739339977554 0 0 0 -0.961692020468402 -0.65178587138213 -1.58054522496393 -0.521329881847548 -0.779267958919407 -1.1772586022265 -0.0542371119740921 0.49063961088335 15.9445500070196 0.537845038787597 8.20137265266268 1 4.12475745216814 220.421549423484 220.421549423484 36.6006201563896 36.6006201563896 1776.33240132583 45 1 0 0.0789309219767004 0.0174629591881676 0.766210170723827 0.766210170723827 0.335380455374325 0.0306883424645411 0.00678959853235955 0.239354475879794 0.089797249303284 0.0517508275295088 27.2948068221074 2.11023891890616 6 6 9 0 0 0 0.573642781519167 0 17.8728803314663 89.5512885094234 99.8452606600224 94.183575977193 94.183575977193 -0.0605973591412654 -0.0438398162438968 -0.0449794994904991 0.957035960077572 0.976808351510605 0.975631168280341 89.8479360286078 91.02241607973 46.8543137493784 13865330.5666387 5468199.86097969 3158507.71047621 0 0.027461226841069 0.470051344393021 2.26163087266648 1.63624617374468 27.8033008588991 1.31896652344602 1045.37949989244 1 39.519030127757 0 
1990-01-01/17:00:00 0.981766710723325 0.359315155596283 0.207417555085365 0.981766782364653 0.359315179500106 0.207417568892161 3.0952030804607 1.55 0.26 0.619567819609956 363.443207260316 5241.59247912866 1e-05 2e-05 0.0968044672954764 0.154739339977554 0 0 0 -0.737739030031991 -0.511921914456467 -1.1886744050695 -0.536318291559966 -0.779267958919407 -1.1772586022265 -0.0564532972995396 0.49063961088335 15.9445500070196 0.553132947191269 8.19288607162272 1 4.06592036037723 216.134898059768 216.134898059768 36.48047999664 36.48047999664 1776.33240132583 45 1 0 0.0485226422303147 0.0124943090143704 0.475690301661322 0.475690301661322 0.208671779929856 0.0188656032991464 0.00485778734478721 0.189635064270698 0.0718434278146029 0.0413764314503622 23.9711406547532 1.33197779074566 6 6 9 0 0 0 0.353013837653972 0 24.2135723298885 92.0967278040741 99.8452606600224 95.5835675892509 95.5835675892509 -0.063174244105341 -0.0450104231764653 -0.0462588535443455 0.953560278716916 0.975598866193861 0.974278997317911 89.6414805557848 90.9505726519154 46.8129373179281 13405680.6299703 5389348.54653918 3108558.9087567 0 0.0168204085522758 0.235976330914923 1.61814012705714 0.846983344482505 25.3701257427382 0.682747312240982 541.128247863823 1 50.0627890563743 0 
1990-01-01/18:00:00 0.981766709010114 0.359315155343423 0.207417554925272 0.981766782364653 0.359315179500106 0.207417568892161 3.0952030804607 1.55 0.26 0.619567819609956 368.369206754513 5244.03517300799 1e-05 2e-05 0.0968044672954764 0.154739339977554 0 0 0 -0.475204610301873 -0.345779943750188 -0.733653401382394 -0.519497158510621 -0.779267958919407 -1.1772586022265 -0.057912801316435 0.49063961088335 15.9445500070196 0.571115529632174 8.2024105998383 1 4.01067404419555 18.7641931465851 18.7641931465851 13.1443746797172 13.1443746797172 1776.33240132583 45 1 0 0.0259525717872599 0.00789655455542887 0.0928283259211861 0.0928283259211861 0.0492521934401945 0.0100903599108866 0.00307018041115075 0.126335989022262 0.0488402949683924 0.0280902074157016 21.6718013992277 0.874074918865892 6 6 9 0 0 0 0.117988165457462 0 32.9269338212557 95.0908307745877 99.8452606600224 97.2303242230333 97.2303242230333 -0.0647815070667544 -0.0457915507524483 -0.0471105464953065 0.951339109125487 0.974776639005841 0.973361016683411 89.509543082054 90.901732356947 46.7848471105124 13125277.7170103 5337189.357693 3075626.53033437 0 0.00560148470858298 0 1.02268414979484 0 22.5 0 0 1 62.5000007166667 0 
1990-01-01/19:00:00 0.98176670832971 0.359315155209613 0.207417554840805 0.981766782364653 0.359315179500106 0.207417568892161 3.0952030804607 1.55 0.26 0.619567819609956 372.521158861835 5250.35875689158 1e-05 2e-05 0.0968044672954764 0.154739339977554 0 0 0 -0.239890923607156 -0.195126049472046 -0.329282134065987 -0.475787097846767 -0.779267958919407 -1.1772586022265 -0.0585239645647842 0.49063961088335 15.9445500070196 0.587294405758374 8.22718098549424 1 4.01800011265143 18.9871663316022 18.9871663316022 13.253400620778 13.253400620778 1776.33240132583 45 1 0 0.0283886234425147 0.00705269936162648 0.102212895187777 0.102212895187777 0.0535199599552576 0.0110374967944497 0.00274208951180038 0.0594576253208841 0.0244352344990671 0.0139978358235984 21.0738078675964 0.781268652742802 6 6 9 0 0 0 0 0 34.919041325392 97.7846163433856 99.8452606600224 98.7119062858722 98.7119062858722 -0.0654965295418279 -0.0461781268835804 -0.0475301469354447 0.95033813900224 0.974365271421682 0.972903571068261 89.4500854567331 90.8772971224479 46.7708492746888 13002081.2946161 5311511.59483888 3059495.92787548 0 0 0 0.913396317314727 0 21.875 0 0 1 65.2083340736111 0 
