DATE;Tair_min;Tair_max;Tair_mean;RG_sum;PPT_sum;RHair_min;RHair_mean;RHair_max;WS_mean
16/11/2004;3.207;10.15;6.6785;8.937;0;48.2;57.6;67;8.1
17/11/2004;-0.921;14.54;6.8095;8.654;0;49.9;67.7;85.5;4.5
18/11/2004;2.06225129;13;7.531125645;8.463;0;46.5;67.6;88.7;3.6
19/11/2004;4.872;13.08;8.976;3.136;0.202;50.7;65.5;80.3;6.3
20/11/2004;1.998;10.37;6.184;8.458;0;44.2;53.4;62.6;3.8
21/11/2004;-0.843;13.94;6.5485;8.128;0;56.3;71.9;87.5;1.2
22/11/2004;2.40837799;13.96;8.184188995;6.617;0;68.6;87.5;100;1.6
23/11/2004;3.507;16.27;9.8885;8.069;0.202;46.2;61.4;76.6;5.6
24/11/2004;-0.282;14.71;7.214;7.939;0;48.1;70.7;93.3;2
25/11/2004;1.554;8.58532789;5.069663945;2.074;0.202;74.8;84.6;94.4;0.4
26/11/2004;7.26;14.33;10.795;6.645;0;60.8;81.2;100;1
27/11/2004;2.787;15.92;9.3535;7.565;0;47.5;69.4;91.3;1.5
28/11/2004;0.955;9.43234489;5.193672445;3.211;0;77.5;90.1;100;1.7
29/11/2004;4.067;9.92382389;6.995411945;5.787;3.838;55.2;70.2;85.2;4.2
30/11/2004;3.202;7.14;5.171;2.218;0;68.6;78.8;89;2.4
01/12/2004;3.013;7.16;5.0865;1.056;11.514;96.1;99;100;4.4
02/12/2004;5.422;13.35;9.386;6.751;9.696;62.2;86.4;100;3.7
03/12/2004;1.503;13.59;7.5465;7.188;0.202;54.9;74.2;93.5;3.5
04/12/2004;1.763;12.94;7.3515;5.717;0;58.7;82.1;100;2.1
05/12/2004;1.033;10.08;5.5565;6.978;0.202;60.6;78.4;96.2;3.5
06/12/2004;-2.988;10.52;3.766;7.019;0;52.9;75.9;98.9;2.7
07/12/2004;1.225;7.66511189;4.445055945;0.916;22.018;83.4;94.3;100;1.9
08/12/2004;5.328;11.72242789;8.525213945;2.235;15.554;94.8;98.9;100;1.4
09/12/2004;5.232;13.04000989;9.136004945;3.762;2.424;88.5;95.6;100;1.5
10/12/2004;4.68486689;16.46;10.57243345;6.196;0;51.1;84.5;100;1.2
11/12/2004;0.744;14.94;7.842;7.007;0;37.6;77.3;100;0.6
12/12/2004;-1.235;12.18;5.4725;5.667;0.202;47.2;69.5;91.8;0.9
13/12/2004;-0.697;12.93;6.1165;6.77;0.202;42;68;94;0.9
14/12/2004;-0.091;13.46;6.6845;6.301;0;66.9;77.3;87.7;0.9
15/12/2004;4.695;7.64;6.1675;0.797;8.484;71.8;93.7;100;0.8
16/12/2004;5.168;9.59965689;7.383828445;1.554;0.202;75.4;98.3;100;1.7
17/12/2004;6.802;12.06;9.431;1.768;0.808;57;67.2;77.4;8.3
18/12/2004;1.488;8.94;5.214;6.102;1.212;46.2;60.3;74.4;5.6
19/12/2004;4.414;12.96;8.687;3.522;2.02;64.1;77.6;91.1;6.1
20/12/2004;0.594;10.24;5.417;4.98;0;54.1;64.2;74.3;6.3
21/12/2004;-4.603;7.02;1.2085;6.717;0;35;53.2;71.4;4.6
22/12/2004;-7.67;7.64;-0.015;7.163;0;44;62.9;81.8;5.5
23/12/2004;4.922;11.5;8.211;7.035;0.404;61.5;68.3;75.1;5.9
24/12/2004;2.84338919;11.78;7.311694595;6.424;0;62.6;72.4;82.2;4.1
25/12/2004;0.89;6.30361049;3.596805245;1.431;0.808;65.4;81.6;97.8;1.8
26/12/2004;3.249;5.135;4.192;4.753;0.202;55.1;62.7;70.3;7.9
27/12/2004;1.392;5.785;3.5885;5.304;0.808;40.1;52.8;65.5;9.1
28/12/2004;1.285;5.34;3.3125;1.268;1.414;53.9;65.9;77.9;6.4
29/12/2004;3.449;8.05;5.7495;7.154;0;37.6;47.9;58.2;9.1
30/12/2004;3.752;9.31;6.531;7.609;0;33.7;47.1;60.5;7.2
31/12/2004;5.68;11.09;8.385;7.298;0;56.1;63.4;70.7;6.7
01/01/2005;8.89;14.07;11.48;7.212;0;54.9;65.3;75.7;6.3
02/01/2005;6.166;12.7;9.433;6.964;0;48.7;62.5;76.3;6.4
03/01/2005;1.6147258;10.32;5.9673629;7.396;0;40.6;51.2;61.8;6.2
04/01/2005;-5.019;10.36;2.6705;7.422;0;42.7;61.9;81.1;1.3
05/01/2005;-3.962;12.75;4.394;7.391;0;31.7;55.5;79.3;4.4
06/01/2005;7.75;13.26;10.505;7.599;0;51.4;61.6;71.8;3.8
07/01/2005;1.408;14;7.704;7.356;0;48.6;73.8;99;1.5
08/01/2005;2.5297133;10.56;6.54485665;3.463;0;71.4;86.5;100;0.8
09/01/2005;-0.7370535;12.94;6.10147325;7.575;0.202;58.7;86.5;100;0.9
10/01/2005;0.955;6.788;3.8715;1.167;0;90.6;93.8;97;1.2
11/01/2005;2.3728583;11.43;6.90142915;5.899;0;62.5;86.7;100;0.8
12/01/2005;0.831;10.65;5.7405;5.728;0;67.3;86;100;1.2
13/01/2005;0.833;12.77;6.8015;7.86;0;43.2;62.5;81.8;4.8
14/01/2005;-3.408817;11.51;4.0505915;8.223;0.202;31;60.6;90.2;1.5
15/01/2005;-3.67;9.88;3.105;6.04;0;61.1;72.3;83.5;1
16/01/2005;3.8974889;8.78;6.33874445;2.672;0;71.1;79.8;88.5;0.7
17/01/2005;1.2696448;10.72;5.9948224;4.942;0;75.9;88.8;100;1
18/01/2005;2.203;10.07;6.1365;2.757;5.454;55.3;75.8;96.3;6.2
19/01/2005;4.353;8.2;6.2765;7.751;0.404;45.3;56.6;67.9;7.8
20/01/2005;6.208;13.91;10.059;8.121;0.202;59.9;66.9;73.9;7.1
21/01/2005;9.36;12.37;10.865;3.883;0.202;58.7;63.3;67.9;6.7
22/01/2005;9.81;12.38;11.095;6.44;0.202;62.7;68.8;74.9;7.3
23/01/2005;3.405;10.26;6.8325;2.24;0.202;67.2;74.1;81;4.4
24/01/2005;-0.555;4.335;1.89;6.644;0.202;36.4;52;67.6;7.1
25/01/2005;-1.264;2.301;0.5185;9.456;0;29.6;34.2;38.8;9.3
26/01/2005;-3.83;1.962;-0.934;9.328;0;30;37.3;44.6;6.5
27/01/2005;-3.322;2.711;-0.3055;9.445;0;33;45.6;58.2;6.9
28/01/2005;-3.377;1.719;-0.829;4.017;0;42.5;55;67.5;6.4
29/01/2005;-3.3994057;5.455;1.02779715;9.996;0;21.8;40.7;59.6;6.2
30/01/2005;-8.72;7.07;-0.825;10.235;0;19.1;40;60.9;6.2
31/01/2005;-0.286;9.1;4.407;10.425;0.202;38.2;50;61.8;7.3
01/02/2005;3.48;8.51;5.995;8.281;0;43.6;58;72.4;8.9
02/02/2005;2.009;10.56;6.2845;10.508;0;39.2;46.9;54.6;7.5
03/02/2005;2.171;9.79;5.9805;10.853;0;38.3;48.8;59.3;6.8
04/02/2005;-2.9508004;11.64;4.3445998;11.021;0;34.1;60.8;87.5;1.3
05/02/2005;-0.669083;8.89;4.1104585;5.535;2.626;61.1;78.8;96.5;1.4
06/02/2005;2.324;4.527;3.4255;0.874;27.068;94.3;98.7;100;5
07/02/2005;1.827;7.53;4.6785;4.316;0.202;54.9;72.8;90.7;5.2
08/02/2005;1.68;6.679;4.1795;2.683;0;66.2;74.9;83.6;3.5
09/02/2005;-0.0144748;12.86;6.4227626;11.209;0;47.4;73.4;99.4;1.4
10/02/2005;2.187;13.28;7.7335;11.546;0.202;49.1;60.6;72.1;4.5
11/02/2005;3.241;10.46;6.8505;3.026;0;52;64.5;77;5
12/02/2005;10.21;13.16;11.685;2.52;0;64.8;72.3;79.8;6.5
13/02/2005;3.468;11.37;7.419;3.459;3.03;52.3;66.7;81.1;7.1
14/02/2005;1.58;6.499;4.0395;12.878;0.606;36.9;53;69.1;11.1
15/02/2005;1.064;6.107;3.5855;12.542;0;38.2;49.3;60.4;8.9
16/02/2005;-0.078;5.233;2.5775;10.13;0;33.1;44.2;55.3;9.6
17/02/2005;-1.218;4.85;1.816;12.85;0;38.9;51.2;63.5;7.8
18/02/2005;-1.779;5.105;1.663;13.14;0;38.7;50.2;61.7;7.6
19/02/2005;-1.277;6.074;2.3985;9.448;0;52.2;60.6;69;7.2
20/02/2005;-0.315;5.148;2.4165;13.407;0;37.3;50.8;64.3;5.5
21/02/2005;-0.737;5.131;2.197;11.653;0;43.7;57.4;71.1;6.7
22/02/2005;-3.642;5.293;0.8255;11.928;0;36.4;52.9;69.4;1.7
23/02/2005;-9.16;5.084;-2.038;13.632;0;32.7;47.4;62.1;3.2
24/02/2005;-5.909;5.963;0.027;12.378;0;28.9;47.3;65.7;2.4
25/02/2005;-6.901455;7.43;0.2642725;13.217;0;36.9;57.6;78.3;1.1
26/02/2005;-8.24;9.3;0.53;14.274;0;22.1;53.9;85.7;1.9
27/02/2005;-3.5426666;6.275;1.3661667;13.421;0;32.7;46.1;59.5;5.9
28/02/2005;-6.269;1.865;-2.202;9.681;0;31.8;40.5;49.2;5.4
01/03/2005;-9.515705;6.325;-1.5953525;14.592;0;17.1;43;68.9;3
02/03/2005;-8.428177;8.04;-0.1940885;15.508;0;20;45.5;71;1.7
03/03/2005;-4.557;8.55;1.9965;10.01;0;47.7;59.1;70.5;2.8
04/03/2005;-2.106;5.724;1.809;15.782;0;42.6;56.1;69.6;7.1
05/03/2005;-0.254;5.062;2.404;13.357;0;49.9;60.3;70.7;5.7
06/03/2005;-1.335;6.873;2.769;17.214;0;33.3;47.4;61.5;5.9
07/03/2005;-3.211;7.68;2.2345;17.379;0;23.7;38.9;54.1;8.5
08/03/2005;1.425;9.52;5.4725;15.354;0;35.2;50.2;65.2;6.9
09/03/2005;-1.928;12.3;5.186;17.852;0;33.8;47.3;60.8;7.4
10/03/2005;-3.736;14.28;5.272;18.141;0;28.4;48.5;68.6;4.7
11/03/2005;-1.902;11.09;4.594;17.244;0;35.8;52.9;70;3.2
12/03/2005;-6.393;15.98;4.7935;18.65;0;18.8;44.5;70.2;2.9
13/03/2005;0.4320391;15.57;8.00101955;18.643;0;26.6;53.4;80.2;2.4
14/03/2005;-1.78;10.78;4.5;5.679;0;64.5;77.4;90.3;1.4
15/03/2005;3.1351736;18.47;10.8025868;17.75;0;40.9;78.7;100;1
16/03/2005;3.047;17.82;10.4335;16.921;0;46.9;77.8;100;0.9
17/03/2005;3.9863734;21.23;12.6081867;18.505;0;30.1;63.5;96.9;1
18/03/2005;6.3423355;21.08;13.71116775;18.635;0;41.4;67.4;93.4;1.3
19/03/2005;3.2156925;17.93;10.57284625;18.607;0;61.5;88.3;100;1.5
20/03/2005;3.1979156;17.53;10.3639578;17.816;0.202;61.8;88.8;100;1.3
21/03/2005;4.8197963;9.28;7.04989815;1.79;2.02;97.1;99.3;100;2.7
22/03/2005;7.87;11.84;9.855;3.248;4.444;65.4;86;100;3
23/03/2005;4.1463655;14.47;9.30818275;6.623;6.262;57.4;89.8;100;3.1
24/03/2005;9.61;11.272811;10.4414055;1.189;7.474;87.5;98.4;100;1.7
25/03/2005;6.541;13.45;9.9955;4.336;0.202;75;94.1;100;1.6
26/03/2005;9.38;10.96;10.17;2.715;6.262;99.4;99.6;99.8;1.8
27/03/2005;2.703;18.03;10.3665;15.519;0.202;47.9;75;100;4.3
28/03/2005;7.63;17.16;12.395;16.206;0;39.7;55.3;70.9;3.9
29/03/2005;6.6027148;17.73;12.1663574;9.218;0.202;52.6;68.6;84.6;2.6
30/03/2005;8.45;15.23;11.84;16.3;0;54.1;63.5;72.9;5.7
31/03/2005;7.05;15.2;11.125;19.146;0;43.1;58.7;74.3;6.3
01/04/2005;5.7787032;18.83;12.3043516;21.428;0;44.3;67;89.7;3.3
02/04/2005;6.334;11.99;9.162;4.619;0;44.9;66.3;87.7;4.7
03/04/2005;6.885;12.73;9.8075;6.09;0;53.8;69.3;84.8;3.1
04/04/2005;6.4573625;14.94;10.69868125;12.403;0;45.4;72.8;100;1.9
05/04/2005;3.6956688;18.32;11.0078344;22.559;0;47.1;74.3;100;1.5
06/04/2005;5.5998885;15.39;10.49494425;11.476;0;64.2;86.2;100;2.4
07/04/2005;9.49;11.71;10.6;1.876;2.626;87.8;96.5;100;3.5
08/04/2005;5.219;13.49;9.3545;14.431;5.858;39.3;64.5;89.7;6.6
09/04/2005;4.194;9.23;6.712;20.53;0.202;34.5;46.9;59.3;8.8
10/04/2005;4.482;12.08;8.281;24.129;0;33.7;37.7;41.7;11.1
11/04/2005;6.744;17.3;12.022;24.336;0;31.1;38.3;45.5;8.1
12/04/2005;8.91;16.68;12.795;18.95;0;36.2;43.4;50.6;6.3
13/04/2005;7.76;17.31;12.535;11.584;0;37.8;47.5;57.2;4.4
14/04/2005;5.01;18.22;11.615;22.962;1.616;41.9;67.8;93.7;3.5
15/04/2005;5.356;10.65;8.003;6.337;4.848;66;80.5;95;3.4
16/04/2005;5.696;11.16;8.428;12.459;0.202;53.3;65.5;77.7;6.7
17/04/2005;6.923;14.62;10.7715;16.266;0;38.9;51.3;63.7;9.1
18/04/2005;8.67;17.54;13.105;14.656;0.202;52.7;62.1;71.5;3.8
19/04/2005;6.723;15.52;11.1215;21.755;0;39.6;57.5;75.4;5.2
20/04/2005;5.675;14.75;10.2125;20.125;0;31.8;55.8;79.8;5
21/04/2005;6.353;19.14;12.7465;22.26;0;30.1;47.4;64.7;4.6
22/04/2005;2.168;17.53;9.849;22.525;0.202;39.1;62.9;86.7;2.8
23/04/2005;8.45;10.81;9.63;0.942;6.666;88.9;98.5;100;4.2
24/04/2005;7.82;11.19;9.505;1.428;27.872;78.5;93.5;100;3.3
25/04/2005;6.773;16.4;11.5865;19.951;1.01;50.9;67.7;84.5;4
26/04/2005;6.196;21.5;13.848;26.622;0;38.9;58.2;77.5;1.7
27/04/2005;7.623318;23.86;15.741659;26.055;0;36.6;69.6;100;1.3
28/04/2005;8.14;25.11;16.625;25.088;0;41.7;68.3;94.9;1.2
29/04/2005;12.820447;27.21;20.0152235;25.742;0;32.1;55.2;78.3;1.2
30/04/2005;10.11;25.72;17.915;26.691;0;22.6;50.1;77.6;2
01/05/2005;9.01;22.05;15.53;23.317;0;37.7;61.5;85.3;3
02/05/2005;9.18;21.57;15.375;14.326;0.808;43.2;77.3;100;1.7
03/05/2005;10.96;24.46;17.71;20.218;0;37.1;64.8;92.5;2.2
04/05/2005;12.57;20.93;16.75;24.973;0;38.6;51;63.4;4.6
05/05/2005;11.31;19.68;15.495;24.54;0;34.6;49.6;64.6;7
06/05/2005;10.27;19.52;14.895;24.783;0;37.7;48.9;60.1;7.7
07/05/2005;11.1;21.33;16.215;27.59;0;33.7;52.3;70.9;5
08/05/2005;8.79;22.41;15.6;28.225;0;28;45.4;62.8;4.2
09/05/2005;8.59;21.15;14.87;21.228;0;23.8;54;84.2;2.2
10/05/2005;10.54;20.41;15.475;16.639;0.808;40.6;64.6;88.6;2
11/05/2005;10.16;21.9;16.03;18.731;0.202;37.4;61.7;86;0.9
12/05/2005;10.62;16.38;13.5;7.117;3.434;59.6;75.1;90.6;3
13/05/2005;11.366924;15.36;13.363462;3.786;1.01;74.5;91.9;100;4.1
14/05/2005;11;21.21;16.105;20.806;8.08;37;64.9;92.8;3.8
15/05/2005;11.534236;23.2;17.367118;27.532;0;31;53.7;76.4;2.5
16/05/2005;9.88;20.34;15.11;22.758;5.05;50.5;74.6;98.7;2.3
17/05/2005;10.49;14.13;12.31;6.43;6.464;56;80.2;100;1.5
18/05/2005;10.79;19.28;15.035;29.409;0.202;32.6;44.2;55.8;7.6
19/05/2005;11.07;25.64;18.355;29.547;0;23.5;41.1;58.7;3.6
20/05/2005;10.321224;25.2;17.760612;28.735;0;33.2;61.4;89.6;2.1
21/05/2005;11.04;19.31;15.175;12.855;0;69.8;83.9;98;2.4
22/05/2005;10.95;21.42;16.185;24.475;6.262;40.4;68.3;96.2;3.1
23/05/2005;11.17;19.14;15.155;28.447;0;32.6;50.1;67.6;5.7
24/05/2005;9.495121;26.83;18.1625605;29.236;0;24.2;43.7;63.2;1.9
25/05/2005;10.844074;27.36;19.102037;28.04;0;21.9;49.3;76.7;1.6
26/05/2005;9.92;29.12;19.52;29.829;0;21.3;43.6;65.9;1.7
27/05/2005;11.65972;27.93;19.79486;29.235;0;29.3;46;62.7;2.1
28/05/2005;10.66;28.89;19.775;29.54;0;26.6;48.3;70;1.3
29/05/2005;12.35;28.66;20.505;28.48;0;28.9;48.5;68.1;2.1
30/05/2005;15.44;21.24;18.34;11.571;0;52.4;61.2;70;5.9
31/05/2005;8.37;27.19;17.78;23.784;0;18.4;36.6;54.8;6.5
01/06/2005;11.93;28.78;20.355;26.642;0;26.9;37.7;48.5;4.5
02/06/2005;12.663592;28.38;20.521796;29.039;0;31.6;53.3;75;2
03/06/2005;14.566766;27.21;20.888383;28.008;0;36.3;58.7;81.1;1.9
04/06/2005;16.9;25.33;21.115;24.811;0;35.8;52.4;69;5.9
05/06/2005;12.87;26.95;19.91;30.11;0;23.7;42.5;61.3;4.8
06/06/2005;16.05;26.97;21.51;27.264;0;30.1;46.1;62.1;5.1
07/06/2005;15.92;27.69;21.805;28.014;0;18.7;40.5;62.3;6.5
08/06/2005;6.729;24.46;15.5945;25.106;0;9.3;39.1;68.9;2.8
09/06/2005;9.578777;26.8;18.1893885;29.169;0;15.1;40.2;65.3;1.4
10/06/2005;11.806118;24.59;18.198059;29.883;0;21.8;43.8;65.8;1.8
11/06/2005;9.63;23.26;16.445;26.4;0;32.4;68.1;100;2.2
12/06/2005;15.18;23.49;19.335;13.834;0.404;57.1;85.2;100;2.2
13/06/2005;12.71;22.68;17.695;16.814;25.454;47.6;81;100;2.9
14/06/2005;12.96;22.55;17.755;23.602;41.414;48.2;71.8;95.4;3.1
15/06/2005;16.38;27.49;21.935;23.527;0;23.6;45.9;68.2;3
16/06/2005;18.62;27.73;23.175;28.123;0;41.2;53.2;65.2;6.1
17/06/2005;17.56;31.2;24.38;29.396;0;31.8;47.6;63.4;2.2
18/06/2005;17.81;31.47;24.64;27.573;0;38.8;54.3;69.8;1.3
19/06/2005;18.51;31.92;25.215;22.876;4.04;45.9;66.4;86.9;1.7
20/06/2005;19.92075;31.7;25.810375;23.225;0.606;48.4;68;87.6;1.9
21/06/2005;17.61;32.38;24.995;22.171;22.014;44.5;77.2;100;1.9
22/06/2005;17.41107;31.97;24.690535;26.578;0;41.5;63.9;86.3;1.6
23/06/2005;16.36;29.46;22.91;26.643;0;47.8;71.3;94.8;1.5
24/06/2005;17.18;28.31;22.745;22.598;0;63.4;80;96.6;1.5
25/06/2005;19.66;29.45;24.555;25.236;0;36;69.4;100;2.1
26/06/2005;13.11;32.4;22.755;29.699;0;26.9;51.1;75.3;1.4
27/06/2005;15.67;32.34;24.005;26.034;0;33.4;62.1;90.8;1.6
28/06/2005;19.15;30.32;24.735;14.572;0.202;34.8;59.2;83.6;1.5
29/06/2005;19.05;32.26;25.655;27.66;0;31.4;43.2;55;3.9
30/06/2005;17.6;27.88;22.74;29.423;0;33.7;49.4;65.1;4.8
01/07/2005;16.35;24.95;20.65;28.145;0;33.9;44.9;55.9;7.5
02/07/2005;16.19;32.93;24.56;26.782;0;29.3;42.4;55.5;3
03/07/2005;17.944377;32.87;25.4071885;29.081;0;33.2;51.3;69.4;1.5
04/07/2005;17.06;25.72;21.39;11.581;0.808;37;66.7;96.4;4
05/07/2005;14.88;24.31;19.595;29.657;0;26.8;41.7;56.6;5.3
06/07/2005;17.02;24.87;20.945;25.695;0;39.5;54.4;69.3;5.7
07/07/2005;15.06;21.7;18.38;27.166;0;41;51.3;61.6;6.3
08/07/2005;15.07;24.67;19.87;18.535;0;32.2;48.6;65;4.7
09/07/2005;12.25;24.8;18.525;20.998;0.202;33.8;50.9;68;4.1
10/07/2005;13.09;26.4;19.745;22.143;0;32.2;47.8;63.4;5.7
11/07/2005;19.15;31.23;25.19;27.018;0;17.9;35.5;53.1;5.5
12/07/2005;15.86;31.66;23.76;23.337;0;24.8;35.8;46.8;2.9
13/07/2005;11.51;31.62;21.565;26.699;0;28.2;41.9;55.6;2.3
14/07/2005;16.56;29.86;23.21;28.384;0;36.2;52.5;68.8;2.3
15/07/2005;14.29;30.52;22.405;25.22;0;40.3;62.5;84.7;2.8
16/07/2005;15.38;33.05;24.215;27.235;0;36.8;64.3;91.8;1.6
17/07/2005;17.28;34.81;26.045;27.049;0;17.6;60.7;100;1.5
18/07/2005;19.345615;27.45;23.3978075;22.345;0;43.3;64.7;86.1;4.7
19/07/2005;17.61;28.09;22.85;26.677;0;31.3;47.9;64.5;5.5
20/07/2005;17.88;32.21;25.045;29.061;0;20;35.4;50.8;4.7
21/07/2005;17.609753;33.43;25.5198765;28.418;0;22.5;39.6;56.7;3.8
22/07/2005;18.04;31.8;24.92;28.016;0;21.6;39.3;57;4.4
23/07/2005;19.21;29.56;24.385;22.206;0;30.3;46.9;63.5;2.3
24/07/2005;14.21;30.05;22.13;26.463;0;46.8;69.7;92.6;1.7
25/07/2005;19.88;26.95;23.415;11.905;3.838;61.8;80.3;98.8;1.4
26/07/2005;18.78;31.31;25.045;26.922;0;41.9;70.8;99.7;1.7
27/07/2005;17.67;29.54;23.605;24.59;0;46.7;77;100;2.9
28/07/2005;20.04;30.54;25.29;23.648;0;35.6;72.3;100;3.1
29/07/2005;17.52;30.69;24.105;19.436;3.03;43.5;70.1;96.7;2.7
30/07/2005;19.05;28.81;23.93;25.907;0;26.5;43.6;60.7;5.1
31/07/2005;14.92;27.86;21.39;27.425;0;27.4;39.7;52;3.9
01/08/2005;11.98;26.14;19.06;15.104;0;31.5;45.7;59.9;4.1
02/08/2005;17.81;26.7;22.255;23.798;0;30.5;45.9;61.3;5.9
03/08/2005;18.89;28.89;23.89;24.328;0;24.8;38.6;52.4;6
04/08/2005;17.42;30.65;24.035;27.852;0;12.4;29.1;45.8;5
05/08/2005;17.578382;34.26;25.919191;27.483;0;14.2;28.3;42.4;4.5
06/08/2005;22.02;32.17;27.095;25.913;0;22.4;32.8;43.2;5
07/08/2005;17.55;27.39;22.47;17.806;0;34.5;41.7;48.9;4.2
08/08/2005;13.73;30.2;21.965;27.693;0;13.3;29.7;46.1;2.1
09/08/2005;13.85;26.91;20.38;24.514;0;31.8;43.2;54.6;2
10/08/2005;16.65;27;21.825;18.593;6.262;46.7;68.4;90.1;2.8
11/08/2005;13.93;23.3;18.615;11.746;3.03;44.4;80.7;100;1.8
12/08/2005;10.57;30.37;20.47;26.424;0;26.3;39.7;53.1;4.5
13/08/2005;18.46;28.97;23.715;26.221;0;26.2;41.3;56.4;5.1
14/08/2005;16.33;27.99;22.16;24.851;0;29.1;48.9;68.7;4.9
15/08/2005;16.28;29.34;22.81;26.581;0;21.5;41;60.5;4.7
16/08/2005;14.671336;30.64;22.655668;26.423;0;22;39;56;1.6
17/08/2005;14.85;28.78;21.815;18.907;0;25.9;49.1;72.3;1.5
18/08/2005;16.36;26.04;21.2;17.039;0;45.3;64.7;84.1;1.3
19/08/2005;15.53;27.22;21.375;25.265;0;32.6;51.4;70.2;4.9
20/08/2005;14.44;23.48;18.96;21.002;0;33.7;52.3;70.9;6.4
21/08/2005;15.55;19.07;17.31;11.698;0.202;51.5;58.2;64.9;8
22/08/2005;16.97;23.51;20.24;21.849;0;40.5;50.2;59.9;7.6
23/08/2005;16.23;26.64;21.435;19.11;0;31.6;53.1;74.6;6
24/08/2005;13.38;29.35;21.365;24.668;0;28.2;44.3;60.4;5
25/08/2005;16.647709;29.99;23.3188545;23.107;0;24.3;47.9;71.5;2
26/08/2005;18.04;28.35;23.195;16.695;0;30.4;50.2;70;2.8
27/08/2005;13.76;20.25;17.005;7.471;4.848;59.3;77.7;96.1;2.2
28/08/2005;16.54;30.06;23.3;23.37;0;20.7;46.3;71.9;3.1
29/08/2005;14.37;28.81;21.59;23.41;0;36.5;55.6;74.7;1.9
30/08/2005;16.166687;30.26;23.2133435;22.962;0;38.2;56.3;74.4;1.8
31/08/2005;14;30.04;22.02;23.309;0;35.8;61.9;88;2
01/09/2005;13.5;30.79;22.145;20.913;0;33.5;65.7;97.9;1.3
02/09/2005;17.4;32.65;25.025;21.504;0;33.9;60.1;86.3;1.4
03/09/2005;17.913006;32.41;25.161503;21.731;0;41.1;69.6;98.1;1.3
04/09/2005;16.18;31.17;23.675;18.97;0;41.6;83.2;100;1.2
05/09/2005;16.01;22.99;19.5;7.78;30.502;76.3;89.8;100;2
06/09/2005;14.190314;20.840966;17.51564;4.962;161.55776;73.9;98.1;100;1.6
07/09/2005;14.535395;20.976907;17.756151;9.067;25.64352;70.8;93;100;1.8
08/09/2005;15.361498;18.048947;16.7052225;2.753;27.09504;93.3;98.6;100;4.3
09/09/2005;15.079159;24.668228;19.8736935;4.216;0;51.2;83.9;100;1.1
10/09/2005;14.232142;19.993949;17.1130455;19.26;0.72576;63.4;86.4;100;2.6
11/09/2005;13.364211;22.200376;17.7822935;11.2;5.08032;44.8;71.9;99;2.2
12/09/2005;10.258482;24.929653;17.5940675;17.76;0;35.5;66.9;98.3;3.1
13/09/2005;16.532682;24.74;20.636341;11.166;0;44.4;61.4;78.4;2.6
14/09/2005;15.298756;27.08;21.189378;17.902;0;39.9;58.4;76.9;3.8
15/09/2005;13.73;29.55;21.64;20.674;0;31.2;48.2;65.2;4.2
16/09/2005;18.7;26.77;22.735;20.907;0;26.7;45.2;63.7;4
17/09/2005;11.14;20.12;15.63;16.959;0;37.5;51.5;65.5;6.3
18/09/2005;10.32;19.72;15.02;19.202;0;33.5;44;54.5;6.3
19/09/2005;10.96;19.39;15.175;11.171;0;43.6;55.7;67.8;5
20/09/2005;12.12;23.64;17.88;19.856;0;27;40.8;54.6;5.5
21/09/2005;6.122;22.77;14.446;19.781;0;34;48.7;63.4;1.8
22/09/2005;8.899072;22.97;15.934536;18.881;0;42.3;64.4;86.5;1
23/09/2005;8.97;21.95;15.46;13.044;0;63.1;82.7;100;0.8
24/09/2005;13.16;23.71;18.435;15.012;0;58.8;87;100;1
25/09/2005;13.37;21.72;17.545;10.443;4.646;64.6;83.8;100;2.2
26/09/2005;13.81;23.12;18.465;15.869;0;52;67.9;83.8;2.1
27/09/2005;12.33;22.89;17.61;13.786;0;63.2;85.7;100;0.8
28/09/2005;9.95;23.11;16.53;17.866;0;52.5;60;67.5;2.4
29/09/2005;13.12;20.08;16.6;17.073;0;44.6;56.6;68.6;4.2
30/09/2005;13.08;22.89;17.985;17.54;0;34.6;48.7;62.8;5.6
01/10/2005;12.799533;22.98;17.8897665;12.341;0;46.6;61.3;76;3.6
02/10/2005;10.69;15.65;13.17;16.19;0;44.9;55.3;65.7;6.1
03/10/2005;10.32;15.63;12.975;13.292;0;49.8;57.7;65.6;6.6
04/10/2005;10.85;14.64;12.745;6.217;0.202;61.6;68;74.4;5.4
05/10/2005;7.89;20.2;14.045;15.065;0;45.1;65;84.9;2.9
06/10/2005;8.64;19.47;14.055;13.147;0;49.6;69.3;89;1
07/10/2005;7.633775;20.44;14.0368875;15.774;0;44;74.2;100;1.2
08/10/2005;8.125254;20.08;14.102627;12.184;0;61;84.6;100;0.8
09/10/2005;8.449421;23.11;15.7797105;15.23;0;51.5;83.5;100;0.9
10/10/2005;11.06;19.95;15.505;12.446;0;57.9;86.1;100;2.6
11/10/2005;13.17;14.660879;13.9154395;0.768;9.898;84.6;94.1;100;3.7
12/10/2005;12.47;13.75112;13.11056;0.501;18.988;90.5;98.7;100;4.1
13/10/2005;11.74;16.15623;13.948115;2.572;0.808;67.6;82.2;96.8;2.8
14/10/2005;11.17;15.48;13.325;1.597;47.47;73.9;94.2;100;2.9
15/10/2005;13.03;16.15;14.59;0.766;42.218;97.3;99.5;100;5.6
16/10/2005;14.68;17.1;15.89;2.847;6.464;93.3;98.7;100;2.5
