DATE;Tair_min;Tair_max;Tair_mean;RG_sum;PPT_sum;RHair_min;RHair_mean;RHair_max;WS_mean
01/01/1999;6.69960479;5.550832117;6.125218454;0.602;22.4;96.6;99.8;100;2.3
02/01/1999;5.12415182;7.44741092;6.28578137;2.337;1.2;73.5;92.5;100;1.4
03/01/1999;5.19917339;10.44200903;7.82059121;2.798;0.5;62.7;73.1;83.5;3.4
04/01/1999;7.44982049;18.32778405;12.88880227;6.552;0;51.6;71;90.4;2.6
05/01/1999;3.99882827;9.343989723;6.671408997;1.204;0;94.2;97.1;100;1.6
06/01/1999;9.70046759;10.44200903;10.07123831;2.172;0;86.4;94.7;100;2
07/01/1999;9.47540288;13.43660714;11.45600501;6.363;0;59.4;83.5;100;1.9
08/01/1999;11.57600684;11.4402084;11.50810762;2.774;0;56.6;69.4;82.2;4.4
09/01/1999;5.27419496;9.843089408;7.558642184;4.462;0;48.4;65;81.6;2.7
10/01/1999;3.62372042;1.857494448;2.740607434;0.437;31.5;76;90.7;100;4.3
11/01/1999;3.77376356;2.156954259;2.96535891;5.43;0;63.8;71.2;78.6;6.4
12/01/1999;0.62285762;3.45461344;2.03873553;7.968;0;50.7;64.2;77.7;3.7
13/01/1999;0.69787919;6.149751739;3.423815465;7.862;0;58.1;66.9;75.7;2.9
14/01/1999;1.74818117;11.4402084;6.594194785;5.194;0;60.5;73;85.5;4.4
15/01/1999;-1.62778948;11.73966821;5.055939366;8.145;0;36.2;61.1;86;1.7
16/01/1999;-1.10263849;8.844890038;3.871125774;2.196;0;79.7;87.1;94.5;4.5
17/01/1999;9.85051073;12.63804764;11.24427919;3.754;6;74.4;89.1;100;5.1
18/01/1999;6.1744538;5.051732432;5.613093116;1.251;9;81.1;90.3;99.5;5.1
19/01/1999;0.69787919;10.94110872;5.819493953;8.122;0;67.3;87.5;100;1.7
20/01/1999;0.24774977;8.745070101;4.496409936;5.761;1;92.3;100.8;100;2.7
21/01/1999;2.27333216;8.44561029;5.359471225;2.432;0;89.3;96.1;100;4.1
22/01/1999;3.39865571;9.942909345;6.670782528;4.627;0;75.7;91.2;100;1.3
23/01/1999;1.44809489;9.44380966;5.445952275;7.083;0;70.9;90;100;0.7
24/01/1999;-0.50246593;9.643449534;4.570491802;8.735;0;64.3;89.8;100;1
25/01/1999;-0.1939746;12.82542384;6.31572462;7.791;0;61.5;81.9;100;3.4
26/01/1999;3.184725525;11.82482375;7.504774638;5.312;0;61.7;75.2;88.7;3.4
27/01/1999;5.8126034;9.82362357;7.818113485;5.241;1;36.4;59.2;82;5.5
28/01/1999;6.188014525;11.82482375;9.006419138;6.752;0;61.8;67.6;73.4;6.7
29/01/1999;5.06178115;10.82422366;7.943002405;8.806;0;33;45.7;58.4;6.8
30/01/1999;2.05849215;7.82242339;4.94045777;9.16;0;5.4;17.8;30.2;6.6
31/01/1999;-3.1972636;3.82002303;0.311379715;8.653;0;19.5;30.6;41.7;4.5
01/02/1999;-6.20410525;3.354793503;-1.424655874;10.058;0;20.5;34.3;48.1;4.6
02/02/1999;-7.92960136;7.846690668;-0.041455346;9.881;0;43;58.2;73.4;5.8
03/02/1999;-0.5774875;5.650652054;2.536582277;4.686;0;47.9;58.2;68.5;5.4
04/02/1999;4.52397926;7.846690668;6.185334964;9.302;0;42;50.5;59;7.1
05/02/1999;6.02441066;8.046330542;7.035370601;5.147;0;49.8;60.7;71.6;9.1
06/02/1999;6.47454008;5.650652054;6.062596067;2.326;0;43.2;53.8;64.4;6.6
07/02/1999;6.09943223;7.44741092;6.773421575;5.513;0;45.3;63.5;81.7;5.9
08/02/1999;-1.17766006;5.550832117;2.186586029;6.646;0;34.7;53.3;71.9;3.6
09/02/1999;4.29891455;7.547230857;5.923072704;4.781;1.5;44.5;72;99.5;4.8
10/02/1999;1.74818117;1.558034637;1.653107904;12.23;0;32.8;43.6;54.4;8.4
11/02/1999;1.07298704;1.957314385;1.515150713;9.963;0;25;41.9;58.8;8.3
12/02/1999;0.932258775;4.82062312;2.876440948;10.908;0;9.8;25.6;41.4;7.5
13/02/1999;-0.569385725;3.319722985;1.37516863;9.668;0;22.3;29.6;36.9;6.1
14/02/1999;-2.071030225;6.321523255;2.125246515;10.306;0;30.7;42.8;54.9;5.6
15/02/1999;4.29891455;3.754073251;4.026493901;3.459;0;47.1;57.9;68.7;4.9
16/02/1999;1.82320274;9.044529912;5.433866326;8.393;0;62.1;70.9;79.7;4.1
17/02/1999;6.84964793;6.848491298;6.849069614;6.705;0;43;57.1;71.2;6.8
18/02/1999;6.9246695;11.34038846;9.132528982;9.656;0;48.8;62.1;75.4;7.1
19/02/1999;9.55042445;11.14074859;10.34558652;5.525;0;54.5;62;69.5;6
20/02/1999;10.675748;11.34038846;11.00806823;2.385;0;64;71.2;78.4;7.3
21/02/1999;11.05085585;12.63804764;11.84445175;4.391;1;57.8;70.6;83.4;6.3
22/02/1999;7.14973421;11.04092865;9.095331431;11.982;1;42;58.8;75.6;10.5
23/02/1999;6.02441066;7.946510605;6.985460633;9.692;0;33.8;48.5;63.2;5.4
24/02/1999;1.22303018;5.650652054;3.436841117;3.671;0;61.2;89;100;1
25/02/1999;1.6731596;18.62724386;10.15020173;14.933;0;26;70.5;100;2.5
26/02/1999;-0.87757378;15.43300588;7.27771605;15.039;0;26.5;68.8;100;1.2
27/02/1999;0.9229439;9.543629597;5.233286749;2.007;0;75.6;92;100;1.9
28/02/1999;5.19917339;14.23516664;9.717170013;8.157;0;52.5;75;97.5;3.1
01/03/1999;-0.87757378;16.23156538;7.676995798;16.302;0;21;40.3;59.6;4.8
02/03/1999;10.37566172;15.23336601;12.80451386;15.252;0;51;58.1;65.2;4.1
03/03/1999;5.57428124;13.93570683;9.754994033;8.086;0.5;61.5;82.6;100;2.3
04/03/1999;6.47454008;8.844890038;7.659715059;6.705;1.5;56.2;73.3;90.4;3.9
05/03/1999;5.57428124;8.645250164;7.109765702;11.274;0;48.5;64.7;80.9;4.4
06/03/1999;4.37393612;7.547230857;5.960583489;10.14;1;38.7;64.8;90.9;3.8
07/03/1999;2.8093144;9.743269471;6.276291936;16.704;0;32.7;54.9;77.1;2.5
08/03/1999;0.84792233;11.34038846;6.094155397;10.884;0;49.1;70.6;92.1;2.7
09/03/1999;9.70046759;11.54002834;10.62024796;2.928;0;80.2;90.1;100;4.6
10/03/1999;9.10029503;11.4402084;10.27025172;1.912;0;74;82.2;90.4;4.1
11/03/1999;10.60072643;13.23696727;11.91884685;4.285;0;77.9;86.2;94.5;3.5
12/03/1999;10.75076957;13.03732739;11.89404848;6.339;0;81.1;90.8;100;3.9
13/03/1999;6.99969107;17.82868437;12.41418772;12.643;0;46.3;77.6;100;2
14/03/1999;5.49925967;18.12814418;11.81370192;9.644;0;30.8;53;75.2;0.7
15/03/1999;5.72432438;22.71986128;14.22209283;17.483;0;23;44.3;65.6;1.6
16/03/1999;2.72346158;22.12094166;12.42220162;18.852;0;15;35.1;55.2;4.8
17/03/1999;0.54783605;16.33138531;8.439610682;13.032;0;28;47.1;66.2;3.2
18/03/1999;-0.5774875;17.52922456;8.475868529;17.294;0;5.7;41.7;77.7;6
19/03/1999;10.60072643;14.33498657;12.4678565;15.724;0;23.6;38.9;54.2;7.1
20/03/1999;1.29805175;16.53102519;8.914538469;19.619;0;19.6;33.5;47.4;5.3
21/03/1999;1.74818117;16.23156538;8.989873273;19.572;0;26.3;38;49.7;5
22/03/1999;8.65016561;10.74146884;9.695817226;9.892;0;40.6;55.1;69.6;6.2
23/03/1999;7.6748852;15.33318594;11.50403557;19.926;0;39.3;51.5;63.7;5.5
24/03/1999;0.99796547;14.9339062;7.965935833;15.263;1.5;41.1;75;100;4.7
25/03/1999;8.87523032;10.34218909;9.608709707;1.204;83;91.1;101.1;100;6
26/03/1999;8.87523032;12.43840777;10.65681905;7.673;5.5;61;85.3;100;5.8
27/03/1999;7.37479892;11.34038846;9.357593692;13.457;0;41.3;59.5;77.7;4.7
28/03/1999;7.89994991;11.4402084;9.670079155;9.987;0;33.8;48.1;62.4;5.3
29/03/1999;6.09943223;17.52922456;11.81432839;17.766;0;31.2;42.7;54.2;5
30/03/1999;0.99796547;19.12634355;10.06215451;20.989;0;28.2;53.3;78.4;2.5
31/03/1999;2.04826745;19.62544323;10.83685534;20.481;0;33.8;63;92.2;1.6
01/04/1999;2.27333216;15.53282582;8.903078989;12.867;0;63.1;85.6;100;3.3
02/04/1999;6.54956165;20.92310242;13.73633203;20.587;0;22.3;53.9;85.5;2.8
03/04/1999;5.64930281;19.32598342;12.48764312;14.85;0;35.7;52.5;69.3;4.6
04/04/1999;12.85137353;24.21716034;18.53426693;21.744;0;25.7;44.8;63.9;4.5
05/04/1999;3.69874199;25.71445939;14.70660069;18.758;0;13.4;30.6;47.8;3.7
06/04/1999;4.59900083;22.42040147;13.50970115;21.001;0;34.5;64.4;94.3;2.2
07/04/1999;10.675748;15.03372613;12.85473707;15.429;0;37.8;61.7;85.6;8.4
08/04/1999;9.32535974;15.83228563;12.57882268;23.668;0;25.2;38.8;52.4;8.4
09/04/1999;10.52570486;18.52742393;14.52656439;21.851;0;24.9;34.5;44.1;5.9
10/04/1999;5.49925967;20.72346254;13.11136111;21.237;0;21.6;45;68.4;6.1
11/04/1999;11.65102841;14.1353467;12.89318755;19.194;0;27.6;50.1;72.6;7
12/04/1999;9.40038131;13.23696727;11.31867429;5.997;2;55.6;65.1;74.6;4.9
13/04/1999;8.80020875;14.23516664;11.51768769;22.559;0;32.6;51.5;70.4;6.7
14/04/1999;7.97497148;14.63444638;11.30470893;16.231;0;44.9;69.2;93.5;3.2
15/04/1999;5.72432438;8.245970416;6.985147398;7.425;2;44.6;63.7;82.8;4
16/04/1999;3.69874199;14.23516664;8.966954313;21.874;0;23;49.5;76;2.4
17/04/1999;1.89822431;14.53462645;8.216425379;20.552;0;33.8;61.5;89.2;5.3
18/04/1999;8.50012247;13.13714733;10.8186349;20.918;0;23.3;50.2;77.1;6.1
19/04/1999;9.40038131;15.53282582;12.46660356;16.267;0;44.3;62.2;80.1;2.5
20/04/1999;5.79934595;16.43120525;11.1152756;11.274;0;60.8;81.2;100;2.5
21/04/1999;10.75076957;15.93210557;13.34143757;7.106;2.5;82.1;97.3;100;1.9
22/04/1999;4.82406554;16.53102519;10.67754536;12.678;3;44.5;72.3;100;1.9
23/04/1999;2.4233753;14.1353467;8.279361;7.874;4;53.9;74.9;95.9;4
24/04/1999;9.10029503;16.53102519;12.81566011;22.7;0;28.5;46.8;65.1;4.9
25/04/1999;1.59813803;17.32958468;9.463861357;20.942;0;27.4;51.5;75.6;1.8
26/04/1999;9.62544602;10.04272928;9.834087651;2.019;41.5;81.6;98.3;100;3.2
27/04/1999;8.4251009;16.63084512;12.52797301;11.817;0;91.9;92.4;92.9;2.5
28/04/1999;10.75076957;20.22436286;15.48756621;17.436;0;91.9;76;60.1;4.2
29/04/1999;13.00141667;18.22796412;15.61469039;14.555;0;91.9;86.8;81.7;4.7
30/04/1999;7.89994991;21.22256223;14.56125607;17.766;0;91.9;88.4;84.9;1.1
01/05/1999;7.22475578;21.12274229;14.17374903;19.879;0;91.9;90;88.1;1.2
02/05/1999;8.50012247;22.02112172;15.2606221;15.441;0;91.9;82.8;73.7;2.7
03/05/1999;10.45068329;13.13714733;11.79391531;1.688;46;91.9;100;100;1.7
04/05/1999;13.15145981;15.73246569;14.44196275;4.38;42.5;79.2;92.4;100;3.1
05/05/1999;12.32622254;23.21896097;17.77259175;21.78;0;40;65.2;90.4;3.1
06/05/1999;7.37479892;25.31517964;16.34498928;25.144;0;29.4;65.8;100;1.8
07/05/1999;9.47540288;15.83228563;12.65384425;3.341;0;87.5;99.4;100;3.9
08/05/1999;13.07643824;20.52382267;16.80013045;11.073;6;67.9;98.7;100;0.9
09/05/1999;9.62544602;22.81968122;16.22256362;25.368;1;28.4;79.8;100;1.7
10/05/1999;10.30064015;19.32598342;14.81331179;9.892;0;72.5;92.9;100;1.6
11/05/1999;9.1753166;20.92310242;15.04920951;19.454;0;74.5;93.7;100;1.2
12/05/1999;12.47626568;26.41319895;19.44473232;24.589;0;48.6;84.1;100;1.5
13/05/1999;12.55128725;27.71085813;20.13107269;24.589;0;36.5;55;73.5;1.5
14/05/1999;9.85051073;24.41680021;17.13365547;22.582;1;41.6;64.5;87.4;2.6
15/05/1999;13.22648138;23.21896097;18.22272117;17.081;2;37.6;73.7;100;3.4
16/05/1999;6.09943223;22.81968122;14.45955672;19.36;0;27.8;50.3;72.8;2.1
17/05/1999;12.32622254;14.33498657;13.33060456;1.062;54;76.4;100.1;100;3.7
18/05/1999;13.30150295;19.72526317;16.51338306;18.38;0;75.8;92.6;100;4.7
19/05/1999;12.55128725;19.5256233;16.03845527;13.198;0;41.6;74.1;100;3.2
20/05/1999;12.25120097;17.62904449;14.94012273;10.612;0;49.7;66.5;83.3;5.2
21/05/1999;12.70133039;17.22976475;14.96554757;14.591;0;53.8;65.5;77.2;8
22/05/1999;13.75163237;20.02472298;16.88817768;19.49;0;45.2;58.4;71.6;7.2
23/05/1999;14.57686964;24.9158999;19.74638477;24.341;0;32.4;50.8;69.2;5.2
24/05/1999;7.29977735;23.51842078;15.40909906;26.809;0;45.6;64.8;84;1.5
25/05/1999;7.97497148;26.71265876;17.34381512;25.805;0;37;67.7;98.4;1.8
26/05/1999;10.00055387;25.91409927;17.95732657;26.36;0;41.8;65.4;89;2.1
27/05/1999;10.97583428;22.2207616;16.59829794;19.879;0;55.4;80.2;100;2.9
28/05/1999;12.70133039;25.41499958;19.05816499;23.598;0;43.3;72;100;2.1
29/05/1999;10.15059701;24.01752046;17.08405874;22.937;0;47.4;71.7;96;2.5
30/05/1999;11.20089899;25.51481952;18.35785925;24.353;0;39.1;65;90.9;2.2
31/05/1999;11.57600684;25.61463945;18.59532315;16.102;0;38.2;60.3;82.4;1.2
01/06/1999;10.45068329;27.81067807;19.13068068;23.243;0;39.6;66;92.4;1.6
02/06/1999;13.82665394;26.41319895;20.11992645;18.451;0;39.1;65.8;92.5;2.2
03/06/1999;9.10029503;26.11373914;17.60701708;26.832;2.6;32.1;57.7;83.3;3
04/06/1999;12.55128725;20.92310242;16.73719483;19.147;0;39.1;52.5;65.9;4.4
05/06/1999;8.4251009;25.11553977;16.77032033;22.004;0;46.4;68.2;90;2.1
06/06/1999;10.60072643;19.32598342;14.96335493;15.677;12.8;56;74.5;93;2.4
07/06/1999;8.87523032;21.52202204;15.19862618;14.732;1.2;43.6;68.4;93.2;1.5
08/06/1999;12.70133039;20.32418279;16.51275659;28.992;0;32.5;48.3;64.1;4.3
09/06/1999;6.09943223;25.91409927;16.00676575;28.815;0;24.5;44.7;64.9;2.6
10/06/1999;13.6766108;23.01932109;18.34796595;12.395;0;47.9;64.6;81.3;2.7
11/06/1999;9.62544602;25.21535971;17.42040286;28.792;0;23.3;38.7;54.1;4.6
12/06/1999;8.04999305;27.01211857;17.53105581;28.733;0;25.2;41.5;57.8;2.1
13/06/1999;8.87523032;26.11373914;17.49448473;26.36;0;29.2;47.6;66;4
14/06/1999;14.87695592;23.01932109;18.94813851;23.775;0.2;25.9;38.2;50.5;4.4
15/06/1999;13.52656766;25.51481952;19.52069359;21.06;0;29.2;42.3;55.4;5
16/06/1999;10.22561858;27.71085813;18.96823836;25.309;0;29.1;40.7;52.3;2.2
17/06/1999;10.37566172;27.81067807;19.09316989;20.894;0;23.7;46.1;68.5;2.3
18/06/1999;12.40124411;28.40959769;20.4054209;28.591;0;21.5;36.4;51.3;7
19/06/1999;15.10202063;27.41139832;21.25670948;30.137;0.5;11.8;26.8;41.8;6.2
20/06/1999;11.20089899;24.81607996;18.00848947;20.269;0;29.3;35.6;41.9;4.9
21/06/1999;15.40210691;22.71986128;19.0609841;26.325;0;22.8;45.7;68.6;7
22/06/1999;12.47626568;25.21535971;18.84581269;30.551;0;16;31.1;46.2;4.5
23/06/1999;4.89908711;26.8124787;15.8557829;30.48;0;16.7;30.4;44.1;1.9
24/06/1999;6.1744538;28.30977775;17.24211578;29.748;0;20;36;52;1
25/06/1999;8.4251009;27.01211857;17.71860974;23.019;0;13.7;37.8;61.9;1.8
26/06/1999;11.80107155;19.5256233;15.66334742;8.429;2.4;38.6;69.1;99.6;1.3
27/06/1999;9.1753166;24.01752046;16.59641853;19.065;4.6;42.8;71.3;99.8;1.8
28/06/1999;12.1761794;24.81607996;18.49612968;28.178;0;28;50.1;72.2;2.9
29/06/1999;10.45068329;26.21355908;18.33212118;26.832;0;33.9;56.6;79.3;2
30/06/1999;14.80193435;27.41139832;21.10666634;20.34;0;31.8;50;68.2;5.4
01/07/1999;14.29689483;26.03334503;20.16511993;28.414;0;24.3;41.4;58.5;1.3
02/07/1999;12.7201681;26.43358506;19.57687658;30.208;0;23.6;48.2;72.8;2.7
03/07/1999;14.44705928;26.63370508;20.54038218;29.323;0;26.2;53.1;80;1.8
04/07/1999;16.023786;23.83202483;19.92790542;22.028;0;28.5;63.3;98.1;2.8
05/07/1999;16.47427935;25.23286496;20.85357215;16.987;12.2;52.3;77.7;100;2.7
06/07/1999;13.84640148;23.33172479;18.58906313;14.52;0.2;36.2;53.6;71;3.5
07/07/1999;12.64508588;25.13280495;18.88894541;27.316;0;35.3;49.3;63.3;6.9
08/07/1999;13.99656593;25.53304498;19.76480545;24.389;0;20.1;34;47.9;5.3
09/07/1999;15.34804598;25.03274494;20.19039546;20.599;0;22.8;36.1;49.4;2.4
10/07/1999;15.94870378;24.23226487;20.09048432;33.738;0;24.5;40.2;55.9;1.7
11/07/1999;10.99327693;28.33472524;19.66400108;26.738;0;42.3;58;73.7;1.6
12/07/1999;11.72604998;28.90869738;20.31737368;26.738;0;27;56.5;86;1.4
13/07/1999;11.80107155;29.90689675;20.85398415;18.191;20.2;34.7;62.3;89.9;4.2
14/07/1999;16.97755988;24.51662015;20.74709001;27.422;1.6;35.8;54.6;73.4;6.7
15/07/1999;17.20262459;26.71265876;21.95764168;29.04;0;33.2;49.1;65;5.8
16/07/1999;16.30236575;31.00491605;23.6536409;28.981;0;22.3;42.8;63.3;3.4
17/07/1999;12.1761794;29.40779706;20.79198823;28.131;0;30.2;46.2;62.2;2.1
18/07/1999;11.65102841;29.30797712;20.47950277;26.36;0;35.3;55.9;76.5;1.9
19/07/1999;13.22648138;28.40959769;20.81803954;16.267;0;33;66.8;100;1
20/07/1999;11.72604998;31.00491605;21.36548302;27.186;0;32.7;65.4;98.1;2.1
21/07/1999;14.35180493;30.20635656;22.27908074;25.746;0;30.6;54.8;79;3.2
22/07/1999;14.50184807;26.21355908;20.35770357;28.237;0;25.5;40.9;56.3;6
23/07/1999;14.27678336;27.41139832;20.84409084;28.756;0;16;32.2;48.4;7
24/07/1999;6.69960479;30.30617649;18.50289064;28.473;0;11.3;32.2;53.1;2.1
25/07/1999;8.4251009;29.80707681;19.11608885;27.977;0;20.5;47;73.5;1.6
26/07/1999;11.50098527;30.40599643;20.95349085;27.174;0;28.6;62.7;96.8;1.5
27/07/1999;13.60158923;28.20995782;20.90577352;13.634;0.5;44.4;78.5;100;2
28/07/1999;13.97669708;29.90689675;21.94179691;22.464;0;30;61.4;92.8;3.6
29/07/1999;17.65275401;30.10653662;23.87964531;20.764;0;34;55;76;4.3
30/07/1999;17.80279715;30.00671668;23.90475692;12.985;6;31.7;59.4;87.1;3.6
31/07/1999;14.35180493;27.51121826;20.93151159;14.72;1.5;48.7;83;100;2.7
01/08/1999;13.45154609;28.60923756;21.03039183;21.39;0;51.5;76.3;100;1.4
02/08/1999;12.55128725;28.60923756;20.58026241;23.267;4.5;44;79.3;100;2.3
03/08/1999;14.57686964;29.10833725;21.84260344;21.744;0;46.8;80.5;100;2.2
04/08/1999;17.87781872;26.71265876;22.29523874;16.385;6.5;62.5;87.1;100;3.8
05/08/1999;18.47799128;27.81067807;23.14433467;12.584;0.5;73.3;93.1;100;1.7
06/08/1999;16.45240889;25.31517964;20.88379427;10.306;13;80.1;96.1;100;3
07/08/1999;13.60158923;27.61103819;20.60631371;21.048;0;47.2;85.4;100;2.4
08/08/1999;15.55215005;27.41139832;21.48177419;17.341;33.5;69.2;86.2;100;1.6
09/08/1999;15.34804598;25.03274494;20.19039546;20.587;0;50.5;83.5;100;2.7
10/08/1999;15.87362155;24.23226487;20.05294321;33.738;0;39;50.4;61.8;5.4
11/08/1999;14.29689483;23.73196482;19.01442982;28.697;0;36.7;52.9;69.1;3.9
12/08/1999;13.9214837;23.83202483;18.87675427;28.19;0;27.1;46.5;65.9;4.2
13/08/1999;13.24574368;25.83322501;19.53948434;32.793;0;22;41.6;61.2;4.3
14/08/1999;14.2218126;25.83322501;20.02751881;31.932;0;32.6;45.4;58.2;2.8
15/08/1999;15.27296375;26.13340504;20.70318439;29.771;0;37.2;60.5;83.8;2.6
16/08/1999;13.69623703;23.73196482;18.71410092;16.597;0;65;80.1;95.2;2.2
17/08/1999;14.5221415;25.23286496;19.87750323;30.161;0;34.8;54.7;74.6;1.5
18/08/1999;13.39590813;25.733165;19.56453656;20.812;0;36.2;57.7;79.2;1.7
19/08/1999;15.19788153;25.23286496;20.21537324;23.503;0;38.1;51.3;64.5;1.4
20/08/1999;13.47099035;26.8338251;20.15240773;29.512;3.6;27.8;60.7;93.6;3.6
21/08/1999;12.7201681;27.33412515;20.02714662;30.338;0;24.8;48.4;72;1.6
22/08/1999;11.8191814;27.73436518;19.77677329;30.35;0;27.5;53.6;79.7;1.3
23/08/1999;11.72604998;30.00671668;20.86638333;22.063;0;32.6;63.5;94.4;1.5
24/08/1999;13.60158923;27.71085813;20.65622368;9.562;0;67.2;90.7;100;2
25/08/1999;17.65275401;27.81067807;22.73171604;13.15;0;68.6;83.9;99.2;2.5
26/08/1999;15.25206377;23.61824071;19.43515224;6.339;2.5;76;86.3;96.6;1
27/08/1999;14.35180493;29.507617;21.92971096;21.048;0;48.8;79.7;100;1.2
28/08/1999;14.57686964;30.40599643;22.49143304;16.302;45.5;42.7;77.8;100;1.6
29/08/1999;15.32708534;27.71085813;21.51897174;18.463;0;38.5;57.5;76.5;4.1
30/08/1999;10.15059701;27.31157838;18.7310877;20.127;0;27.2;42.4;57.6;4
31/08/1999;9.40038131;29.10833725;19.25435928;22.311;0;28.5;46.5;64.5;3.5
01/09/1999;10.675748;29.40779706;20.04177253;21.933;0;25;51.9;78.8;2.9
02/09/1999;11.27592056;31.50401574;21.38996815;21.756;0;17.6;51.7;85.8;2.1
03/09/1999;11.80107155;16.43120525;14.1161384;1.57;8;67;91.2;100;1.1
04/09/1999;13.90167551;23.61824071;18.75995811;19.194;0;55.3;82.1;100;1.4
05/09/1999;10.52570486;17.22976475;13.8777348;1.794;29;94.2;98.4;100;1.7
06/09/1999;15.10202063;18.52742393;16.81472228;3.294;0;90.7;96.4;100;1.7
07/09/1999;12.47626568;27.91049801;20.19338184;20.552;0;35.6;69.4;100;3
08/09/1999;11.72604998;27.41139832;19.56872415;20.021;0;33.4;66.8;100;2
09/09/1999;12.10115783;29.10833725;20.60474754;19.761;0;29.9;63.2;96.5;2.1
10/09/1999;11.57600684;26.31337901;18.94469293;15.936;0;52.4;72.8;93.2;2
11/09/1999;12.02613626;26.91229864;19.46921745;19.372;0;35.3;65;94.7;1.1
12/09/1999;9.47540288;26.8124787;18.14394079;19.171;0;36.6;64.6;92.6;0.7
13/09/1999;9.77548916;25.61463945;17.69506431;18.699;0;49.9;79.1;100;2.7
14/09/1999;13.60158923;22.02112172;17.81135548;8.122;16.2;77.9;94.3;100;0.9
15/09/1999;14.65189121;17.82868437;16.24028779;5.749;42.8;74;93.6;100;3.3
16/09/1999;12.32622254;24.61644008;18.47133131;19.891;0;20.6;45.3;70;4.1
17/09/1999;9.1753166;23.41860084;16.29695872;17.223;0;39.5;61.6;83.7;3.7
18/09/1999;10.30064015;22.32058153;16.31061084;15.795;0;41.9;67;92.1;2.2
19/09/1999;13.52656766;21.62184197;17.57420482;3.353;11;73.3;89.5;100;5.3
20/09/1999;10.97583428;20.92310242;15.94946835;16.007;0;51.4;64.4;77.4;1.4
21/09/1999;7.14973421;21.62184197;14.38578809;15.771;0;55.2;76.7;98.2;1.8
22/09/1999;15.1770422;22.91950116;19.04827168;9.68;7.5;78.1;86.3;94.5;4.1
23/09/1999;17.50271087;22.52022141;20.01146614;7.555;0.5;89.4;97.8;100;3.6
24/09/1999;17.80279715;24.1173404;20.96006877;7.579;0;83.8;97.2;100;2.7
25/09/1999;16.22734418;23.11914103;19.6732426;7.744;0;73.6;94.4;100;2.3
26/09/1999;13.45154609;22.52022141;17.98588375;13.221;0;43.1;63.1;83.1;2.5
27/09/1999;8.57514404;21.32238216;14.9487631;10.164;0.5;60.7;76.9;93.1;1.7
28/09/1999;14.50184807;21.4222021;17.96202509;14.118;0;42.9;63.7;84.5;3.8
29/09/1999;8.65016561;24.1173404;16.383753;16.633;0;43;77.3;100;1.4
30/09/1999;9.47540288;19.12634355;14.30087321;8.771;0;58.3;78.6;98.9;4.8
01/10/1999;13.75163237;19.5256233;16.63862783;9.751;0;50.6;61.1;71.6;4.4
02/10/1999;7.97497148;19.32598342;13.65047745;8.901;0;61.1;79;96.9;1.7
03/10/1999;13.52656766;17.03012487;15.27834627;3.624;1;45;70.1;95.2;6.1
04/10/1999;9.47540288;16.73066506;13.10303397;13.729;0;45;59.7;74.4;4.4
05/10/1999;4.74904397;16.830485;10.78976448;16.243;0;28.7;42.7;56.7;4.2
06/10/1999;0.99796547;18.32778405;9.662874762;16.09;0;23.9;45.5;67.1;1.8
07/10/1999;2.94852629;18.82688374;10.88770501;15.393;0;32.9;68.2;100;1.1
08/10/1999;4.07384984;21.02292235;12.5483861;15.039;0;30.6;58.2;85.8;3.8
09/10/1999;12.55128725;21.22256223;16.88692474;14.968;0;32.8;49.3;65.8;5
10/10/1999;4.29891455;21.32238216;12.81064836;14.425;0;44.3;70.2;96.1;1.8
11/10/1999;5.27419496;20.92310242;13.09864869;13.906;0;42.8;81.2;100;0.7
12/10/1999;6.77462636;18.7270638;12.75084508;9.597;0;58.8;86;100;1.7
13/10/1999;13.15145981;13.53642708;13.34394344;0.885;24;95.5;103;100;2.6
14/10/1999;12.25120097;17.12994481;14.69057289;4.096;1.5;85.3;97.5;100;1.4
15/10/1999;9.9255323;22.52022141;16.22287685;13.457;0;46.2;72.4;98.6;3
16/10/1999;7.29977735;20.42400273;13.86189004;13.209;0;55.2;88.2;100;0.9
17/10/1999;8.27505776;15.03372613;11.65439195;1.133;37.4;92.3;98.2;100;2.5
18/10/1999;12.10115783;14.23516664;13.16816223;3.518;68.8;87.4;98.7;100;2
19/10/1999;9.9255323;16.13174544;13.02863887;6.516;6.6;73.7;95.8;100;1.7
20/10/1999;11.50098527;14.63444638;13.06771583;1.133;80.4;97;100.8;100;5.9
21/10/1999;10.30064015;16.830485;13.56556257;8.24;4.2;64.4;85.9;100;2.2
22/10/1999;7.22475578;17.72886443;12.47681011;2.337;0;92.1;97;100;3.6
23/10/1999;10.22561858;21.22256223;15.7240904;11.002;1.5;39.2;69.7;100;1.7
24/10/1999;7.97497148;17.72886443;12.85191796;3.282;0;88.1;97.1;100;1.5
25/10/1999;8.12501462;21.92130179;15.0231582;12.501;0;37.4;81;100;1.5
26/10/1999;12.55128725;18.22796412;15.38962568;6.87;0;72.7;88.2;100;1.9
27/10/1999;8.12501462;21.92130179;15.0231582;10.73;0;44;77;100;1.1
28/10/1999;9.55042445;20.02472298;14.78757372;6.327;0;64.1;83.6;100;0.4
29/10/1999;9.25033817;18.12814418;13.68924117;5.82;0;79.9;91.2;100;0.9
30/10/1999;12.40124411;17.52922456;14.96523433;1.535;0.5;87;96.9;100;3.3
31/10/1999;10.75076957;22.02112172;16.38594565;10.671;0;44.1;74.5;100;1.8
