YEAR; Days    ; T_air      ; T_leaf     ; RH_air     ; PAR        ; VPD_Leaf   ; VPD_Cut    ; E_Leaf_m2  ; E_cuti_m2  ; E_Branch_m2; E_Trunk_m2 ; E_Plant_m2 ; g_canopy   ; g_s        ; g_cuti     ; P_evap_apo ; P_leaf_sym ; P_leaf_apo ; P_branch_s ; P_branch_a ; P_trunk_s  ; P_trunk_a  ; Turgor_tr  ; P_root1_sy ; P_endo1    ; P_root1_ap ; P_root2_sy ; P_endo2    ; P_root2_ap ; P_root3_sy ; P_endo3    ; P_root3_a  ; P_soil1    ; P_soil2    ; P_soil3    ; RWC1       ; RWC2       ; RWC3       ; PLC_leaf   ; PLC_branch ; PLC_trunk  ; PLC_root1  ; PLC_root2  ; PLC_root3  ; Q_plant   ; Q_leaf_s   ; Q_leaf_a   ; Q_branch_s ; Q_branch_a ; Q_trunk_s  ; Q_trunk_a  ; Q_root_s   ; Q_root_a   ; Q_soil1    ; Q_soil2    ; Q_soil3    ; VPD_Air    ; ETP_Pen    ; REW_t      ; RWC_leaf   ; RWC_leaf_s ; RWC_leaf_a ; RWC_Branch ; RWC_Br_s   ; RWC_Br_a   ; RWC_Trunk  ; RWC_Tr_s   ; RWC_Tr_a   ; RWC_Root   ; RWC_Root_s ; RWC_Root_a ; RWC_Plant  ; RWC_Plant_s; RWC_Plant_a; P_min_lf_d ; P_max_lf_d ; K_Plant_20 ; PLC_Plant  ; PLC_P_soil ; g_leaf     ; E_stomata  ; 
2018;45;1,88E+01;1,81E+01;7,87E+01;0,00E+00;3,43E-01;3,43E-01;5,38E-02;1,20E-02;0,00E+00;0,00E+00;5,38E-02;1,23E+01;1,72E+01;3,86E+00;-1,71E+00;-1,72E+00;-1,68E+00;-1,68E+00;-1,67E+00;-1,73E+00;-1,66E+00;7,06E-01;-1,66E+00;-1,66E+00;-1,66E+00;-1,66E+00;-1,66E+00;-1,66E+00;-1,66E+00;-1,66E+00;-1,66E+00;-1,74E+00;-1,57E+00;-3,56E-01;1,14E-01;1,26E-01;4,90E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,00E+01;6,78E-01;2,41E-01;1,42E+00;3,08E+00;5,51E+00;1,21E+01;5,91E+00;1,13E+01;7,87E+01;8,01E+01;1,23E+02;4,60E-01;1,51E-01;2,47E-01;8,80E-01;8,62E-01;9,36E-01;9,26E-01;8,65E-01;9,57E-01;9,30E-01;8,61E-01;9,64E-01;9,35E-01;8,66E-01;9,70E-01;9,48E-01;9,12E-01;9,65E-01;-2,64E+00;-1,51E+00;6,08E-01;1,24E+00;2,16E+00;2,10E+01;4,18E-02; 
2018;45,0417;1,81E+01;1,75E+01;8,15E+01;0,00E+00;2,75E-01;2,75E-01;4,24E-02;9,55E-03;0,00E+00;0,00E+00;4,24E-02;1,21E+01;1,67E+01;3,82E+00;-1,69E+00;-1,69E+00;-1,66E+00;-1,66E+00;-1,65E+00;-1,71E+00;-1,65E+00;7,25E-01;-1,65E+00;-1,64E+00;-1,64E+00;-1,65E+00;-1,64E+00;-1,64E+00;-1,64E+00;-1,64E+00;-1,64E+00;-1,73E+00;-1,57E+00;-3,57E-01;1,15E-01;1,26E-01;4,89E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,00E+01;6,80E-01;2,41E-01;1,42E+00;3,08E+00;5,52E+00;1,21E+01;5,92E+00;1,13E+01;7,88E+01;8,01E+01;1,23E+02;3,86E-01;1,29E-01;2,47E-01;8,82E-01;8,64E-01;9,36E-01;9,27E-01;8,67E-01;9,57E-01;9,30E-01;8,62E-01;9,64E-01;9,36E-01;8,68E-01;9,70E-01;9,48E-01;9,14E-01;9,65E-01;-1,72E+00;-1,69E+00;6,08E-01;1,24E+00;2,14E+00;2,05E+01;3,29E-02; 
2018;45,0833;1,75E+01;1,68E+01;8,42E+01;0,00E+00;2,12E-01;2,12E-01;3,21E-02;7,28E-03;0,00E+00;0,00E+00;3,21E-02;1,19E+01;1,63E+01;3,78E+00;-1,66E+00;-1,67E+00;-1,64E+00;-1,64E+00;-1,64E+00;-1,69E+00;-1,63E+00;7,41E-01;-1,63E+00;-1,63E+00;-1,63E+00;-1,63E+00;-1,63E+00;-1,63E+00;-1,63E+00;-1,63E+00;-1,63E+00;-1,73E+00;-1,57E+00;-3,57E-01;1,15E-01;1,26E-01;4,88E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,00E+01;6,82E-01;2,42E-01;1,42E+00;3,08E+00;5,53E+00;1,21E+01;5,92E+00;1,13E+01;7,88E+01;8,01E+01;1,23E+02;3,17E-01;1,09E-01;2,46E-01;8,83E-01;8,66E-01;9,36E-01;9,27E-01;8,68E-01;9,57E-01;9,31E-01;8,64E-01;9,64E-01;9,36E-01;8,69E-01;9,70E-01;9,49E-01;9,15E-01;9,65E-01;-1,72E+00;-1,67E+00;6,08E-01;1,24E+00;2,13E+00;2,00E+01;2,48E-02; 
2018;45,125;1,69E+01;1,62E+01;8,69E+01;0,00E+00;1,53E-01;1,53E-01;2,27E-02;5,19E-03;0,00E+00;0,00E+00;2,27E-02;1,16E+01;1,58E+01;3,73E+00;-1,64E+00;-1,64E+00;-1,63E+00;-1,63E+00;-1,62E+00;-1,67E+00;-1,62E+00;7,57E-01;-1,62E+00;-1,62E+00;-1,61E+00;-1,62E+00;-1,61E+00;-1,61E+00;-1,61E+00;-1,61E+00;-1,61E+00;-1,72E+00;-1,57E+00;-3,58E-01;1,16E-01;1,26E-01;4,87E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,00E+01;6,83E-01;2,42E-01;1,43E+00;3,09E+00;5,54E+00;1,21E+01;5,93E+00;1,13E+01;7,89E+01;8,01E+01;1,23E+02;2,52E-01;8,85E-02;2,46E-01;8,85E-01;8,68E-01;9,36E-01;9,27E-01;8,69E-01;9,57E-01;9,31E-01;8,66E-01;9,64E-01;9,36E-01;8,70E-01;9,70E-01;9,49E-01;9,16E-01;9,65E-01;-1,72E+00;-1,64E+00;6,08E-01;1,24E+00;2,12E+00;1,95E+01;1,75E-02; 
2018;45,1667;1,63E+01;1,56E+01;8,96E+01;0,00E+00;9,77E-02;9,77E-02;1,42E-02;3,28E-03;0,00E+00;0,00E+00;1,42E-02;1,14E+01;1,53E+01;3,69E+00;-1,62E+00;-1,62E+00;-1,61E+00;-1,61E+00;-1,61E+00;-1,65E+00;-1,60E+00;7,71E-01;-1,60E+00;-1,60E+00;-1,60E+00;-1,60E+00;-1,60E+00;-1,60E+00;-1,60E+00;-1,60E+00;-1,60E+00;-1,71E+00;-1,58E+00;-3,59E-01;1,16E-01;1,26E-01;4,87E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,01E+01;6,85E-01;2,42E-01;1,43E+00;3,09E+00;5,55E+00;1,21E+01;5,94E+00;1,13E+01;7,90E+01;8,01E+01;1,22E+02;1,92E-01;6,90E-02;2,46E-01;8,86E-01;8,69E-01;9,36E-01;9,28E-01;8,70E-01;9,57E-01;9,32E-01;8,67E-01;9,64E-01;9,37E-01;8,71E-01;9,70E-01;9,49E-01;9,17E-01;9,65E-01;-1,72E+00;-1,62E+00;6,08E-01;1,24E+00;2,10E+00;1,90E+01;1,10E-02; 
2018;45,2083;1,56E+01;1,50E+01;9,23E+01;0,00E+00;4,65E-02;4,64E-02;6,64E-03;1,55E-03;0,00E+00;0,00E+00;6,64E-03;1,11E+01;1,49E+01;3,65E+00;-1,60E+00;-1,60E+00;-1,59E+00;-1,60E+00;-1,59E+00;-1,64E+00;-1,59E+00;7,83E-01;-1,59E+00;-1,59E+00;-1,59E+00;-1,59E+00;-1,59E+00;-1,59E+00;-1,59E+00;-1,59E+00;-1,59E+00;-1,70E+00;-1,58E+00;-3,60E-01;1,17E-01;1,26E-01;4,86E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,01E+01;6,86E-01;2,42E-01;1,43E+00;3,09E+00;5,56E+00;1,21E+01;5,94E+00;1,13E+01;7,90E+01;8,01E+01;1,22E+02;1,37E-01;5,01E-02;2,46E-01;8,87E-01;8,71E-01;9,36E-01;9,28E-01;8,71E-01;9,57E-01;9,32E-01;8,68E-01;9,64E-01;9,37E-01;8,72E-01;9,70E-01;9,49E-01;9,17E-01;9,65E-01;-1,72E+00;-1,60E+00;6,08E-01;1,24E+00;2,09E+00;1,85E+01;5,09E-03; 
2018;45,25;1,50E+01;1,44E+01;9,50E+01;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,08E+01;1,44E+01;3,61E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,62E+00;-1,58E+00;7,95E-01;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,57E+00;-1,58E+00;-1,69E+00;-1,58E+00;-3,61E-01;1,17E-01;1,26E-01;4,85E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,01E+01;6,87E-01;2,42E-01;1,43E+00;3,09E+00;5,57E+00;1,21E+01;5,95E+00;1,13E+01;7,91E+01;8,01E+01;1,22E+02;8,53E-02;3,19E-02;2,46E-01;8,89E-01;8,73E-01;9,36E-01;9,29E-01;8,72E-01;9,57E-01;9,33E-01;8,70E-01;9,64E-01;9,37E-01;8,73E-01;9,70E-01;9,50E-01;9,18E-01;9,65E-01;-1,72E+00;-1,58E+00;6,08E-01;1,24E+00;2,07E+00;1,80E+01;0,00E+00; 
2018;45,2917;1,56E+01;1,67E+01;9,25E+01;5,41E+02;2,43E-01;2,43E-01;9,06E-02;8,33E-03;0,00E+00;0,00E+00;9,06E-02;3,43E+01;1,56E+02;3,77E+00;-1,65E+00;-1,65E+00;-1,61E+00;-1,59E+00;-1,59E+00;-1,61E+00;-1,58E+00;8,05E-01;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,58E+00;-1,68E+00;-1,58E+00;-3,62E-01;1,18E-01;1,26E-01;4,84E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,01E+01;6,83E-01;2,42E-01;1,43E+00;3,09E+00;5,57E+00;1,21E+01;5,95E+00;1,13E+01;7,92E+01;8,01E+01;1,22E+02;1,32E-01;2,16E+00;2,46E-01;8,84E-01;8,67E-01;9,36E-01;9,29E-01;8,72E-01;9,57E-01;9,33E-01;8,71E-01;9,64E-01;9,37E-01;8,73E-01;9,70E-01;9,50E-01;9,18E-01;9,65E-01;-1,72E+00;-1,58E+00;6,08E-01;1,24E+00;2,06E+00;1,60E+02;8,22E-02; 
2018;45,3333;1,72E+01;1,96E+01;8,55E+01;1,05E+03;5,68E-01;5,68E-01;2,18E-01;2,04E-02;0,00E+00;0,00E+00;2,18E-01;3,52E+01;1,78E+02;3,97E+00;-1,80E+00;-1,80E+00;-1,69E+00;-1,63E+00;-1,65E+00;-1,61E+00;-1,62E+00;8,07E-01;-1,61E+00;-1,62E+00;-1,62E+00;-1,61E+00;-1,62E+00;-1,62E+00;-1,61E+00;-1,62E+00;-1,62E+00;-1,68E+00;-1,58E+00;-3,62E-01;1,18E-01;1,26E-01;4,83E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,01E+01;6,74E-01;2,41E-01;1,43E+00;3,08E+00;5,57E+00;1,21E+01;5,93E+00;1,13E+01;7,92E+01;8,01E+01;1,22E+02;2,85E-01;4,35E+00;2,46E-01;8,76E-01;8,55E-01;9,36E-01;9,27E-01;8,69E-01;9,57E-01;9,33E-01;8,71E-01;9,64E-01;9,36E-01;8,70E-01;9,70E-01;9,49E-01;9,17E-01;9,65E-01;-1,80E+00;-1,58E+00;6,08E-01;1,24E+00;2,05E+00;1,82E+02;1,97E-01; 
2018;45,375;1,96E+01;2,27E+01;7,49E+01;1,48E+03;1,01E+00;1,01E+00;3,89E-01;3,82E-02;0,00E+00;0,00E+00;3,89E-01;3,52E+01;1,79E+02;4,20E+00;-2,02E+00;-2,02E+00;-1,81E+00;-1,70E+00;-1,74E+00;-1,62E+00;-1,69E+00;7,95E-01;-1,68E+00;-1,68E+00;-1,68E+00;-1,68E+00;-1,68E+00;-1,68E+00;-1,67E+00;-1,68E+00;-1,68E+00;-1,67E+00;-1,58E+00;-3,63E-01;1,19E-01;1,26E-01;4,82E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;4,00E+01;6,60E-01;2,41E-01;1,42E+00;3,08E+00;5,57E+00;1,21E+01;5,90E+00;1,13E+01;7,92E+01;8,01E+01;1,22E+02;5,73E-01;6,53E+00;2,46E-01;8,63E-01;8,38E-01;9,36E-01;9,25E-01;8,63E-01;9,57E-01;9,33E-01;8,69E-01;9,64E-01;9,35E-01;8,65E-01;9,70E-01;9,49E-01;9,15E-01;9,65E-01;-2,02E+00;-1,58E+00;6,08E-01;1,24E+00;2,05E+00;1,83E+02;3,51E-01; 
2018;45,4167;2,25E+01;2,65E+01;6,25E+01;1,81E+03;1,71E+00;1,71E+00;5,95E-01;6,89E-02;0,00E+00;0,00E+00;5,95E-01;3,12E+01;1,08E+02;4,51E+00;-2,30E+00;-2,32E+00;-1,98E+00;-1,82E+00;-1,86E+00;-1,66E+00;-1,79E+00;7,67E-01;-1,77E+00;-1,78E+00;-1,78E+00;-1,77E+00;-1,78E+00;-1,78E+00;-1,77E+00;-1,78E+00;-1,78E+00;-1,68E+00;-1,58E+00;-3,64E-01;1,18E-01;1,25E-01;4,81E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;3,99E+01;6,42E-01;2,41E-01;1,40E+00;3,08E+00;5,55E+00;1,21E+01;5,85E+00;1,13E+01;7,92E+01;8,00E+01;1,22E+02;1,02E+00;8,52E+00;2,45E-01;8,46E-01;8,15E-01;9,36E-01;9,22E-01;8,54E-01;9,57E-01;9,32E-01;8,67E-01;9,64E-01;9,32E-01;8,58E-01;9,70E-01;9,47E-01;9,11E-01;9,65E-01;-2,32E+00;-1,58E+00;6,08E-01;1,24E+00;2,05E+00;1,12E+02;5,26E-01; 
2018;45,4583;2,54E+01;3,07E+01;5,01E+01;2,02E+03;2,71E+00;2,71E+00;6,55E-01;1,17E-01;0,00E+00;0,00E+00;6,55E-01;2,01E+01;3,72E+01;4,86E+00;-2,47E+00;-2,53E+00;-2,11E+00;-1,94E+00;-1,98E+00;-1,71E+00;-1,89E+00;7,22E-01;-1,87E+00;-1,88E+00;-1,88E+00;-1,87E+00;-1,88E+00;-1,88E+00;-1,87E+00;-1,88E+00;-1,88E+00;-1,69E+00;-1,59E+00;-3,65E-01;1,18E-01;1,25E-01;4,80E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;3,98E+01;6,30E-01;2,40E-01;1,39E+00;3,07E+00;5,52E+00;1,21E+01;5,80E+00;1,13E+01;7,91E+01;8,00E+01;1,22E+02;1,62E+00;1,01E+01;2,44E-01;8,34E-01;8,00E-01;9,36E-01;9,19E-01;8,44E-01;9,57E-01;9,30E-01;8,62E-01;9,64E-01;9,30E-01;8,50E-01;9,70E-01;9,46E-01;9,07E-01;9,65E-01;-2,53E+00;-1,58E+00;6,08E-01;1,24E+00;2,08E+00;4,21E+01;5,38E-01; 
2018;45,5;2,78E+01;3,35E+01;3,95E+01;2,09E+03;3,60E+00;3,60E+00;6,45E-01;1,63E-01;0,00E+00;0,00E+00;6,45E-01;1,36E+01;1,96E+01;5,11E+00;-2,53E+00;-2,62E+00;-2,17E+00;-2,02E+00;-2,04E+00;-1,78E+00;-1,95E+00;6,72E-01;-1,93E+00;-1,94E+00;-1,94E+00;-1,93E+00;-1,94E+00;-1,94E+00;-1,93E+00;-1,94E+00;-1,94E+00;-1,71E+00;-1,60E+00;-3,66E-01;1,16E-01;1,24E-01;4,79E-01;6,35E+00;4,33E+00;3,58E+00;3,03E+00;3,03E+00;3,03E+00;3,97E+01;6,25E-01;2,40E-01;1,38E+00;3,07E+00;5,49E+00;1,21E+01;5,76E+00;1,13E+01;7,90E+01;7,99E+01;1,22E+02;2,26E+00;1,09E+01;2,43E-01;8,29E-01;7,93E-01;9,36E-01;9,17E-01;8,39E-01;9,57E-01;9,29E-01;8,57E-01;9,64E-01;9,28E-01;8,45E-01;9,70E-01;9,45E-01;9,03E-01;9,65E-01;-2,62E+00;-1,58E+00;6,08E-01;1,24E+00;2,11E+00;2,47E+01;4,82E-01; 
2018;45,5417;2,94E+01;3,49E+01;3,25E+01;2,02E+03;4,18E+00;4,17E+00;6,40E-01;1,93E-01;0,00E+00;0,00E+00;6,40E-01;1,08E+01;1,44E+01;5,25E+00;-2,55E+00;-2,65E+00;-2,20E+00;-2,05E+00;-2,06E+00;-1,83E+00;-1,98E+00;6,29E-01;-1,96E+00;-1,96E+00;-1,96E+00;-1,96E+00;-1,96E+00;-1,96E+00;-1,96E+00;-1,96E+00;-1,96E+00;-1,73E+00;-1,60E+00;-3,67E-01;1,15E-01;1,24E-01;4,78E-01;6,74E+00;4,51E+00;3,72E+00;3,06E+00;3,06E+00;3,06E+00;3,97E+01;6,22E-01;2,39E-01;1,37E+00;3,07E+00;5,46E+00;1,21E+01;5,75E+00;1,13E+01;7,88E+01;7,98E+01;1,22E+02;2,77E+00;1,09E+01;2,42E-01;8,26E-01;7,90E-01;9,33E-01;9,15E-01;8,36E-01;9,55E-01;9,26E-01;8,53E-01;9,63E-01;9,27E-01;8,43E-01;9,69E-01;9,43E-01;9,01E-01;9,64E-01;-2,65E+00;-1,58E+00;6,08E-01;1,30E+00;2,21E+00;1,96E+01;4,46E-01; 
2018;45,5833;3,00E+01;3,49E+01;3,00E+01;1,81E+03;4,22E+00;4,22E+00;6,30E-01;1,95E-01;0,00E+00;0,00E+00;6,30E-01;1,04E+01;1,37E+01;5,25E+00;-2,55E+00;-2,66E+00;-2,21E+00;-2,07E+00;-2,07E+00;-1,88E+00;-1,99E+00;5,95E-01;-1,97E+00;-1,97E+00;-1,97E+00;-1,97E+00;-1,97E+00;-1,97E+00;-1,97E+00;-1,97E+00;-1,97E+00;-1,74E+00;-1,61E+00;-3,68E-01;1,14E-01;1,23E-01;4,77E-01;6,91E+00;4,69E+00;3,88E+00;3,16E+00;3,16E+00;3,16E+00;3,96E+01;6,22E-01;2,39E-01;1,37E+00;3,06E+00;5,44E+00;1,21E+01;5,74E+00;1,13E+01;7,87E+01;7,98E+01;1,21E+02;2,97E+00;9,90E+00;2,41E-01;8,25E-01;7,89E-01;9,31E-01;9,14E-01;8,35E-01;9,53E-01;9,24E-01;8,49E-01;9,61E-01;9,26E-01;8,42E-01;9,68E-01;9,42E-01;8,99E-01;9,63E-01;-2,66E+00;-1,58E+00;6,07E-01;1,35E+00;2,30E+00;1,89E+01;4,35E-01; 
2018;45,625;2,94E+01;3,34E+01;3,25E+01;1,48E+03;3,71E+00;3,71E+00;6,04E-01;1,67E-01;0,00E+00;0,00E+00;6,04E-01;1,19E+01;1,64E+01;5,10E+00;-2,55E+00;-2,64E+00;-2,22E+00;-2,08E+00;-2,09E+00;-1,91E+00;-2,01E+00;5,67E-01;-1,99E+00;-1,99E+00;-1,99E+00;-1,99E+00;-1,99E+00;-1,99E+00;-1,99E+00;-1,99E+00;-1,99E+00;-1,76E+00;-1,62E+00;-3,69E-01;1,13E-01;1,22E-01;4,76E-01;6,91E+00;4,79E+00;3,99E+00;3,28E+00;3,28E+00;3,28E+00;3,95E+01;6,23E-01;2,39E-01;1,37E+00;3,05E+00;5,42E+00;1,20E+01;5,73E+00;1,12E+01;7,85E+01;7,97E+01;1,21E+02;2,77E+00;8,11E+00;2,40E-01;8,26E-01;7,91E-01;9,31E-01;9,13E-01;8,34E-01;9,52E-01;9,22E-01;8,47E-01;9,60E-01;9,25E-01;8,41E-01;9,67E-01;9,41E-01;8,97E-01;9,62E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,35E+00;2,15E+01;4,37E-01; 
2018;45,6667;2,78E+01;3,04E+01;3,95E+01;1,05E+03;2,78E+00;2,78E+00;5,58E-01;1,20E-01;0,00E+00;0,00E+00;5,58E-01;1,59E+01;2,50E+01;4,83E+00;-2,53E+00;-2,60E+00;-2,21E+00;-2,09E+00;-2,09E+00;-1,94E+00;-2,02E+00;5,44E-01;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-1,78E+00;-1,63E+00;-3,70E-01;1,11E-01;1,22E-01;4,75E-01;6,91E+00;4,79E+00;4,00E+00;3,39E+00;3,39E+00;3,39E+00;3,95E+01;6,26E-01;2,39E-01;1,37E+00;3,05E+00;5,41E+00;1,20E+01;5,73E+00;1,12E+01;7,84E+01;7,96E+01;1,21E+02;2,26E+00;5,71E+00;2,39E-01;8,29E-01;7,95E-01;9,31E-01;9,12E-01;8,33E-01;9,52E-01;9,21E-01;8,44E-01;9,60E-01;9,24E-01;8,40E-01;9,66E-01;9,40E-01;8,96E-01;9,61E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,40E+00;2,99E+01;4,38E-01; 
2018;45,7083;2,54E+01;2,62E+01;5,01E+01;5,41E+02;1,71E+00;1,71E+00;4,65E-01;6,86E-02;0,00E+00;0,00E+00;4,65E-01;2,34E+01;5,02E+01;4,48E+00;-2,45E+00;-2,49E+00;-2,18E+00;-2,09E+00;-2,08E+00;-1,97E+00;-2,02E+00;5,27E-01;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-2,00E+00;-1,80E+00;-1,64E+00;-3,72E-01;1,10E-01;1,21E-01;4,74E-01;6,91E+00;4,79E+00;4,00E+00;3,41E+00;3,41E+00;3,41E+00;3,95E+01;6,32E-01;2,39E-01;1,37E+00;3,06E+00;5,40E+00;1,20E+01;5,73E+00;1,12E+01;7,83E+01;7,95E+01;1,21E+02;1,62E+00;3,00E+00;2,38E-01;8,34E-01;8,02E-01;9,31E-01;9,12E-01;8,33E-01;9,52E-01;9,21E-01;8,43E-01;9,60E-01;9,24E-01;8,40E-01;9,66E-01;9,40E-01;8,96E-01;9,61E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,44E+00;5,47E+01;3,96E-01; 
2018;45,75;2,25E+01;2,17E+01;6,25E+01;1,50E-03;8,50E-01;8,49E-01;1,44E-01;3,16E-02;0,00E+00;0,00E+00;1,44E-01;1,34E+01;1,93E+01;4,13E+00;-2,19E+00;-2,24E+00;-2,06E+00;-2,04E+00;-2,01E+00;-1,98E+00;-1,97E+00;5,19E-01;-1,97E+00;-1,96E+00;-1,96E+00;-1,97E+00;-1,96E+00;-1,96E+00;-1,97E+00;-1,96E+00;-1,96E+00;-1,82E+00;-1,65E+00;-3,73E-01;1,09E-01;1,20E-01;4,73E-01;6,91E+00;4,79E+00;4,00E+00;3,41E+00;3,41E+00;3,41E+00;3,95E+01;6,47E-01;2,39E-01;1,37E+00;3,06E+00;5,39E+00;1,20E+01;5,74E+00;1,12E+01;7,81E+01;7,94E+01;1,21E+02;1,02E+00;2,92E-01;2,37E-01;8,49E-01;8,21E-01;9,31E-01;9,14E-01;8,37E-01;9,52E-01;9,21E-01;8,42E-01;9,60E-01;9,25E-01;8,42E-01;9,66E-01;9,40E-01;8,97E-01;9,61E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,48E+00;2,34E+01;1,12E-01; 
2018;45,7917;2,19E+01;2,11E+01;6,52E+01;0,00E+00;7,52E-01;7,52E-01;1,26E-01;2,77E-02;0,00E+00;0,00E+00;1,26E-01;1,33E+01;1,90E+01;4,08E+00;-2,00E+00;-2,02E+00;-1,92E+00;-1,92E+00;-1,89E+00;-1,96E+00;-1,87E+00;5,33E-01;-1,87E+00;-1,87E+00;-1,87E+00;-1,87E+00;-1,87E+00;-1,87E+00;-1,87E+00;-1,87E+00;-1,87E+00;-1,83E+00;-1,66E+00;-3,74E-01;1,09E-01;1,20E-01;4,72E-01;6,91E+00;4,79E+00;4,00E+00;3,41E+00;3,41E+00;3,41E+00;3,96E+01;6,60E-01;2,39E-01;1,39E+00;3,06E+00;5,40E+00;1,21E+01;5,79E+00;1,12E+01;7,81E+01;7,94E+01;1,21E+02;9,13E-01;2,67E-01;2,37E-01;8,62E-01;8,39E-01;9,31E-01;9,17E-01;8,46E-01;9,52E-01;9,21E-01;8,43E-01;9,60E-01;9,27E-01;8,50E-01;9,66E-01;9,41E-01;9,00E-01;9,61E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,50E+00;2,31E+01;9,84E-02; 
2018;45,8333;2,13E+01;2,05E+01;6,79E+01;0,00E+00;6,60E-01;6,60E-01;1,09E-01;2,41E-02;0,00E+00;0,00E+00;1,09E-01;1,31E+01;1,87E+01;4,04E+00;-1,93E+00;-1,95E+00;-1,87E+00;-1,86E+00;-1,84E+00;-1,92E+00;-1,82E+00;5,59E-01;-1,82E+00;-1,82E+00;-1,82E+00;-1,82E+00;-1,82E+00;-1,82E+00;-1,82E+00;-1,82E+00;-1,82E+00;-1,83E+00;-1,66E+00;-3,75E-01;1,09E-01;1,20E-01;4,71E-01;6,91E+00;4,79E+00;4,00E+00;3,41E+00;3,41E+00;3,41E+00;3,97E+01;6,65E-01;2,39E-01;1,40E+00;3,06E+00;5,42E+00;1,21E+01;5,82E+00;1,12E+01;7,81E+01;7,94E+01;1,21E+02;8,10E-01;2,42E-01;2,36E-01;8,66E-01;8,44E-01;9,31E-01;9,18E-01;8,51E-01;9,52E-01;9,22E-01;8,46E-01;9,60E-01;9,29E-01;8,54E-01;9,66E-01;9,42E-01;9,03E-01;9,61E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,51E+00;2,27E+01;8,54E-02; 
2018;45,875;2,06E+01;1,99E+01;7,06E+01;0,00E+00;5,73E-01;5,73E-01;9,39E-02;2,07E-02;0,00E+00;0,00E+00;9,39E-02;1,29E+01;1,83E+01;3,99E+00;-1,88E+00;-1,90E+00;-1,83E+00;-1,82E+00;-1,81E+00;-1,89E+00;-1,79E+00;5,86E-01;-1,79E+00;-1,79E+00;-1,79E+00;-1,79E+00;-1,79E+00;-1,79E+00;-1,79E+00;-1,79E+00;-1,79E+00;-1,83E+00;-1,66E+00;-3,76E-01;1,09E-01;1,19E-01;4,70E-01;6,91E+00;4,79E+00;4,00E+00;3,41E+00;3,41E+00;3,41E+00;3,97E+01;6,68E-01;2,40E-01;1,40E+00;3,06E+00;5,43E+00;1,21E+01;5,84E+00;1,12E+01;7,81E+01;7,93E+01;1,21E+02;7,14E-01;2,18E-01;2,36E-01;8,69E-01;8,48E-01;9,31E-01;9,19E-01;8,54E-01;9,52E-01;9,23E-01;8,49E-01;9,60E-01;9,29E-01;8,56E-01;9,66E-01;9,43E-01;9,04E-01;9,61E-01;-2,66E+00;-1,58E+00;6,07E-01;1,36E+00;2,50E+00;2,23E+01;7,32E-02; 
