YEAR; Days    ; T_air      ; T_leaf     ; RH_air     ; PAR        ; VPD_Leaf   ; VPD_Cut    ; E_Leaf_m2  ; E_cuti_m2  ; E_Branch_m2; E_Trunk_m2 ; E_Plant_m2 ; g_canopy   ; g_s        ; g_cuti     ; P_evap_apo ; P_leaf_sym ; P_leaf_apo ; P_branch_s ; P_branch_a ; P_trunk_s  ; P_trunk_a  ; Turgor_tr  ; P_root1_sy ; P_endo1    ; P_root1_ap ; P_root2_sy ; P_endo2    ; P_root2_ap ; P_root3_sy ; P_endo3    ; P_root3_a  ; P_soil1    ; P_soil2    ; P_soil3    ; RWC1       ; RWC2       ; RWC3       ; PLC_leaf   ; PLC_branch ; PLC_trunk  ; PLC_root1  ; PLC_root2  ; PLC_root3  ; Q_plant   ; Q_leaf_s   ; Q_leaf_a   ; Q_branch_s ; Q_branch_a ; Q_trunk_s  ; Q_trunk_a  ; Q_root_s   ; Q_root_a   ; Q_soil1    ; Q_soil2    ; Q_soil3    ; VPD_Air    ; ETP_Pen    ; REW_t      ; RWC_leaf   ; RWC_leaf_s ; RWC_leaf_a ; RWC_Branch ; RWC_Br_s   ; RWC_Br_a   ; RWC_Trunk  ; RWC_Tr_s   ; RWC_Tr_a   ; RWC_Root   ; RWC_Root_s ; RWC_Root_a ; RWC_Plant  ; RWC_Plant_s; RWC_Plant_a; P_min_lf_d ; P_max_lf_d ; K_Plant_20 ; PLC_Plant  ; PLC_P_soil ; g_leaf     ; E_stomata  ; 
2018;0,0417;1,81E+01;1,75E+01;8,15E+01;0,00E+00;2,99E-01;2,99E-01;4,61E-02;1,04E-02;0,00E+00;0,00E+00;4,61E-02;1,21E+01;1,67E+01;3,82E+00;-7,20E-02;-7,71E-02;-4,70E-02;-2,86E-02;-3,80E-02;-5,68E-03;-3,31E-02;2,10E+00;-3,02E-02;-3,23E-02;-3,23E-02;-3,01E-02;-3,23E-02;-3,23E-02;-3,01E-02;-3,22E-02;-3,23E-02;-3,29E-02;-3,30E-02;-3,30E-02;9,87E-01;9,87E-01;9,87E-01;3,06E-02;3,03E-02;3,00E-02;3,09E-02;3,09E-02;3,09E-02;4,29E+01;7,82E-01;2,62E-01;1,64E+00;3,28E+00;6,40E+00;1,28E+01;6,80E+00;1,19E+01;1,81E+02;1,81E+02;1,81E+02;3,86E-01;1,29E-01;1,00E+00;9,95E-01;9,94E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;1,00E+00;1,00E+00;1,00E+00;9,99E-01;9,98E-01;1,00E+00;1,00E+00;9,99E-01;1,00E+00;-7,71E-02;-9,80E-06;6,15E-01;6,65E-03;6,67E-03;2,05E+01;3,58E-02; 
2018;0,0833;1,75E+01;1,68E+01;8,42E+01;0,00E+00;2,35E-01;2,35E-01;3,55E-02;8,05E-03;0,00E+00;0,00E+00;3,55E-02;1,19E+01;1,63E+01;3,78E+00;-7,62E-02;-8,08E-02;-5,62E-02;-4,56E-02;-4,90E-02;-1,54E-02;-4,48E-02;2,09E+00;-4,34E-02;-4,41E-02;-4,41E-02;-4,34E-02;-4,41E-02;-4,41E-02;-4,34E-02;-4,41E-02;-4,41E-02;-3,30E-02;-3,30E-02;-3,30E-02;9,87E-01;9,87E-01;9,87E-01;3,10E-02;3,08E-02;3,05E-02;3,18E-02;3,18E-02;3,18E-02;4,29E+01;7,82E-01;2,62E-01;1,63E+00;3,28E+00;6,39E+00;1,28E+01;6,79E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;3,17E-01;1,09E-01;1,00E+00;9,95E-01;9,93E-01;1,00E+00;9,99E-01;9,96E-01;1,00E+00;9,99E-01;9,99E-01;1,00E+00;9,99E-01;9,96E-01;1,00E+00;9,99E-01;9,99E-01;1,00E+00;-8,11E-02;-9,80E-06;6,15E-01;6,75E-03;6,77E-03;2,00E+01;2,75E-02; 
2018;0,125;1,69E+01;1,62E+01;8,69E+01;0,00E+00;1,74E-01;1,74E-01;2,59E-02;5,92E-03;0,00E+00;0,00E+00;2,59E-02;1,16E+01;1,58E+01;3,73E+00;-7,13E-02;-7,50E-02;-5,64E-02;-5,05E-02;-5,10E-02;-2,42E-02;-4,76E-02;2,08E+00;-4,70E-02;-4,70E-02;-4,71E-02;-4,70E-02;-4,70E-02;-4,71E-02;-4,70E-02;-4,70E-02;-4,71E-02;-3,31E-02;-3,30E-02;-3,30E-02;9,87E-01;9,87E-01;9,87E-01;3,10E-02;3,08E-02;3,05E-02;3,20E-02;3,20E-02;3,20E-02;4,29E+01;7,83E-01;2,62E-01;1,63E+00;3,28E+00;6,39E+00;1,28E+01;6,79E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;2,52E-01;8,85E-02;1,00E+00;9,95E-01;9,94E-01;1,00E+00;9,98E-01;9,96E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;9,98E-01;9,96E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;-8,11E-02;-9,80E-06;6,15E-01;6,75E-03;6,77E-03;1,95E+01;2,00E-02; 
2018;0,1667;1,63E+01;1,56E+01;8,96E+01;0,00E+00;1,18E-01;1,18E-01;1,72E-02;3,98E-03;0,00E+00;0,00E+00;1,72E-02;1,14E+01;1,53E+01;3,69E+00;-6,28E-02;-6,56E-02;-5,26E-02;-4,98E-02;-4,89E-02;-3,07E-02;-4,65E-02;2,07E+00;-4,63E-02;-4,61E-02;-4,61E-02;-4,63E-02;-4,61E-02;-4,61E-02;-4,63E-02;-4,61E-02;-4,61E-02;-3,32E-02;-3,31E-02;-3,30E-02;9,86E-01;9,87E-01;9,87E-01;3,10E-02;3,08E-02;3,05E-02;3,20E-02;3,20E-02;3,20E-02;4,29E+01;7,83E-01;2,62E-01;1,63E+00;3,28E+00;6,39E+00;1,28E+01;6,79E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;1,92E-01;6,90E-02;1,00E+00;9,96E-01;9,95E-01;1,00E+00;9,98E-01;9,96E-01;1,00E+00;9,99E-01;9,97E-01;1,00E+00;9,99E-01;9,96E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;-8,11E-02;-9,80E-06;6,15E-01;6,75E-03;6,77E-03;1,90E+01;1,33E-02; 
2018;0,2083;1,56E+01;1,50E+01;9,23E+01;0,00E+00;6,62E-02;6,61E-02;9,45E-03;2,20E-03;0,00E+00;0,00E+00;9,45E-03;1,11E+01;1,49E+01;3,65E+00;-5,32E-02;-5,50E-02;-4,73E-02;-4,66E-02;-4,52E-02;-3,48E-02;-4,37E-02;2,07E+00;-4,37E-02;-4,34E-02;-4,34E-02;-4,37E-02;-4,34E-02;-4,34E-02;-4,37E-02;-4,34E-02;-4,34E-02;-3,33E-02;-3,31E-02;-3,30E-02;9,86E-01;9,87E-01;9,87E-01;3,10E-02;3,08E-02;3,05E-02;3,20E-02;3,20E-02;3,20E-02;4,29E+01;7,84E-01;2,62E-01;1,63E+00;3,28E+00;6,38E+00;1,28E+01;6,79E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;1,37E-01;5,01E-02;1,00E+00;9,97E-01;9,95E-01;1,00E+00;9,99E-01;9,96E-01;1,00E+00;9,99E-01;9,97E-01;1,00E+00;9,99E-01;9,96E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;-8,11E-02;-9,80E-06;6,15E-01;6,75E-03;6,77E-03;1,85E+01;7,25E-03; 
2018;0,25;1,50E+01;1,44E+01;9,50E+01;0,00E+00;1,77E-02;1,77E-02;2,48E-03;5,83E-04;0,00E+00;0,00E+00;2,48E-03;1,08E+01;1,44E+01;3,61E+00;-4,35E-02;-4,44E-02;-4,15E-02;-4,24E-02;-4,08E-02;-3,68E-02;-4,02E-02;2,07E+00;-4,04E-02;-4,01E-02;-4,01E-02;-4,04E-02;-4,01E-02;-4,01E-02;-4,04E-02;-4,01E-02;-4,01E-02;-3,34E-02;-3,31E-02;-3,30E-02;9,86E-01;9,87E-01;9,87E-01;3,10E-02;3,08E-02;3,05E-02;3,20E-02;3,20E-02;3,20E-02;4,29E+01;7,85E-01;2,62E-01;1,63E+00;3,28E+00;6,38E+00;1,28E+01;6,80E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;8,53E-02;3,19E-02;1,00E+00;9,97E-01;9,96E-01;1,00E+00;9,99E-01;9,96E-01;1,00E+00;9,99E-01;9,97E-01;1,00E+00;9,99E-01;9,97E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;-8,11E-02;-9,80E-06;6,15E-01;6,75E-03;6,77E-03;1,80E+01;1,90E-03; 
2018;0,2917;1,56E+01;1,67E+01;9,25E+01;5,41E+02;2,65E-01;2,65E-01;9,86E-02;9,07E-03;0,00E+00;0,00E+00;9,86E-02;3,43E+01;1,56E+02;3,77E+00;-1,31E-01;-1,30E-01;-8,29E-02;-5,46E-02;-6,56E-02;-3,92E-02;-5,57E-02;2,07E+00;-5,12E-02;-5,39E-02;-5,39E-02;-5,12E-02;-5,38E-02;-5,39E-02;-5,12E-02;-5,38E-02;-5,39E-02;-3,34E-02;-3,32E-02;-3,31E-02;9,86E-01;9,87E-01;9,87E-01;3,30E-02;3,10E-02;3,05E-02;3,25E-02;3,25E-02;3,25E-02;4,29E+01;7,79E-01;2,62E-01;1,63E+00;3,28E+00;6,38E+00;1,28E+01;6,79E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;1,32E-01;2,16E+00;1,00E+00;9,92E-01;9,89E-01;1,00E+00;9,98E-01;9,95E-01;1,00E+00;9,99E-01;9,97E-01;1,00E+00;9,98E-01;9,96E-01;1,00E+00;9,99E-01;9,98E-01;1,00E+00;-1,30E-01;-9,80E-06;6,15E-01;6,99E-03;7,01E-03;1,60E+02;8,96E-02; 
2018;0,3333;1,72E+01;1,95E+01;8,55E+01;1,05E+03;5,92E-01;5,92E-01;2,28E-01;2,12E-02;0,00E+00;0,00E+00;2,28E-01;3,53E+01;1,81E+02;3,97E+00;-2,82E-01;-2,85E-01;-1,67E-01;-1,02E-01;-1,25E-01;-4,99E-02;-1,01E-01;2,06E+00;-9,12E-02;-9,65E-02;-9,66E-02;-9,11E-02;-9,65E-02;-9,66E-02;-9,11E-02;-9,64E-02;-9,66E-02;-3,37E-02;-3,32E-02;-3,31E-02;9,86E-01;9,86E-01;9,87E-01;4,23E-02;3,68E-02;3,47E-02;3,60E-02;3,60E-02;3,60E-02;4,29E+01;7,69E-01;2,62E-01;1,63E+00;3,28E+00;6,38E+00;1,28E+01;6,77E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;2,85E-01;4,35E+00;1,00E+00;9,82E-01;9,77E-01;1,00E+00;9,97E-01;9,92E-01;1,00E+00;9,98E-01;9,96E-01;1,00E+00;9,97E-01;9,92E-01;1,00E+00;9,98E-01;9,96E-01;1,00E+00;-2,85E-01;-9,80E-06;6,15E-01;8,65E-03;8,67E-03;1,85E+02;2,06E-01; 
2018;0,375;1,96E+01;2,26E+01;7,49E+01;1,48E+03;1,02E+00;1,02E+00;4,00E-01;3,86E-02;0,00E+00;0,00E+00;4,00E-01;3,59E+01;1,96E+02;4,19E+00;-5,01E-01;-5,09E-01;-2,93E-01;-1,83E-01;-2,19E-01;-7,46E-02;-1,75E-01;2,04E+00;-1,58E-01;-1,66E-01;-1,67E-01;-1,58E-01;-1,66E-01;-1,67E-01;-1,58E-01;-1,66E-01;-1,67E-01;-3,44E-02;-3,35E-02;-3,32E-02;9,86E-01;9,86E-01;9,87E-01;6,04E-02;4,80E-02;4,32E-02;4,26E-02;4,26E-02;4,26E-02;4,28E+01;7,55E-01;2,62E-01;1,62E+00;3,27E+00;6,36E+00;1,28E+01;6,73E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;5,73E-01;6,53E+00;9,99E-01;9,69E-01;9,58E-01;9,99E-01;9,95E-01;9,85E-01;1,00E+00;9,98E-01;9,94E-01;1,00E+00;9,95E-01;9,87E-01;1,00E+00;9,97E-01;9,93E-01;1,00E+00;-5,09E-01;-9,80E-06;6,15E-01;1,19E-02;1,19E-02;2,00E+02;3,61E-01; 
2018;0,4167;2,25E+01;2,56E+01;6,25E+01;1,81E+03;1,56E+00;1,56E+00;6,16E-01;6,20E-02;0,00E+00;0,00E+00;6,16E-01;3,60E+01;2,00E+02;4,43E+00;-7,86E-01;-8,03E-01;-4,63E-01;-2,99E-01;-3,47E-01;-1,17E-01;-2,77E-01;2,00E+00;-2,53E-01;-2,64E-01;-2,65E-01;-2,53E-01;-2,64E-01;-2,65E-01;-2,53E-01;-2,64E-01;-2,65E-01;-3,55E-02;-3,39E-02;-3,33E-02;9,85E-01;9,86E-01;9,86E-01;9,56E-02;6,86E-02;5,80E-02;5,39E-02;5,39E-02;5,39E-02;4,27E+01;7,36E-01;2,61E-01;1,60E+00;3,27E+00;6,34E+00;1,28E+01;6,68E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;1,02E+00;8,52E+00;9,99E-01;9,51E-01;9,34E-01;9,99E-01;9,91E-01;9,75E-01;9,99E-01;9,96E-01;9,90E-01;9,99E-01;9,93E-01;9,79E-01;9,99E-01;9,96E-01;9,89E-01;9,99E-01;-8,03E-01;-9,80E-06;6,15E-01;1,80E-02;1,80E-02;2,04E+02;5,54E-01; 
2018;0,4583;2,54E+01;2,82E+01;5,01E+01;2,02E+03;2,18E+00;2,17E+00;8,58E-01;9,02E-02;0,00E+00;0,00E+00;8,58E-01;3,58E+01;1,93E+02;4,65E+00;-1,12E+00;-1,15E+00;-6,69E-01;-4,47E-01;-5,05E-01;-1,81E-01;-4,07E-01;1,95E+00;-3,74E-01;-3,88E-01;-3,88E-01;-3,74E-01;-3,88E-01;-3,88E-01;-3,74E-01;-3,87E-01;-3,88E-01;-3,74E-02;-3,46E-02;-3,36E-02;9,83E-01;9,85E-01;9,86E-01;1,64E-01;1,05E-01;8,32E-02;7,25E-02;7,25E-02;7,25E-02;4,25E+01;7,14E-01;2,60E-01;1,58E+00;3,26E+00;6,31E+00;1,27E+01;6,61E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;1,62E+00;1,01E+01;9,98E-01;9,29E-01;9,06E-01;9,98E-01;9,87E-01;9,63E-01;9,99E-01;9,94E-01;9,85E-01;9,99E-01;9,89E-01;9,69E-01;9,99E-01;9,94E-01;9,84E-01;9,99E-01;-1,15E+00;-9,80E-06;6,15E-01;2,96E-02;2,96E-02;1,98E+02;7,68E-01; 
2018;0,5;2,78E+01;3,01E+01;3,95E+01;2,09E+03;2,76E+00;2,76E+00;1,08E+00;1,18E-01;0,00E+00;0,00E+00;1,08E+00;3,54E+01;1,83E+02;4,81E+00;-1,47E+00;-1,51E+00;-8,86E-01;-6,15E-01;-6,78E-01;-2,66E-01;-5,50E-01;1,88E+00;-5,12E-01;-5,26E-01;-5,27E-01;-5,12E-01;-5,26E-01;-5,27E-01;-5,12E-01;-5,26E-01;-5,27E-01;-3,99E-02;-3,55E-02;-3,39E-02;9,81E-01;9,85E-01;9,86E-01;2,86E-01;1,66E-01;1,23E-01;1,01E-01;1,01E-01;1,01E-01;4,24E+01;6,91E-01;2,59E-01;1,56E+00;3,25E+00;6,26E+00;1,27E+01;6,53E+00;1,18E+01;1,81E+02;1,81E+02;1,81E+02;2,26E+00;1,09E+01;9,97E-01;9,08E-01;8,78E-01;9,97E-01;9,82E-01;9,50E-01;9,98E-01;9,92E-01;9,78E-01;9,99E-01;9,85E-01;9,58E-01;9,99E-01;9,92E-01;9,78E-01;9,99E-01;-1,51E+00;-9,80E-06;6,15E-01;4,99E-02;4,99E-02;1,88E+02;9,63E-01; 
2018;0,5417;2,94E+01;3,12E+01;3,25E+01;2,02E+03;3,15E+00;3,15E+00;1,23E+00;1,37E-01;0,00E+00;0,00E+00;1,23E+00;3,50E+01;1,73E+02;4,90E+00;-1,74E+00;-1,80E+00;-1,07E+00;-7,79E-01;-8,33E-01;-3,68E-01;-6,86E-01;1,80E+00;-6,45E-01;-6,57E-01;-6,58E-01;-6,45E-01;-6,57E-01;-6,58E-01;-6,44E-01;-6,57E-01;-6,58E-01;-4,30E-02;-3,67E-02;-3,44E-02;9,78E-01;9,84E-01;9,86E-01;4,55E-01;2,48E-01;1,74E-01;1,38E-01;1,38E-01;1,38E-01;4,22E+01;6,74E-01;2,59E-01;1,54E+00;3,24E+00;6,21E+00;1,27E+01;6,46E+00;1,18E+01;1,80E+02;1,81E+02;1,81E+02;2,77E+00;1,09E+01;9,95E-01;8,90E-01;8,55E-01;9,95E-01;9,77E-01;9,36E-01;9,98E-01;9,89E-01;9,70E-01;9,98E-01;9,81E-01;9,47E-01;9,99E-01;9,89E-01;9,72E-01;9,98E-01;-1,80E+00;-9,80E-06;6,15E-01;7,82E-02;7,82E-02;1,78E+02;1,09E+00; 
2018;0,5833;3,00E+01;3,12E+01;3,00E+01;1,81E+03;3,21E+00;3,20E+00;1,24E+00;1,40E-01;0,00E+00;0,00E+00;1,24E+00;3,48E+01;1,68E+02;4,90E+00;-1,87E+00;-1,94E+00;-1,19E+00;-9,03E-01;-9,38E-01;-4,74E-01;-7,84E-01;1,71E+00;-7,45E-01;-7,53E-01;-7,54E-01;-7,45E-01;-7,53E-01;-7,54E-01;-7,45E-01;-7,53E-01;-7,54E-01;-4,66E-02;-3,82E-02;-3,49E-02;9,74E-01;9,82E-01;9,85E-01;5,94E-01;3,22E-01;2,23E-01;1,74E-01;1,74E-01;1,74E-01;4,21E+01;6,65E-01;2,58E-01;1,52E+00;3,24E+00;6,15E+00;1,27E+01;6,40E+00;1,17E+01;1,80E+02;1,81E+02;1,81E+02;2,97E+00;9,90E+00;9,94E-01;8,82E-01;8,45E-01;9,94E-01;9,73E-01;9,26E-01;9,97E-01;9,86E-01;9,61E-01;9,98E-01;9,79E-01;9,39E-01;9,98E-01;9,87E-01;9,66E-01;9,98E-01;-1,94E+00;-9,80E-06;6,15E-01;1,02E-01;1,02E-01;1,73E+02;1,10E+00; 
2018;0,625;2,94E+01;2,99E+01;3,25E+01;1,48E+03;2,83E+00;2,83E+00;1,11E+00;1,21E-01;0,00E+00;0,00E+00;1,11E+00;3,52E+01;1,79E+02;4,79E+00;-1,81E+00;-1,88E+00;-1,19E+00;-9,57E-01;-9,61E-01;-5,69E-01;-8,19E-01;1,63E+00;-7,89E-01;-7,90E-01;-7,91E-01;-7,89E-01;-7,90E-01;-7,91E-01;-7,89E-01;-7,90E-01;-7,91E-01;-5,02E-02;-3,97E-02;-3,55E-02;9,70E-01;9,81E-01;9,85E-01;6,08E-01;3,39E-01;2,40E-01;1,90E-01;1,90E-01;1,90E-01;4,20E+01;6,69E-01;2,58E-01;1,51E+00;3,24E+00;6,10E+00;1,27E+01;6,38E+00;1,17E+01;1,79E+02;1,81E+02;1,81E+02;2,77E+00;8,11E+00;9,92E-01;8,85E-01;8,49E-01;9,94E-01;9,72E-01;9,22E-01;9,97E-01;9,83E-01;9,53E-01;9,98E-01;9,77E-01;9,36E-01;9,98E-01;9,86E-01;9,62E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;1,83E+02;9,85E-01; 
2018;0,6667;2,78E+01;2,76E+01;3,95E+01;1,05E+03;2,18E+00;2,18E+00;8,59E-01;8,94E-02;0,00E+00;0,00E+00;8,59E-01;3,58E+01;1,94E+02;4,60E+00;-1,57E+00;-1,63E+00;-1,07E+00;-9,21E-01;-8,93E-01;-6,36E-01;-7,77E-01;1,58E+00;-7,59E-01;-7,52E-01;-7,53E-01;-7,59E-01;-7,52E-01;-7,53E-01;-7,59E-01;-7,52E-01;-7,53E-01;-5,36E-02;-4,11E-02;-3,61E-02;9,66E-01;9,79E-01;9,84E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,20E+01;6,84E-01;2,58E-01;1,52E+00;3,24E+00;6,07E+00;1,27E+01;6,40E+00;1,17E+01;1,79E+02;1,80E+02;1,81E+02;2,26E+00;5,71E+00;9,90E-01;9,00E-01;8,69E-01;9,94E-01;9,73E-01;9,25E-01;9,97E-01;9,81E-01;9,48E-01;9,98E-01;9,78E-01;9,38E-01;9,98E-01;9,85E-01;9,61E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;1,99E+02;7,70E-01; 
2018;0,7083;2,54E+01;2,46E+01;5,01E+01;5,41E+02;1,45E+00;1,45E+00;5,69E-01;5,67E-02;0,00E+00;0,00E+00;5,69E-01;3,58E+01;1,93E+02;4,35E+00;-1,21E+00;-1,26E+00;-8,74E-01;-8,04E-01;-7,52E-01;-6,61E-01;-6,69E-01;1,56E+00;-6,62E-01;-6,51E-01;-6,51E-01;-6,63E-01;-6,51E-01;-6,51E-01;-6,63E-01;-6,51E-01;-6,51E-01;-5,65E-02;-4,24E-02;-3,66E-02;9,62E-01;9,78E-01;9,84E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,20E+01;7,07E-01;2,59E-01;1,53E+00;3,24E+00;6,06E+00;1,27E+01;6,45E+00;1,18E+01;1,78E+02;1,80E+02;1,81E+02;1,62E+00;3,00E+00;9,88E-01;9,22E-01;8,98E-01;9,94E-01;9,76E-01;9,34E-01;9,97E-01;9,80E-01;9,46E-01;9,98E-01;9,81E-01;9,46E-01;9,98E-01;9,86E-01;9,63E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;1,97E+02;5,13E-01; 
2018;0,75;2,25E+01;2,17E+01;6,25E+01;1,50E-03;8,77E-01;8,76E-01;1,49E-01;3,26E-02;0,00E+00;0,00E+00;1,49E-01;1,34E+01;1,93E+01;4,13E+00;-7,57E-01;-8,18E-01;-6,12E-01;-6,34E-01;-5,60E-01;-6,42E-01;-5,19E-01;1,57E+00;-5,25E-01;-5,08E-01;-5,09E-01;-5,25E-01;-5,08E-01;-5,09E-01;-5,25E-01;-5,09E-01;-5,09E-01;-5,88E-02;-4,34E-02;-3,71E-02;9,59E-01;9,77E-01;9,83E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,22E+01;7,35E-01;2,59E-01;1,56E+00;3,25E+00;6,07E+00;1,27E+01;6,53E+00;1,18E+01;1,78E+02;1,80E+02;1,81E+02;1,02E+00;2,92E-01;9,86E-01;9,48E-01;9,33E-01;9,94E-01;9,80E-01;9,48E-01;9,97E-01;9,81E-01;9,47E-01;9,98E-01;9,84E-01;9,57E-01;9,98E-01;9,87E-01;9,67E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;2,34E+01;1,16E-01; 
2018;0,7917;2,19E+01;2,11E+01;6,52E+01;0,00E+00;7,80E-01;7,79E-01;1,31E-01;2,87E-02;0,00E+00;0,00E+00;1,31E-01;1,33E+01;1,90E+01;4,08E+00;-4,93E-01;-5,16E-01;-4,12E-01;-4,37E-01;-3,83E-01;-5,80E-01;-3,60E-01;1,62E+00;-3,64E-01;-3,53E-01;-3,53E-01;-3,65E-01;-3,53E-01;-3,53E-01;-3,65E-01;-3,53E-01;-3,53E-01;-6,04E-02;-4,41E-02;-3,74E-02;9,57E-01;9,76E-01;9,83E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,23E+01;7,54E-01;2,60E-01;1,58E+00;3,26E+00;6,10E+00;1,27E+01;6,61E+00;1,18E+01;1,78E+02;1,80E+02;1,81E+02;9,13E-01;2,67E-01;9,85E-01;9,67E-01;9,58E-01;9,94E-01;9,86E-01;9,64E-01;9,97E-01;9,83E-01;9,52E-01;9,98E-01;9,89E-01;9,70E-01;9,98E-01;9,89E-01;9,73E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;2,31E+01;1,02E-01; 
2018;0,8333;2,13E+01;2,05E+01;6,79E+01;0,00E+00;6,87E-01;6,87E-01;1,14E-01;2,51E-02;0,00E+00;0,00E+00;1,14E-01;1,31E+01;1,87E+01;4,04E+00;-3,88E-01;-4,06E-01;-3,20E-01;-3,24E-01;-2,95E-01;-5,04E-01;-2,77E-01;1,69E+00;-2,77E-01;-2,71E-01;-2,71E-01;-2,77E-01;-2,71E-01;-2,71E-01;-2,77E-01;-2,71E-01;-2,71E-01;-6,14E-02;-4,46E-02;-3,76E-02;9,56E-01;9,76E-01;9,83E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,24E+01;7,61E-01;2,60E-01;1,60E+00;3,26E+00;6,14E+00;1,27E+01;6,66E+00;1,18E+01;1,78E+02;1,80E+02;1,81E+02;8,10E-01;2,42E-01;9,85E-01;9,73E-01;9,67E-01;9,94E-01;9,89E-01;9,73E-01;9,97E-01;9,85E-01;9,59E-01;9,98E-01;9,91E-01;9,77E-01;9,98E-01;9,91E-01;9,77E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;2,27E+01;8,89E-02; 
2018;0,875;2,06E+01;1,99E+01;7,06E+01;0,00E+00;6,00E-01;6,00E-01;9,83E-02;2,17E-02;0,00E+00;0,00E+00;9,83E-02;1,29E+01;1,83E+01;3,99E+00;-3,21E-01;-3,36E-01;-2,63E-01;-2,60E-01;-2,42E-01;-4,31E-01;-2,27E-01;1,75E+00;-2,26E-01;-2,22E-01;-2,22E-01;-2,26E-01;-2,22E-01;-2,22E-01;-2,26E-01;-2,22E-01;-2,22E-01;-6,21E-02;-4,50E-02;-3,77E-02;9,55E-01;9,76E-01;9,83E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,25E+01;7,66E-01;2,60E-01;1,61E+00;3,26E+00;6,18E+00;1,27E+01;6,69E+00;1,18E+01;1,78E+02;1,80E+02;1,81E+02;7,14E-01;2,18E-01;9,84E-01;9,78E-01;9,72E-01;9,94E-01;9,91E-01;9,79E-01;9,97E-01;9,87E-01;9,65E-01;9,98E-01;9,93E-01;9,81E-01;9,98E-01;9,92E-01;9,81E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;2,23E+01;7,66E-02; 
2018;0,9167;2,00E+01;1,93E+01;7,33E+01;0,00E+00;5,17E-01;5,17E-01;8,36E-02;1,85E-02;0,00E+00;0,00E+00;8,36E-02;1,27E+01;1,80E+01;3,95E+00;-2,73E-01;-2,85E-01;-2,24E-01;-2,18E-01;-2,06E-01;-3,68E-01;-1,94E-01;1,80E+00;-1,92E-01;-1,89E-01;-1,90E-01;-1,92E-01;-1,89E-01;-1,90E-01;-1,92E-01;-1,89E-01;-1,90E-01;-6,27E-02;-4,53E-02;-3,78E-02;9,54E-01;9,75E-01;9,83E-01;6,08E-01;3,39E-01;2,40E-01;1,91E-01;1,91E-01;1,91E-01;4,26E+01;7,69E-01;2,60E-01;1,61E+00;3,26E+00;6,21E+00;1,28E+01;6,71E+00;1,18E+01;1,77E+02;1,80E+02;1,81E+02;6,24E-01;1,95E-01;9,84E-01;9,81E-01;9,77E-01;9,94E-01;9,92E-01;9,82E-01;9,97E-01;9,88E-01;9,70E-01;9,98E-01;9,93E-01;9,84E-01;9,98E-01;9,93E-01;9,84E-01;9,98E-01;-1,95E+00;-9,80E-06;6,15E-01;1,06E-01;1,06E-01;2,19E+01;6,51E-02; 
