Time PLC_Root PLC_TL Psi_LApo Psi_TApo Psi_LSym Psi_TSym Psi_AllSoil transpiration_mm LAI DFMC LFMCSymp LFMCApo LFMC FMCCanopy SWS1 SWS2 SWS3 SoilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH 
1990-01-11/04:00:00 0.0315 0.0318 -0.0371 -0.0367 -0.038 -0.0383 -0.0355 7e-04 6 57.7698 75.2019 75.4146 75.287 75.287 55.4491 55.4461 55.4381 0 0 0.0169 0 -1.4601 0 0 1.4 96.9151 
1990-01-11/05:00:00 0.0315 0.0318 -0.0371 -0.0366 -0.0379 -0.0382 -0.0355 7e-04 6 57.7806 75.2023 75.4146 75.2872 75.2872 55.4487 55.4459 55.4379 0 0 0.0166 0 -1.7205 0 0 1.4 96.9151 
1990-01-11/06:00:00 0.0315 0.0318 -0.037 -0.0366 -0.0379 -0.0382 -0.0355 7e-04 6 57.7912 75.2027 75.4146 75.2875 75.2875 55.4484 55.4458 55.4378 0 0 0.0163 0 -1.9808 0 0 1.4 96.9151 
1990-01-11/07:00:00 0.0315 0.0318 -0.037 -0.0366 -0.0378 -0.0381 -0.0356 6e-04 6 57.8016 75.203 75.4146 75.2877 75.2877 55.448 55.4456 55.4376 0 0 0.016 0 -2.2412 0 0 1.4 96.9151 
1990-01-11/08:00:00 0.0315 0.0318 -0.037 -0.0366 -0.0378 -0.0381 -0.0356 6e-04 6 57.8063 75.2033 75.4146 75.2878 75.2878 55.4476 55.4454 55.4375 1e-04 0.0039 0.0158 0.0426 -2.3599 0.0228 27.1876 1.4 96.9151 
1990-01-11/09:00:00 0.0315 0.0318 -0.0376 -0.037 -0.0389 -0.0383 -0.0356 8e-04 6 57.7885 75.1962 75.4146 75.2836 75.2836 55.4468 55.4452 55.4373 4e-04 0.0127 0.0164 0.1371 -1.9157 0.0734 87.5737 1.4 96.9151 
1990-01-11/10:00:00 0.0315 0.0318 -0.0388 -0.0378 -0.0409 -0.0389 -0.0356 0.0012 6 57.7553 75.184 75.4146 75.2762 75.2762 55.4458 55.4449 55.437 4e-04 0.0196 0.0174 0.2056 -1.1175 0.1101 131.3787 1.4 96.9151 
1990-01-11/11:00:00 0.0315 0.0318 -0.0398 -0.0384 -0.0424 -0.0396 -0.0356 0.0016 6 57.7163 75.1743 75.4146 75.2705 75.2705 55.4446 55.4445 55.4365 4e-04 0.0241 0.0185 0.2436 -0.2304 0.1304 155.6175 1.4 96.9151 
1990-01-11/12:00:00 0.0315 0.0318 -0.0405 -0.0389 -0.0435 -0.0402 -0.0356 0.0019 6 57.6848 75.1674 75.4146 75.2663 75.2663 55.4433 55.4441 55.436 5e-04 0.0252 0.0195 0.2483 0.4508 0.1329 158.6381 1.4 96.9151 
1990-01-11/13:00:00 0.0315 0.0318 -0.0408 -0.0392 -0.0441 -0.0407 -0.0357 0.0021 6 57.6729 75.1637 75.4146 75.264 75.264 55.4419 55.4435 55.4354 5e-04 0.0225 0.0198 0.2195 0.6999 0.1175 140.2349 1.4 96.9151 
1990-01-11/14:00:00 0.0315 0.0318 -0.0408 -0.0392 -0.0441 -0.0409 -0.0357 0.0021 6 57.6856 75.1641 75.4146 75.2643 75.2643 55.4404 55.443 55.4348 5e-04 0.0161 0.0194 0.1591 0.4341 0.0852 101.6618 1.4 96.9151 
1990-01-11/15:00:00 0.0315 0.0318 -0.0403 -0.0389 -0.0432 -0.0408 -0.0357 0.002 6 57.7175 75.1694 75.4146 75.2675 75.2675 55.439 55.4425 55.4343 5e-04 0.007 0.0185 0.0713 -0.2582 0.0382 45.5476 1.4 96.9151 
1990-01-11/16:00:00 0.0315 0.0318 -0.0393 -0.0382 -0.0414 -0.0403 -0.0358 0.0016 6 57.7462 75.1804 75.4146 75.2741 75.2741 55.4381 55.4421 55.4338 2e-04 0 0.0176 0 -0.9069 0 0 1.4 96.9151 
1990-01-11/17:00:00 0.0315 0.0318 -0.0379 -0.0373 -0.0391 -0.0395 -0.0358 0.0011 6 57.7537 75.195 75.4146 75.2829 75.2829 55.4376 55.4418 55.4335 0 0 0.0174 0 -1.0795 0 0 1.4 96.9151 
1990-01-11/18:00:00 0.0315 0.0318 -0.0375 -0.0371 -0.0385 -0.039 -0.0358 8e-04 6 57.761 75.1987 75.4146 75.2851 75.2851 55.4372 55.4415 55.4333 0 0 0.0172 0 -1.252 0 0 1.4 96.9151 
1990-01-11/19:00:00 0.0315 0.0318 -0.0374 -0.037 -0.0383 -0.0387 -0.0358 7e-04 6 57.7683 75.1999 75.4146 75.2858 75.2858 55.4369 55.4413 55.4331 0 0 0.017 0 -1.4245 0 0 1.4 96.9151 
1990-01-11/20:00:00 0.0315 0.0318 -0.0374 -0.0369 -0.0382 -0.0386 -0.0358 7e-04 6 57.7755 75.2004 75.4146 75.2861 75.2861 55.4366 55.4411 55.4329 0 0 0.0168 0 -1.597 0 0 1.4 96.9151 
1990-01-11/21:00:00 0.0315 0.0318 -0.0373 -0.0369 -0.0382 -0.0385 -0.0358 7e-04 6 57.7826 75.2007 75.4146 75.2863 75.2863 55.4363 55.4409 55.4327 0 0 0.0165 0 -1.7695 0 0 1.4 96.9151 
1990-01-11/22:00:00 0.0315 0.0318 -0.0373 -0.0369 -0.0381 -0.0384 -0.0358 7e-04 6 57.7896 75.201 75.4146 75.2864 75.2864 55.436 55.4408 55.4325 0 0 0.0163 0 -1.9421 0 0 1.4 96.9151 
1990-01-11/23:00:00 0.0315 0.0318 -0.0373 -0.0369 -0.0381 -0.0384 -0.0358 6e-04 6 57.7966 75.2012 75.4146 75.2866 75.2866 55.4357 55.4406 55.4324 0 0 0.0161 0 -2.1146 0 0 1.4 96.9151 
1990-01-12/00:00:00 0.0315 0.0318 -0.0373 -0.0369 -0.038 -0.0383 -0.0358 6e-04 6 57.8034 75.2016 75.4146 75.2868 75.2868 55.4354 55.4404 55.4322 0 0 0.0159 0 -2.2853 0 0 1.2 96.9151 
1990-01-12/01:00:00 0.0315 0.0318 -0.0372 -0.0369 -0.038 -0.0383 -0.0358 6e-04 6 57.8102 75.2017 75.4146 75.2869 75.2869 55.4351 55.4402 55.432 0 0 0.0157 0 -2.4576 0 0 1.2 96.9151 
1990-01-12/02:00:00 0.0315 0.0318 -0.0372 -0.0368 -0.038 -0.0383 -0.0358 6e-04 6 57.8169 75.2019 75.4146 75.287 75.287 55.4349 55.4401 55.4319 0 0 0.0155 0 -2.6299 0 0 1.2 96.9151 
1990-01-12/03:00:00 0.0315 0.0318 -0.0372 -0.0368 -0.038 -0.0383 -0.0359 6e-04 6 57.8235 75.2021 75.4146 75.2871 75.2871 55.4346 55.4399 55.4317 0 0 0.0153 0 -2.8022 0 0 1.2 96.9151 
1990-01-12/04:00:00 0.0315 0.0318 -0.0372 -0.0368 -0.0379 -0.0382 -0.0359 6e-04 6 57.8301 75.2023 75.4146 75.2872 75.2872 55.4343 55.4397 55.4316 0 0 0.0151 0 -2.9745 0 0 1.2 96.9151 
1990-01-12/05:00:00 0.0315 0.0318 -0.0372 -0.0368 -0.0379 -0.0382 -0.0359 6e-04 6 57.8366 75.2025 75.4146 75.2874 75.2874 55.4341 55.4395 55.4314 0 0 0.0149 0 -3.1468 0 0 1.2 96.9151 
1990-01-12/06:00:00 0.0315 0.0318 -0.0372 -0.0368 -0.0379 -0.0382 -0.0359 6e-04 6 57.843 75.2027 75.4146 75.2875 75.2875 55.4338 55.4394 55.4313 0 0 0.0147 0 -3.3191 0 0 1.2 96.9151 
1990-01-12/07:00:00 0.0315 0.0318 -0.0371 -0.0368 -0.0378 -0.0381 -0.0359 6e-04 6 57.8493 75.2029 75.4146 75.2876 75.2876 55.4336 55.4392 55.4311 0 0 0.0146 0 -3.4914 0 0 1.2 96.9151 
1990-01-12/08:00:00 0.0315 0.0318 -0.0371 -0.0368 -0.0378 -0.0381 -0.0359 5e-04 6 57.8524 75.203 75.4146 75.2877 75.2877 55.4332 55.4391 55.431 1e-04 0.0048 0.0145 0.0656 -3.5754 0.0301 41.9104 1.2 96.9151 
1990-01-12/09:00:00 0.0315 0.0318 -0.0379 -0.0373 -0.0391 -0.0384 -0.0359 7e-04 6 57.8415 75.1948 75.4146 75.2827 75.2827 55.4325 55.4388 55.4308 4e-04 0.0164 0.0148 0.2195 -3.2793 0.1007 140.2629 1.2 96.9151 
1990-01-12/10:00:00 0.0315 0.0318 -0.039 -0.038 -0.041 -0.039 -0.0359 0.0011 6 57.8211 75.1832 75.4146 75.2758 75.2758 55.4316 55.4385 55.4305 4e-04 0.0253 0.0154 0.3314 -2.7397 0.152 211.7334 1.2 96.9151 
1990-01-12/11:00:00 0.0315 0.0318 -0.0397 -0.0385 -0.0422 -0.0395 -0.0359 0.0015 6 57.7975 75.1758 75.4146 75.2714 75.2714 55.4305 55.4382 55.43 4e-04 0.0309 0.0161 0.3936 -2.1368 0.1805 251.4511 1.2 96.9151 
1990-01-12/12:00:00 0.0315 0.0318 -0.0402 -0.0389 -0.0429 -0.04 -0.036 0.0017 6 57.7786 75.1711 75.4146 75.2685 75.2685 55.4293 55.4377 55.4296 4e-04 0.0321 0.0167 0.4018 -1.6719 0.1843 256.7094 1.2 96.9151 
1990-01-12/13:00:00 0.0315 0.0318 -0.0405 -0.039 -0.0433 -0.0404 -0.036 0.0018 6 57.7714 75.1688 75.4146 75.2671 75.2671 55.4281 55.4372 55.429 4e-04 0.0286 0.0169 0.3555 -1.5 0.1631 227.15 1.2 96.9151 
1990-01-12/14:00:00 0.0315 0.0318 -0.0405 -0.0391 -0.0433 -0.0405 -0.036 0.0018 6 57.7788 75.169 75.4146 75.2672 75.2672 55.4268 55.4367 55.4285 4e-04 0.0206 0.0167 0.2579 -1.6787 0.1183 164.7872 1.2 96.9151 
1990-01-12/15:00:00 0.0315 0.0318 -0.0402 -0.0389 -0.0427 -0.0405 -0.036 0.0018 6 57.7979 75.1724 75.4146 75.2693 75.2693 55.4256 55.4363 55.428 4e-04 0.0091 0.0161 0.1156 -2.1482 0.053 73.8711 1.2 96.9151 
1990-01-12/16:00:00 0.0315 0.0318 -0.0394 -0.0384 -0.0414 -0.0401 -0.0361 0.0015 6 57.8154 75.1807 75.4146 75.2743 75.2743 55.4248 55.4359 55.4276 2e-04 0 0.0156 0 -2.5924 0 0 1.2 96.9151 
1990-01-12/17:00:00 0.0315 0.0318 -0.038 -0.0374 -0.039 -0.0394 -0.0361 0.001 6 57.8204 75.1957 75.4146 75.2833 75.2833 55.4243 55.4356 55.4273 0 0 0.0154 0 -2.7208 0 0 1.2 96.9151 
1990-01-12/18:00:00 0.0315 0.0318 -0.0376 -0.0372 -0.0384 -0.0389 -0.0361 7e-04 6 57.8253 75.1994 75.4146 75.2855 75.2855 55.424 55.4354 55.4271 0 0 0.0153 0 -2.8493 0 0 1.2 96.9151 
1990-01-12/19:00:00 0.0315 0.0318 -0.0375 -0.0371 -0.0382 -0.0386 -0.0361 6e-04 6 57.8302 75.2004 75.4146 75.2861 75.2861 55.4238 55.4352 55.4269 0 0 0.0151 0 -2.9777 0 0 1.2 96.9151 
1990-01-12/20:00:00 0.0315 0.0318 -0.0374 -0.0371 -0.0382 -0.0385 -0.0361 6e-04 6 57.835 75.2009 75.4146 75.2864 75.2864 55.4236 55.435 55.4267 0 0 0.015 0 -3.1062 0 0 1.2 96.9151 
1990-01-12/21:00:00 0.0315 0.0318 -0.0374 -0.0371 -0.0381 -0.0384 -0.0361 6e-04 6 57.8399 75.2011 75.4146 75.2865 75.2865 55.4233 55.4348 55.4265 0 0 0.0148 0 -3.2346 0 0 1.2 96.9151 
1990-01-12/22:00:00 0.0315 0.0318 -0.0374 -0.037 -0.0381 -0.0384 -0.0361 6e-04 6 57.8446 75.2013 75.4146 75.2866 75.2866 55.4231 55.4346 55.4264 0 0 0.0147 0 -3.3631 0 0 1.2 96.9151 
1990-01-12/23:00:00 0.0315 0.0318 -0.0374 -0.037 -0.0381 -0.0384 -0.0361 6e-04 6 57.8493 75.2014 75.4146 75.2867 75.2867 55.4229 55.4345 55.4262 0 0 0.0146 0 -3.4915 0 0 1.2 96.9151 
1990-01-13/00:00:00 0.0315 0.0318 -0.0379 -0.0374 -0.0389 -0.0391 -0.0361 7e-04 6 57.5354 75.1959 75.4146 75.2834 75.2834 55.4226 55.4342 55.426 0 0 0.0239 0 -3.6199 0 0 1.5 94.877 
1990-01-13/01:00:00 0.0315 0.0318 -0.0381 -0.0375 -0.0392 -0.0395 -0.0361 8e-04 6 57.5455 75.1945 75.4146 75.2826 75.2826 55.4223 55.434 55.4258 0 0 0.0236 0 -3.7482 0 0 1.5 94.8931 
1990-01-13/02:00:00 0.0315 0.0318 -0.0381 -0.0376 -0.0392 -0.0396 -0.0361 9e-04 6 57.5556 75.1943 75.4146 75.2824 75.2824 55.4219 55.4338 55.4255 0 0 0.0233 0 -3.8765 0 0 1.5 94.9092 
1990-01-13/03:00:00 0.0315 0.0318 -0.0381 -0.0376 -0.0392 -0.0397 -0.0362 9e-04 6 57.5655 75.1944 75.4146 75.2825 75.2825 55.4215 55.4335 55.4253 0 0 0.023 0 -4.0048 0 0 1.5 94.9253 
1990-01-13/04:00:00 0.0315 0.0318 -0.0381 -0.0376 -0.0392 -0.0397 -0.0362 9e-04 6 57.5753 75.1946 75.4146 75.2826 75.2826 55.4212 55.4333 55.425 0 0 0.0227 0 -4.133 0 0 1.5 94.9414 
1990-01-13/05:00:00 0.0315 0.0318 -0.0381 -0.0376 -0.0391 -0.0396 -0.0362 8e-04 6 57.585 75.1948 75.4146 75.2827 75.2827 55.4208 55.433 55.4248 0 0 0.0225 0 -4.2613 0 0 1.5 94.9575 
1990-01-13/06:00:00 0.0315 0.0318 -0.0381 -0.0376 -0.0391 -0.0396 -0.0362 8e-04 6 57.5946 75.1951 75.4146 75.2829 75.2829 55.4205 55.4328 55.4245 0 0 0.0222 0 -4.3896 0 0 1.5 94.9736 
1990-01-13/07:00:00 0.0315 0.0318 -0.038 -0.0375 -0.039 -0.0396 -0.0362 8e-04 6 57.6041 75.1953 75.4146 75.283 75.283 55.4202 55.4325 55.4243 0 0 0.0219 0 -4.5179 0 0 1.5 94.9897 
1990-01-13/08:00:00 0.0315 0.0318 -0.038 -0.0375 -0.039 -0.0395 -0.0362 8e-04 6 57.6033 75.1954 75.4146 75.2831 75.2831 55.4195 55.4323 55.424 4e-04 0.0147 0.0219 0.1426 -4.5064 0.095 91.1063 1.5 94.9883 
1990-01-13/09:00:00 0.0315 0.0318 -0.0403 -0.039 -0.0429 -0.0404 -0.0362 0.0014 6 57.512 75.1715 75.4146 75.2687 75.2687 55.4183 55.4319 55.4236 6e-04 0.0527 0.0246 0.4868 -3.3289 0.3244 311.0266 1.5 94.8405 
1990-01-13/10:00:00 0.0315 0.0318 -0.0434 -0.0411 -0.0481 -0.0422 -0.0363 0.0024 6 57.3188 75.1388 75.4146 75.2492 75.2492 55.4165 55.4313 55.4229 7e-04 0.0873 0.0305 0.737 -1.1689 0.491 470.8374 1.5 94.5694 
1990-01-13/11:00:00 0.0317 0.032 -0.0466 -0.0433 -0.0534 -0.0446 -0.0363 0.0037 6 57.0575 75.1059 75.4145 75.2293 75.2293 55.414 55.4303 55.4218 8e-04 0.114 0.0383 0.876 1.249 0.5837 559.6478 1.5 94.2659 
1990-01-13/12:00:00 0.0319 0.0322 -0.05 -0.0455 -0.0588 -0.0473 -0.0364 0.005 6 56.8184 75.0721 75.4143 75.209 75.209 55.4108 55.429 55.4203 0.001 0.1244 0.0456 0.8944 3.1137 0.5959 571.4056 1.5 94.0319 
1990-01-13/13:00:00 0.032 0.0324 -0.0524 -0.0472 -0.0627 -0.0498 -0.0365 0.0061 6 56.7212 75.0478 75.4141 75.1944 75.1944 55.4071 55.4274 55.4185 0.001 0.1126 0.0486 0.7909 3.7999 0.527 505.3095 1.5 93.9458 
1990-01-13/14:00:00 0.032 0.0324 -0.0528 -0.0476 -0.0632 -0.0512 -0.0365 0.0066 6 56.8234 75.0452 75.4141 75.1928 75.1928 55.4031 55.4257 55.4165 0.001 0.0795 0.0454 0.5727 3.0772 0.3816 365.8639 1.5 94.0365 
1990-01-13/15:00:00 0.032 0.0324 -0.0508 -0.0463 -0.0598 -0.0508 -0.0366 0.0062 6 57.0647 75.0662 75.4141 75.2054 75.2054 55.3994 55.4241 55.4147 0.001 0.033 0.0381 0.2545 1.1883 0.1695 162.5717 1.5 94.2735 
1990-01-13/16:00:00 0.032 0.0324 -0.0474 -0.0441 -0.0541 -0.0489 -0.0367 0.005 6 57.2444 75.1018 75.4141 75.2267 75.2267 55.3964 55.4228 55.4132 8e-04 0 0.0327 0 -0.4298 0 0 1.5 94.4766 
1990-01-13/17:00:00 0.032 0.0324 -0.0419 -0.0405 -0.0447 -0.0458 -0.0368 0.0029 6 57.2534 75.1602 75.4141 75.2617 75.2617 55.3952 55.422 55.4123 0 0 0.0324 0 -0.5174 0 0 1.5 94.4876 
1990-01-13/18:00:00 0.032 0.0324 -0.0405 -0.0395 -0.0424 -0.0437 -0.0368 0.0018 6 57.2624 75.1742 75.4141 75.2702 75.2702 55.3944 55.4215 55.4117 0 0 0.0322 0 -0.605 0 0 1.5 94.4986 
1990-01-13/19:00:00 0.032 0.0324 -0.04 -0.0391 -0.0418 -0.0426 -0.0368 0.0015 6 57.2714 75.1782 75.4141 75.2726 75.2726 55.3939 55.4211 55.4112 0 0 0.0319 0 -0.6926 0 0 1.5 94.5096 
1990-01-13/20:00:00 0.032 0.0324 -0.0399 -0.039 -0.0416 -0.0422 -0.0368 0.0014 6 57.2802 75.1797 75.4141 75.2734 75.2734 55.3933 55.4207 55.4108 0 0 0.0316 0 -0.7802 0 0 1.5 94.5206 
1990-01-13/21:00:00 0.032 0.0324 -0.0398 -0.039 -0.0415 -0.042 -0.0368 0.0013 6 57.289 75.1803 75.4141 75.2738 75.2738 55.3929 55.4203 55.4104 0 0 0.0313 0 -0.8678 0 0 1.5 94.5316 
1990-01-13/22:00:00 0.032 0.0324 -0.0398 -0.0389 -0.0414 -0.0419 -0.0368 0.0013 6 57.2978 75.1807 75.4141 75.2741 75.2741 55.3924 55.4199 55.41 0 0 0.0311 0 -0.9554 0 0 1.5 94.5426 
1990-01-13/23:00:00 0.032 0.0324 -0.0397 -0.0389 -0.0413 -0.0418 -0.0368 0.0013 6 57.3065 75.181 75.4141 75.2743 75.2743 55.3919 55.4195 55.4096 0 0 0.0308 0 -1.0431 0 0 1.5 94.5536 
1990-01-14/00:00:00 0.032 0.0324 -0.0383 -0.0376 -0.0398 -0.0406 -0.0357 0.0013 6 57.5281 75.1907 75.4141 75.2801 75.2801 55.4707 55.4193 55.4094 0 0 0.0242 0 -1.1298 0 0 1.6 95.7033 
1990-01-14/01:00:00 0.032 0.0324 -0.0381 -0.0374 -0.0394 -0.04 -0.0357 0.0011 6 57.5333 75.1933 75.4141 75.2816 75.2816 55.4699 55.4191 55.4092 0 0 0.024 0 -1.2172 0 0 1.6 95.7033 
1990-01-14/02:00:00 0.032 0.0324 -0.038 -0.0374 -0.0392 -0.0397 -0.0357 0.001 6 57.5384 75.1942 75.4141 75.2822 75.2822 55.4692 55.4189 55.4091 0 0 0.0239 0 -1.3048 0 0 1.6 95.7033 
1990-01-14/03:00:00 0.032 0.0324 -0.0379 -0.0373 -0.0392 -0.0396 -0.0357 0.001 6 57.5435 75.1946 75.4141 75.2824 75.2824 55.4685 55.4188 55.409 0 0 0.0237 0 -1.3922 0 0 1.6 95.7033 
1990-01-14/04:00:00 0.032 0.0324 -0.0379 -0.0373 -0.0391 -0.0395 -0.0357 0.001 6 57.5486 75.1948 75.4141 75.2825 75.2825 55.4678 55.4187 55.4089 0 0 0.0235 0 -1.4797 0 0 1.6 95.7033 
1990-01-14/05:00:00 0.032 0.0324 -0.0379 -0.0373 -0.0391 -0.0395 -0.0358 9e-04 6 57.5536 75.195 75.4141 75.2826 75.2826 55.4671 55.4185 55.4088 0 0 0.0234 0 -1.5672 0 0 1.6 95.7033 
1990-01-14/06:00:00 0.032 0.0324 -0.0379 -0.0373 -0.0391 -0.0394 -0.0358 9e-04 6 57.5587 75.1951 75.4141 75.2827 75.2827 55.4664 55.4184 55.4087 0 0 0.0232 0 -1.6548 0 0 1.6 95.7033 
1990-01-14/07:00:00 0.032 0.0324 -0.0379 -0.0373 -0.0391 -0.0394 -0.0358 9e-04 6 57.5637 75.1952 75.4141 75.2828 75.2828 55.4657 55.4182 55.4086 0 0 0.0231 0 -1.7423 0 0 1.6 95.7033 
1990-01-14/08:00:00 0.032 0.0324 -0.0379 -0.0373 -0.0391 -0.0394 -0.0358 9e-04 6 57.565 75.1952 75.4141 75.2828 75.2828 55.4649 55.4181 55.4084 1e-04 0.0049 0.0231 0.0476 -1.766 0.0284 30.4086 1.6 95.7033 
1990-01-14/09:00:00 0.032 0.0324 -0.039 -0.038 -0.041 -0.0398 -0.0358 0.0012 6 57.538 75.1834 75.4141 75.2757 75.2757 55.4636 55.4179 55.4083 6e-04 0.0179 0.0239 0.1695 -1.2974 0.1013 108.3139 1.6 95.7033 
1990-01-14/10:00:00 0.032 0.0324 -0.0411 -0.0394 -0.0444 -0.0408 -0.0358 0.0019 6 57.4854 75.1619 75.4141 75.2628 75.2628 55.4618 55.4175 55.4079 6e-04 0.0283 0.0254 0.2583 -0.4251 0.1543 165.0235 1.6 95.7033 
1990-01-14/11:00:00 0.032 0.0324 -0.0427 -0.0405 -0.047 -0.042 -0.0359 0.0026 6 57.4227 75.1455 75.4141 75.2529 75.2529 55.4598 55.417 55.4073 6e-04 0.035 0.0273 0.3078 0.5567 0.1839 196.6727 1.6 95.7033 
1990-01-14/12:00:00 0.032 0.0324 -0.0439 -0.0413 -0.0489 -0.0431 -0.0359 0.0031 6 57.3714 75.1336 75.4141 75.2458 75.2458 55.4575 55.4163 55.4065 7e-04 0.0368 0.0289 0.3148 1.3172 0.1881 201.1047 1.6 95.7033 
1990-01-14/13:00:00 0.032 0.0324 -0.0445 -0.0418 -0.05 -0.0439 -0.036 0.0034 6 57.3516 75.1271 75.4141 75.2419 75.2419 55.455 55.4155 55.4056 7e-04 0.0329 0.0295 0.2786 1.6 0.1665 178.0173 1.6 95.7033 
1990-01-14/14:00:00 0.032 0.0324 -0.0445 -0.0418 -0.0499 -0.0443 -0.036 0.0035 6 57.3719 75.1275 75.4141 75.2422 75.2422 55.4525 55.4147 55.4047 7e-04 0.0236 0.0289 0.2019 1.3098 0.1206 128.9841 1.6 95.7033 
1990-01-14/15:00:00 0.032 0.0324 -0.0438 -0.0413 -0.0486 -0.0441 -0.0361 0.0033 6 57.4235 75.1361 75.4141 75.2473 75.2473 55.4501 55.414 55.4039 7e-04 0.0102 0.0273 0.0898 0.5444 0.0536 57.3464 1.6 95.7033 
1990-01-14/16:00:00 0.032 0.0324 -0.042 -0.0402 -0.0456 -0.0433 -0.0361 0.0027 6 57.464 75.1542 75.4141 75.2582 75.2582 55.4484 55.4134 55.4032 2e-04 0 0.0261 0 -0.083 0 0 1.6 95.7033 
1990-01-14/17:00:00 0.032 0.0324 -0.0396 -0.0386 -0.0415 -0.042 -0.0361 0.0018 6 57.4608 75.1803 75.4141 75.2738 75.2738 55.4474 55.413 55.4028 0 0 0.0262 0 -0.033 0 0 1.6 95.7033 
1990-01-14/18:00:00 0.032 0.0324 -0.039 -0.0382 -0.0405 -0.0411 -0.0362 0.0013 6 57.4576 75.1863 75.4141 75.2774 75.2774 55.4466 55.4127 55.4026 0 0 0.0263 0 0.017 0 0 1.6 95.7033 
1990-01-14/19:00:00 0.032 0.0324 -0.0388 -0.0381 -0.0403 -0.0407 -0.0362 0.0012 6 57.4545 75.1877 75.4141 75.2783 75.2783 55.4459 55.4125 55.4024 0 0 0.0264 0 0.067 0 0 1.6 95.7033 
1990-01-14/20:00:00 0.032 0.0324 -0.0388 -0.0381 -0.0402 -0.0405 -0.0362 0.0011 6 57.4513 75.1881 75.4141 75.2785 75.2785 55.4452 55.4123 55.4022 0 0 0.0265 0 0.117 0 0 1.6 95.7033 
1990-01-14/21:00:00 0.032 0.0324 -0.0388 -0.0381 -0.0402 -0.0405 -0.0362 0.0011 6 57.448 75.188 75.4141 75.2785 75.2785 55.4445 55.412 55.402 0 0 0.0266 0 0.167 0 0 1.6 95.7033 
1990-01-14/22:00:00 0.032 0.0324 -0.0388 -0.0381 -0.0402 -0.0405 -0.0362 0.0011 6 57.4448 75.1879 75.4141 75.2784 75.2784 55.4438 55.4118 55.4018 0 0 0.0267 0 0.217 0 0 1.6 95.7033 
1990-01-14/23:00:00 0.032 0.0324 -0.0388 -0.0381 -0.0403 -0.0405 -0.0362 0.0011 6 57.4416 75.1877 75.4141 75.2783 75.2783 55.4432 55.4116 55.4015 0 0 0.0268 0 0.267 0 0 1.6 95.7033 
1990-01-15/00:00:00 0.032 0.0324 -0.0359 -0.035 -0.0376 -0.0385 -0.0326 0.0016 6 57.4765 75.2043 75.4141 75.2882 75.2882 55.6601 55.4118 55.4018 0 0 0.0257 0 0.317 0 0 2.6 95.8868 
1990-01-15/01:00:00 0.032 0.0324 -0.0354 -0.0347 -0.0369 -0.0376 -0.0327 0.0013 6 57.4734 75.2084 75.4141 75.2907 75.2907 55.6582 55.4121 55.4022 0 0 0.0258 0 0.3669 0 0 2.6 95.8868 
1990-01-15/02:00:00 0.032 0.0324 -0.0353 -0.0346 -0.0368 -0.0372 -0.0327 0.0012 6 57.4703 75.2095 75.4141 75.2913 75.2913 55.6563 55.4124 55.4026 0 0 0.0259 0 0.4169 0 0 2.6 95.8868 
1990-01-15/03:00:00 0.032 0.0324 -0.0353 -0.0346 -0.0367 -0.037 -0.0327 0.0011 6 57.4672 75.2096 75.4141 75.2914 75.2914 55.6545 55.4127 55.403 0 0 0.026 0 0.4668 0 0 2.6 95.8868 
1990-01-15/04:00:00 0.032 0.0324 -0.0353 -0.0346 -0.0368 -0.037 -0.0327 0.0011 6 57.464 75.2095 75.4141 75.2913 75.2913 55.6526 55.413 55.4034 0 0 0.0261 0 0.5167 0 0 2.6 95.8868 
1990-01-15/05:00:00 0.032 0.0324 -0.0354 -0.0346 -0.0368 -0.037 -0.0328 0.0011 6 57.4609 75.2092 75.4141 75.2912 75.2912 55.6508 55.4133 55.4039 0 0 0.0262 0 0.5667 0 0 2.6 95.8868 
1990-01-15/06:00:00 0.032 0.0324 -0.0354 -0.0347 -0.0369 -0.037 -0.0328 0.0011 6 57.4577 75.2089 75.4141 75.291 75.291 55.649 55.4135 55.4042 0 0 0.0263 0 0.6166 0 0 2.6 95.8868 
1990-01-15/07:00:00 0.032 0.0324 -0.0354 -0.0347 -0.0369 -0.0371 -0.0328 0.0011 6 57.4546 75.2086 75.4141 75.2908 75.2908 55.6472 55.4138 55.4046 0 0 0.0264 0 0.6665 0 0 2.6 95.8868 
1990-01-15/08:00:00 0.032 0.0324 -0.0355 -0.0347 -0.037 -0.0371 -0.0328 0.0011 6 57.4501 75.2083 75.4141 75.2906 75.2906 55.6453 55.4141 55.405 1e-04 0.0054 0.0265 0.0465 0.736 0.0281 29.6956 2.6 95.8868 
1990-01-15/09:00:00 0.032 0.0324 -0.037 -0.0358 -0.0396 -0.0377 -0.0329 0.0015 6 57.4164 75.192 75.4141 75.2808 75.2808 55.6427 55.4143 55.4053 6e-04 0.02 0.0275 0.1693 1.2565 0.1022 108.1438 2.6 95.8868 
1990-01-15/10:00:00 0.032 0.0324 -0.04 -0.0377 -0.0446 -0.0391 -0.0329 0.0025 6 57.35 75.1607 75.4141 75.2621 75.2621 55.6397 55.4142 55.4052 7e-04 0.0316 0.0295 0.2586 2.2321 0.1562 165.2485 2.6 95.8868 
