DATE;Tair_min;Tair_max;Tair_mean;RG_sum;RHair_min;RHair_max;RHair_mean;WS_mean;PPT_sum
16/06/1991;9.1;16.9;13;14.16;56.84044024;95;75.92022012;1.5;3.2
17/06/1991;6.6;16.4;11.5;18;59.46765836;95;77.23382918;1.4;0
18/06/1991;7.2;14.7;10.95;16.02;55.57424117;95;75.28712058;2.5;0.2
19/06/1991;6.9;15.5;11.2;18.35;47.24897615;95;71.12448807;2.4;0
20/06/1991;9.6;14.5;12.05;4.89;83.77334232;95;89.38667116;1.8;14
21/06/1991;13.5;21.3;17.4;17.83;58.89876593;95;76.94938296;2;0.4
22/06/1991;11.7;23.8;17.75;17.12;69.49421802;95;82.24710901;1.3;20.8
23/06/1991;12;23.1;17.55;22.04;54.69597681;95;74.8479884;1.7;0.2
24/06/1991;15.9;20.2;18.05;10.95;60.77216398;95;77.88608199;2.2;0.8
25/06/1991;16.2;24.4;20.3;13.66;64.28083235;95;79.64041618;1.8;1
26/06/1991;13.1;21.8;17.45;13.73;61.48305826;95;78.24152913;2;0.6
27/06/1991;11.4;16;13.7;21.87;56.74367771;95;75.87183885;3.4;1.6
28/06/1991;9.7;16.1;12.9;14.09;57.93172764;95;76.46586382;2.1;2.4
29/06/1991;9.3;20.2;14.75;19.91;48.88281914;95;71.94140957;1.8;1
30/06/1991;8.4;23.5;15.95;23.59;41.79109764;95;68.39554882;1.9;0
01/07/1991;12;26.5;19.25;23.67;38.62359704;95;66.81179852;1.6;0
02/07/1991;13.1;28.8;20.95;27.93;33.77310832;95;64.38655416;1.8;0
03/07/1991;16.1;28.9;22.5;26.95;41.71725693;95;68.35862846;1.7;0
04/07/1991;18.1;28.9;23.5;27.51;39.86224699;95;67.43112349;2.5;0
05/07/1991;18.3;31.3;24.8;26.74;40.75101519;95;67.8755076;2.1;0
06/07/1991;18.7;29.5;24.1;26.11;44.36847222;95;69.68423611;1.8;0
07/07/1991;19.2;31;25.1;23.26;39.29417578;95;67.14708789;1.8;3
08/07/1991;17.3;26.9;22.1;21.62;49.30760823;95;72.15380411;2;0.2
09/07/1991;15.5;25.5;20.5;20.21;48.09502273;95;71.54751136;1.8;0
10/07/1991;13.3;30.5;21.9;27.81;35.92121355;95;65.46060678;1.8;0
11/07/1991;17.2;33.4;25.3;27.45;33.35155126;95;64.17577563;2.1;0
12/07/1991;18.8;26.4;22.6;18.51;49.29489256;95;72.14744628;1.8;0
13/07/1991;16.7;27.4;22.05;25.02;37.83249724;95;66.41624862;2.1;2.2
14/07/1991;13.2;23.4;18.3;16.92;59.75068559;95;77.37534279;2.3;12.6
15/07/1991;11.1;23;17.05;21.56;49.58687334;95;72.29343667;2.2;0.2
16/07/1991;13.1;23.4;18.25;24.38;44.00802054;95;69.50401027;1.5;0
17/07/1991;12.1;23.6;17.85;24.35;40.3981008;95;67.6990504;1.5;0
18/07/1991;11.6;23.1;17.35;12.86;40.87779977;95;67.93889988;2;0.6
19/07/1991;12.9;23.7;18.3;22.37;51.00241279;95;73.0012064;2.5;0.4
20/07/1991;10.7;20.5;15.6;13.24;52.52445724;95;73.76222862;1.4;0
21/07/1991;8.6;23;15.8;23.43;41.68523073;95;68.34261537;1.3;0
22/07/1991;12.1;26.1;19.1;27.42;34.62250656;95;64.81125328;1.8;0
23/07/1991;13.2;30.8;22;26.27;30.33084193;95;62.66542096;1.4;0
24/07/1991;14.6;20.9;17.75;13.2;49.50125653;95;72.25062827;2.6;6.6
25/07/1991;13.9;17.5;15.7;11.29;63.86047597;95;79.43023798;2.3;7
26/07/1991;13.3;19.8;16.55;9.81;71.7149133;95;83.35745665;1.7;3.8
27/07/1991;13.7;23.2;18.45;18.39;48.99557724;95;71.99778862;1.5;0.2
28/07/1991;12.6;25.7;19.15;26.19;34.12943423;95;64.56471711;2.3;0
29/07/1991;14.9;28.8;21.85;26.56;31.26728951;95;63.13364476;2.1;0
30/07/1991;14.8;29.8;22.3;19.02;41.98186614;95;68.49093307;1.7;14.2
31/07/1991;15.5;21.4;18.45;14.35;60.30884999;95;77.654425;1.6;0
01/08/1991;13.4;22.5;17.95;12.86;54.18662404;95;74.59331202;1.7;0.2
02/08/1991;12.6;24.9;18.75;17.04;46.57192778;95;70.78596389;1.3;0.2
03/08/1991;13.7;27.2;20.45;20.59;38.23207538;95;66.61603769;1.4;0
04/08/1991;16.7;27.5;22.1;20.65;39.38168966;95;67.19084483;1.5;0
05/08/1991;14.5;29;21.75;21.72;38.89056061;95;66.9452803;1;0
06/08/1991;15.4;32.2;23.8;24.25;30.49640907;95;62.74820453;1.6;0
07/08/1991;17.6;33.1;25.35;16.65;33.10607284;95;64.05303642;2.2;1.6
08/08/1991;17.6;25.2;21.4;13.09;59.69613233;95;77.34806616;2.3;5
09/08/1991;15.9;25.4;20.65;24.06;40.53328066;95;67.76664033;1.9;0
10/08/1991;12.9;28;20.45;23.76;36.80324427;95;65.90162214;1.4;0
11/08/1991;16.2;30.3;23.25;23.76;38.01460793;95;66.50730397;1.5;0.2
12/08/1991;15.5;25.8;20.65;20.03;78.44128298;95;86.72064149;1.4;0
13/08/1991;13;27.5;20.25;22.89;94.50899849;95;94.75449924;1.4;0.2
14/08/1991;11.5;26.8;19.15;22.02;54.78205771;95;74.89102886;1.4;0
15/08/1991;14.8;28.7;21.75;22.18;33.28576231;95;64.14288116;1.3;0
16/08/1991;15;26.1;20.55;23.66;40.33375949;95;67.66687975;1.7;0
17/08/1991;14.3;25.3;19.8;19.55;41.61512549;95;68.30756275;2.7;0.2
18/08/1991;12.8;22.1;17.45;14;40.24930283;95;67.62465142;1.9;0
19/08/1991;10.2;21.8;16;23.89;35.71168321;95;65.3558416;1.6;0
20/08/1991;7.6;26.4;17;22.43;28.50556829;95;61.75278414;1.4;0
21/08/1991;12;29.1;20.55;22.36;27.05496569;95;61.02748284;1.5;0
22/08/1991;13.3;31.3;22.3;18.29;25.58453385;95;60.29226692;2.5;0.2
23/08/1991;13.9;24.4;19.15;17.21;44.35447118;95;69.67723559;1.7;4.2
24/08/1991;13.1;25.1;19.1;14.29;36.98067883;95;65.99033941;1.4;0
25/08/1991;14.4;26.1;20.25;19.02;33.99495949;95;64.49747975;1.8;0
26/08/1991;13.5;27.7;20.6;22.07;30.87384432;95;62.93692216;1.9;0
27/08/1991;14;26.1;20.05;21.48;32.68761987;95;63.84380994;2;0
28/08/1991;13.9;26.7;20.3;20.42;31.16179345;95;63.08089672;1.7;0
29/08/1991;13.2;24.5;18.85;19.84;30.37622967;95;62.68811483;2.4;0
30/08/1991;11.1;24.9;18;22.19;25.41582506;95;60.20791253;2.4;0
31/08/1991;10.8;28.3;19.55;20.81;23.45357911;95;59.22678956;1.9;0
01/09/1991;13.2;26.1;19.65;11.68;38.94151634;95;66.97075817;1.8;0
02/09/1991;16.9;24.3;20.6;11.97;61.46479157;95;78.23239578;1.3;1
03/09/1991;14.2;29;21.6;19.09;30.80771599;95;62.90385799;1.5;0.2
04/09/1991;12;28.9;20.45;19.33;27.96652759;95;61.4832638;1.3;0
05/09/1991;10.7;28.8;19.75;18.89;27.90575209;95;61.45287604;1.4;0
06/09/1991;11.3;20.3;15.8;11.34;47.20152686;95;71.10076343;1.8;0
07/09/1991;7.2;19.2;13.2;20.41;37.69858451;95;66.34929226;1.8;0
08/09/1991;8.6;22.3;15.45;20.02;38.1849734;95;66.5924867;1.8;0
09/09/1991;8.8;25.4;17.1;19.25;32.62557072;95;63.81278536;1.3;0
10/09/1991;8.2;28.3;18.25;14.03;33.96005889;95;64.48002944;1.6;0
11/09/1991;16.3;24.5;20.4;12.39;56.15832664;95;75.57916332;2;6.2
12/09/1991;12.2;20;16.1;10.82;60.93579052;95;77.96789526;2.1;1.4
13/09/1991;8.9;22.5;15.7;17.64;44.33439333;95;69.66719667;1.5;0
14/09/1991;8.8;23.6;16.2;16.58;49.80706701;95;72.40353351;1.1;0
15/09/1991;8.8;23.7;16.25;12.63;45.44616059;95;70.2230803;1.4;0
16/09/1991;14.7;25.7;20.2;14.06;44.04641803;95;69.52320901;1.7;0.2
17/09/1991;10.8;22.4;16.6;16.4;45.79598212;95;70.39799106;2.3;0.2
18/09/1991;8.6;24.7;16.65;17.39;38.70656962;95;66.85328481;1.3;0
19/09/1991;9.8;23.7;16.75;15.42;42.97893246;95;68.98946623;1.2;0
20/09/1991;13.4;23.9;18.65;12.85;46.76707861;95;70.88353931;1.5;0
21/09/1991;10.8;26.7;18.75;14.8;42.28339962;95;68.64169981;1.5;0
22/09/1991;13.5;24.2;18.85;6.99;65.29610991;95;80.14805495;1.9;11.8
23/09/1991;11.7;16.9;14.3;9.28;54.04759847;95;74.52379923;2.8;0.2
24/09/1991;14.5;19.4;16.95;4.89;66.61695665;95;80.80847833;2.7;0
25/09/1991;14.7;24.3;19.5;10.17;59.25218939;95;77.1260947;2.5;7.8
26/09/1991;12.2;16;14.1;4.47;85.10923867;95;90.05461934;1.5;20.6
27/09/1991;9.4;14.2;11.8;8.55;63.78224921;95;79.39112461;2.9;0.6
28/09/1991;8.3;14.6;11.45;3.3;64.66627286;95;79.83313643;2.6;2
29/09/1991;12;14.3;13.15;3.16;79.6701814;95;87.3350907;1.7;14.6
30/09/1991;8.6;17.5;13.05;9.05;74.68465686;95;84.84232843;1.9;2.8
01/10/1991;7.9;15.8;11.85;5.84;69.45378238;95;82.22689119;2.8;0.8
02/10/1991;6.6;14.6;10.6;8.42;58.64801388;95;76.82400694;2.3;0
03/10/1991;3.4;18;10.7;13.92;54.29980981;95;74.6499049;1.1;0
04/10/1991;4.4;19.2;11.8;13.67;55.82994468;95;75.41497234;1;0
05/10/1991;5;17.8;11.4;5.16;76.325116;95;85.662558;1.3;10.2
06/10/1991;11.2;13.7;12.45;1.85;84.39883343;95;89.69941671;1.8;7.8
07/10/1991;11.1;13.9;12.5;1.97;83.41202548;95;89.20601274;1.1;0
08/10/1991;10;16;13;5.35;74.92661862;95;84.96330931;1;0.2
09/10/1991;6.1;21.1;13.6;11.16;60.61594696;95;77.80797348;1.2;0
10/10/1991;10.4;19.6;15;9.09;59.9144658;95;77.4572329;1.8;0.2
11/10/1991;10.4;17.4;13.9;6.55;66.70056685;95;80.85028342;1.6;0.4
12/10/1991;11.8;14.5;13.15;2.37;85.43137763;95;90.21568882;1;4.2
13/10/1991;8.4;15;11.7;5.97;77.53585572;95;86.26792786;1.2;0
14/10/1991;5.2;17.5;11.35;8.14;74.44916129;95;84.72458065;1;2.2
15/10/1991;9;17.7;13.35;8.85;69.57280007;95;82.28640004;1.2;0
16/10/1991;6.6;16.5;11.55;9.6;61.98598035;95;78.49299017;2.9;0.2
17/10/1991;6.9;13.3;10.1;2.43;67.33851123;95;81.16925562;4;10.8
18/10/1991;5.5;10;7.75;4.39;65.86492947;95;80.43246473;2.9;4.4
19/10/1991;5.1;9.2;7.15;7.22;68.72450156;95;81.86225078;2;2.8
20/10/1991;5;9.1;7.05;5.37;74.26624547;95;84.63312274;1.5;2.4
21/10/1991;4.1;7.8;5.95;4.96;70.70557792;95;82.85278896;1.3;0
22/10/1991;1.1;9.3;5.2;6.36;69.86054093;95;82.43027046;1.1;0
23/10/1991;-0.1;8.1;4;3.14;82.02921477;95;88.51460739;1.1;0
24/10/1991;6.9;10.1;8.5;5.62;76.65537936;95;85.82768968;1.1;0
25/10/1991;5.4;10.3;7.85;6.42;65.16384208;95;80.08192104;1.7;0
26/10/1991;2.6;11.3;6.95;8.53;69.69162365;95;82.34581183;1.7;0
27/10/1991;0.6;8.2;4.4;4.74;73.25524988;95;84.12762494;1.5;0.4
28/10/1991;4.7;9.4;7.05;2.98;74.94203291;95;84.97101645;1.4;0
29/10/1991;0.1;8.9;4.5;8.67;61.94082052;95;78.47041026;1.6;0
30/10/1991;-1;6;2.5;2.18;85.65114857;95;90.32557429;1;4.2
31/10/1991;4.1;11;7.55;7.36;79.14283315;95;87.07141657;1.2;0
01/11/1991;1.9;13.6;7.75;8.29;61.42343923;95;78.21171961;2.6;0
02/11/1991;9.9;11.9;10.9;1.87;76.84897442;95;85.92448721;3.4;7
03/11/1991;11.4;15.7;13.55;4.85;51.53397656;95;73.26698828;4.5;2.8
04/11/1991;5;11.5;8.25;4.79;67.18252492;95;81.09126246;3.7;10
05/11/1991;4.6;7.1;5.85;1.38;77.33547405;95;86.16773702;2.4;2
06/11/1991;2.6;6.8;4.7;5.57;61.20160709;95;78.10080355;2.4;0
07/11/1991;5.3;9.5;7.4;0.64;75.01214364;95;85.00607182;3.8;4.6
08/11/1991;8.6;10.1;9.35;2.49;77.89645071;95;86.44822535;3.8;5.6
09/11/1991;1.9;8.6;5.25;5.2;69.24463684;95;82.12231842;2.3;5.8
10/11/1991;0.5;6.8;3.65;6.07;74.01250216;95;84.50625108;1.7;0
11/11/1991;1.1;8;4.55;2.76;59.2502985;95;77.12514925;3.5;10.2
12/11/1991;5.6;12.3;8.95;1.38;72.31999766;95;83.65999883;4.3;3.2
13/11/1991;4.8;13;8.9;1.04;74.86145238;95;84.93072619;3.5;23
14/11/1991;3.6;7.3;5.45;4.36;70.23832669;95;82.61916334;4.1;2.6
15/11/1991;2.5;7.3;4.9;2.33;78.20282952;95;86.60141476;1.8;2.2
16/11/1991;0.5;5.6;3.05;2.94;82.290878;95;88.645439;1.2;0
17/11/1991;-0.1;4.7;2.3;1.58;80.84068771;95;87.92034386;1.8;0
18/11/1991;2.3;9.1;5.7;1.19;82.16563345;95;88.58281672;2.9;4.8
19/11/1991;1.4;9.7;5.55;4.15;71.57199135;95;83.28599568;2.4;0.4
20/11/1991;0.6;5.3;2.95;0.96;81.73191939;95;88.36595969;2.2;1.4
21/11/1991;3;5;4;1.55;59.22214033;95;77.11107017;2.7;0
22/11/1991;1.5;3.7;2.6;2.15;67.74146117;95;81.37073059;1.5;0
23/11/1991;-0.9;5.8;2.45;5.16;72.01872829;95;83.50936415;1.4;0
24/11/1991;-3;2.6;-0.2;3.74;80.60114862;95;87.80057431;1.7;0
25/11/1991;-1.5;4.1;1.3;2.5;79.23112973;95;87.11556487;1.3;0
26/11/1991;-2.7;6.8;2.05;4.78;79.65117743;95;87.32558871;1;0
27/11/1991;-0.8;8.7;3.95;5.03;81.27820719;95;88.1391036;1.3;0
28/11/1991;0.9;4.1;2.5;2.27;77.12045484;95;86.06022742;1.2;0
29/11/1991;0.1;2.1;1.1;1.37;80.8855607;95;87.94278035;1.3;0
30/11/1991;0.4;2.5;1.45;1.37;85.94699387;95;90.47349693;1.3;0
01/12/1991;-0.5;1.2;0.35;1.02;90.96398906;95;92.98199453;0.9;0
02/12/1991;1.2;2;1.6;1.18;71.24353401;95;83.121767;1.6;0
03/12/1991;-0.5;1.2;0.35;0.59;79.34648158;95;87.17324079;1.3;0
04/12/1991;-1.1;0.8;-0.15;1.06;90.66341815;95;92.83170907;1.9;0
05/12/1991;-0.5;5.7;2.6;2.28;79.24977004;95;87.12488502;1.5;0
06/12/1991;-3.4;1.8;-0.8;4.47;85.41335918;95;90.20667959;1.7;0
07/12/1991;-5.2;0.2;-2.5;1.62;96.9151449;96.9151449;96.9151449;1.3;0
08/12/1991;-0.5;3.9;1.7;3.59;73.74960283;95;84.37480141;1.8;0
09/12/1991;-3.4;3.4;0;4.55;66.07676332;95;80.53838166;2.5;0
10/12/1991;-7.4;-3.1;-5.25;4.96;96.9151449;96.9151449;96.9151449;2.2;0
11/12/1991;-6.6;-1;-3.8;2.98;96.9151449;96.9151449;96.9151449;1.4;0
12/12/1991;-9.7;0.1;-4.8;4.85;96.9151449;96.9151449;96.9151449;1;0
13/12/1991;-9.6;-0.6;-5.1;4.83;96.9151449;96.9151449;96.9151449;0.9;0
14/12/1991;-10.4;-2.1;-6.25;1.98;96.9151449;96.9151449;96.9151449;0.9;0
15/12/1991;-12.6;2.3;-5.15;4.33;87.84609328;95;91.42304664;0.9;0
16/12/1991;-3.6;7.4;1.9;3.98;71.37762741;95;83.1888137;1.6;4
17/12/1991;4;7.3;5.65;2.54;83.28218173;95;89.14109086;2.6;7.2
18/12/1991;3.1;8.2;5.65;3.11;63.6513597;95;79.32567985;4.1;9.6
19/12/1991;4.8;10;7.4;1.3;78.71753775;95;86.85876887;4.2;11.2
20/12/1991;1.3;6.3;3.8;2.51;70.27206135;95;82.63603068;3.9;4.8
21/12/1991;1.6;11.3;6.45;0.69;81.18206323;95;88.09103161;4.2;11.2
22/12/1991;10.6;12.4;11.5;0.82;76.6331919;95;85.81659595;4.3;2.6
23/12/1991;8.2;11;9.6;1.06;69.30749167;95;82.15374584;3.5;1.8
24/12/1991;1.4;8.1;4.75;3.11;60.37779204;95;77.68889602;1.9;0
25/12/1991;-1;5.2;2.1;4.01;82.23755058;95;88.61877529;0.9;0
26/12/1991;-0.7;3.9;1.6;0.7;92.38702256;95;93.69351128;2.6;0
27/12/1991;4.1;6.6;5.35;2.23;85.32698027;95;90.16349014;1.9;0.2
28/12/1991;-1.5;5.9;2.2;4.19;96.9151449;96.9151449;96.9151449;1.4;0
29/12/1991;-2.6;4;0.7;4.72;96.9151449;96.9151449;96.9151449;1.4;0
30/12/1991;2.4;4.4;3.4;1.19;96.9151449;96.9151449;96.9151449;1.8;0
31/12/1991;-0.2;2.7;1.25;0.71;96.9151449;96.9151449;96.9151449;1.7;0
01/01/1992;-0.9;-0.2;-0.55;0.93;96.9151449;96.9151449;96.9151449;2.2;0
02/01/1992;-3;3;0;4.93;89.14185304;95;92.07092652;2.4;0
03/01/1992;-4;1.5;-1.25;1.64;91.27654759;95;93.13827379;2.5;0
04/01/1992;1.5;5.8;3.65;2.49;92.3686234;95;93.6843117;3.9;0.4
05/01/1992;5.6;8.7;7.15;1.59;95.63889709;95.63889709;95.63889709;3.6;0
06/01/1992;1.9;8;4.95;3.33;94.72259847;95;94.86129923;2;0
07/01/1992;1.2;6.9;4.05;3.44;92.46778104;95;93.73389052;3.2;0
08/01/1992;6.5;11.1;8.8;3.44;96.9151449;96.9151449;96.9151449;4.3;0.6
09/01/1992;5.1;13;9.05;1.28;96.69569812;96.69569812;96.69569812;3.6;2.6
10/01/1992;3.7;5.9;4.8;1.4;92.58772546;95;93.79386273;1.3;7
11/01/1992;3.3;4.6;3.95;0.88;93.82204083;95;94.41102041;1.3;0
12/01/1992;-1.8;3.2;0.7;2.34;96.17240896;96.17240896;96.17240896;1.2;0
13/01/1992;0.1;3.8;1.95;1.47;95.10786138;95.10786138;95.10786138;1.7;0
14/01/1992;-1.8;2.6;0.4;3.95;96.9151449;96.9151449;96.9151449;1.6;0
15/01/1992;2.5;4.6;3.55;0.91;96.59685648;96.59685648;96.59685648;1.3;0
16/01/1992;2.9;3.9;3.4;0.72;96.9151449;96.9151449;96.9151449;1.2;0
17/01/1992;0.7;5.4;3.05;1.87;96.9151449;96.9151449;96.9151449;1.2;0
18/01/1992;-1.3;3.6;1.15;2.86;96.9151449;96.9151449;96.9151449;1.4;0
19/01/1992;-2.3;1.5;-0.4;1.46;96.08782746;96.08782746;96.08782746;1.6;4.2
20/01/1992;-0.9;2.5;0.8;1.01;91.7983949;95;93.39919745;2.4;4
21/01/1992;-5.7;-1.3;-3.5;6.29;96.9151449;96.9151449;96.9151449;3.4;0
22/01/1992;-7.2;-2;-4.6;5.91;96.9151449;96.9151449;96.9151449;1.9;0
23/01/1992;-8;-0.2;-4.1;5.86;96.9151449;96.9151449;96.9151449;1.2;0
24/01/1992;-8.3;0.2;-4.05;2.85;96.9151449;96.9151449;96.9151449;1;0
25/01/1992;-6.1;-0.9;-3.5;4.04;96.9151449;96.9151449;96.9151449;1.1;0
26/01/1992;-5.3;-0.3;-2.8;1.85;95.86149649;95.86149649;95.86149649;1.2;0
27/01/1992;-1.3;1.6;0.15;2.11;96.50656087;96.50656087;96.50656087;2.5;0
28/01/1992;-0.7;1.8;0.55;5.83;96.9151449;96.9151449;96.9151449;2.7;0
29/01/1992;-3.1;6.1;1.5;6.81;96.9151449;96.9151449;96.9151449;2;0
30/01/1992;-1.6;9;3.7;6.87;96.9151449;96.9151449;96.9151449;2;0
31/01/1992;-1.3;9.5;4.1;7.15;95.89399776;95.89399776;95.89399776;2.3;0
01/02/1992;-2.6;7.3;2.35;7.51;96.537691;96.537691;96.537691;1.8;0
02/02/1992;-3.3;0.5;-1.4;3.81;96.9151449;96.9151449;96.9151449;1.8;0
03/02/1992;-3.4;2.5;-0.45;1.23;96.9151449;96.9151449;96.9151449;2.4;1.2
04/02/1992;1.7;7.8;4.75;1.3;96.33480319;96.33480319;96.33480319;3;7
05/02/1992;6.3;8.8;7.55;1.26;95.43683869;95.43683869;95.43683869;2.5;3.2
06/02/1992;0.5;7.3;3.9;3.31;94.59863487;95;94.79931744;1.1;0
07/02/1992;-0.9;4.7;1.9;6.22;81.72534091;95;88.36267046;1.3;0
08/02/1992;-2;2.3;0.15;3.53;90.30792101;95;92.6539605;1.2;0
09/02/1992;-1.8;11;4.6;8.32;95.53892946;95.53892946;95.53892946;3.4;0.8
10/02/1992;4.9;8.4;6.65;4.96;96.9151449;96.9151449;96.9151449;2.9;0
11/02/1992;4.2;7.1;5.65;1.15;96.9151449;96.9151449;96.9151449;3.5;6
12/02/1992;7.2;10.5;8.85;1.62;95.80063659;95.80063659;95.80063659;2.9;1.6
13/02/1992;4.8;9.6;7.2;3.39;96.67220757;96.67220757;96.67220757;2;7.6
14/02/1992;4.3;8;6.15;4.79;96.9151449;96.9151449;96.9151449;2.9;0
15/02/1992;4.3;7.9;6.1;1.44;95.56702939;95.56702939;95.56702939;4.2;5.2
16/02/1992;0.8;5.1;2.95;4.96;96.9151449;96.9151449;96.9151449;3.2;1.8
17/02/1992;-3.4;2.2;-0.6;6.11;96.9151449;96.9151449;96.9151449;2.5;0.6
18/02/1992;-6.5;0.1;-3.2;9.83;96.9151449;96.9151449;96.9151449;1.7;0
19/02/1992;-5.8;1.6;-2.1;11.03;96.9151449;96.9151449;96.9151449;2.1;0
20/02/1992;-6;2.4;-1.8;6.58;96.9151449;96.9151449;96.9151449;1.6;0
21/02/1992;-2.5;5.2;1.35;8.25;96.9151449;96.9151449;96.9151449;1.3;0
22/02/1992;-4.3;6.9;1.3;8.83;96.537691;96.537691;96.537691;1.1;0
23/02/1992;2;8.4;5.2;7.32;96.9151449;96.9151449;96.9151449;2;0
24/02/1992;2.7;11.9;7.3;6.45;95.34332078;95.34332078;95.34332078;1.4;0
25/02/1992;3.3;10.3;6.8;5.86;96.9151449;96.9151449;96.9151449;1.4;0
26/02/1992;4.1;11.6;7.85;5.75;96.9151449;96.9151449;96.9151449;1.2;0
27/02/1992;-0.1;13.3;6.6;7.53;94.34854899;95;94.67427449;1;0
28/02/1992;-0.9;15.2;7.15;10.89;95.86440902;95.86440902;95.86440902;1.1;0
29/02/1992;-1.2;15.7;7.25;12.23;95.63015081;95.63015081;95.63015081;1.3;0
01/03/1992;1.2;16.2;8.7;7.29;96.45863529;96.45863529;96.45863529;2.7;0
02/03/1992;0.1;9.9;5;9.64;96.9151449;96.9151449;96.9151449;2.4;1.8
03/03/1992;0.5;12.7;6.6;12.66;96.9151449;96.9151449;96.9151449;1.7;0
04/03/1992;0.1;14.5;7.3;6.56;96.17819171;96.17819171;96.17819171;1.4;0
05/03/1992;3.1;11.9;7.5;11.91;95.97296012;95.97296012;95.97296012;1.3;0
06/03/1992;2.1;13.1;7.6;13.56;96.9151449;96.9151449;96.9151449;1.9;0.2
07/03/1992;-0.3;15;7.35;6.71;96.40958748;96.40958748;96.40958748;1.4;0
08/03/1992;-0.2;13.2;6.5;8.97;96.65319526;96.65319526;96.65319526;1.2;0
09/03/1992;4.4;13.6;9;9.08;96.9151449;96.9151449;96.9151449;1.2;0
10/03/1992;1.8;13.7;7.75;12.78;96.19797494;96.19797494;96.19797494;2.2;0.4
11/03/1992;2.3;8.4;5.35;3.83;96.9151449;96.9151449;96.9151449;3.3;0.2
12/03/1992;4.9;8;6.45;2.18;96.9151449;96.9151449;96.9151449;4.8;5.8
13/03/1992;8;9.7;8.85;4.28;96.9151449;96.9151449;96.9151449;5.1;17.4
14/03/1992;5;9.3;7.15;3.34;96.9151449;96.9151449;96.9151449;3.2;2.4
15/03/1992;4.7;10;7.35;15.15;96.6654782;96.6654782;96.6654782;2.5;6.8
16/03/1992;-0.2;8.4;4.1;15.41;96.61631761;96.61631761;96.61631761;1.4;0
17/03/1992;-1.7;12.2;5.25;15.78;96.07553207;96.07553207;96.07553207;1.4;0
18/03/1992;1.4;16.3;8.85;4.74;96.67712176;96.67712176;96.67712176;1.1;0
19/03/1992;1.4;10.9;6.15;12.3;96.65499055;96.65499055;96.65499055;1.4;0
20/03/1992;4;17.5;10.75;7.44;53.16008136;95;74.08004068;2.9;0.2
21/03/1992;6.5;13.2;9.85;4.16;48.39973145;95;71.69986572;3.3;0.4
22/03/1992;2.4;10.9;6.65;4.87;73.97498871;95;84.48749436;4.2;9.4
23/03/1992;3.2;6.8;5;4.55;78.53687926;95;86.76843963;2.1;2.4
24/03/1992;1.6;5.9;3.75;8.39;82.66860319;95;88.8343016;2;12.4
25/03/1992;1.4;6.6;4;4.55;69.51802227;95;82.25901114;1.5;0.8
26/03/1992;1.8;4.8;3.3;7.47;77.90089133;95;86.45044566;3.2;1.2
27/03/1992;2.7;6.9;4.8;13.49;70.97687186;95;82.98843593;1.4;0
28/03/1992;2.1;6.5;4.3;6.96;54.2758607;95;74.63793035;2.9;0
29/03/1992;2.8;8.5;5.65;12.82;66.51256467;95;80.75628234;2.4;0.4
30/03/1992;3.7;13.4;8.55;4.82;42.83017861;95;68.91508931;3;0
31/03/1992;4;91;47.5;9.5;72.39203109;95;83.69601554;12.9;0.4
01/04/1992;1.7;8.9;5.3;9.29;70.39211431;95;82.69605715;2.1;1.2
02/04/1992;0.7;10.3;5.5;8.76;62.38558636;95;78.69279318;3.1;2.2
03/04/1992;4.5;10.1;7.3;8.11;67.92261692;95;81.46130846;1.5;0
04/04/1992;4.2;10.7;7.45;17.54;55.51605217;95;75.25802608;1.9;0
05/04/1992;2.4;9.6;6;19.82;40.09841371;95;67.54920685;2.4;0
06/04/1992;-2.5;11.7;4.6;19.11;38.22522501;95;66.6126125;1.2;0
07/04/1992;1.2;13.9;7.55;19.9;36.76927083;95;65.88463542;1.4;0
08/04/1992;2.8;15.4;9.1;21.18;30.66402075;95;62.83201037;2.2;0
09/04/1992;2.5;14.7;8.6;20.66;27.29344099;95;61.14672049;2.3;0
10/04/1992;4;16.5;10.25;20.49;29.98106203;95;62.49053101;2.4;0
11/04/1992;4.5;17.2;10.85;19.01;29.43757008;95;62.21878504;1.7;0
12/04/1992;1.3;17.9;9.6;15.65;33.24065215;95;64.12032607;2.4;0
13/04/1992;4.6;11.2;7.9;20.72;41.18919817;95;68.09459908;3.9;0.2
14/04/1992;5.4;15.2;10.3;8.5;28.46460676;95;61.73230338;4.1;0
15/04/1992;2.3;13.6;7.95;11.41;67.08272673;95;81.04136337;3.9;17
16/04/1992;1;6.8;3.9;12.63;59.20719122;95;77.10359561;2.6;0
17/04/1992;1.4;8.6;5;3.96;51.66725221;95;73.33362611;2.1;2.8
18/04/1992;4.6;12.8;8.7;14.21;84.07984412;95;89.53992206;2;1.4
19/04/1992;7.4;15.3;11.35;24.6;64.56228267;95;79.78114133;2.2;0
20/04/1992;3.3;13.3;8.3;22.63;37.36590309;95;66.18295154;1.9;0
21/04/1992;3.2;19.4;11.3;15.56;33.03752084;95;64.01876042;1.7;0
22/04/1992;5.2;16.2;10.7;6.82;48.98755716;95;71.99377858;1.9;0
23/04/1992;8.4;12;10.2;19.7;75.21533732;95;85.10766866;1.8;2.8
24/04/1992;8.4;21.1;14.75;16.75;45.31243765;95;70.15621882;1.9;0
25/04/1992;9.7;21.1;15.4;16.98;45.32853701;95;70.1642685;1.6;0
