Time PLC_Root PLC_TL Psi_LApo Psi_TApo Psi_LSym Psi_TSym Psi_AllSoil transpiration_mm LAI DFMC LFMCSymp LFMCApo LFMC FMCCanopy SWS1 SWS2 SWS3 SoilEvaporation_mm ETP VPD RG Tair Rn PAR WS RH 
1990-03-2020:00:00 0.0909 0.1483 -0.1083 -0.1062 -0.1124 -0.1114 -0.1012 0.0031 6 56.8358 74.739 75.3267 74.9741 74.9741 52.1406 52.2837 51.9511 0 0 0.0451 0 10.895 0 0 2.5 96.544 
1990-03-2021:00:00 0.0909 0.1483 -0.1079 -0.1059 -0.1119 -0.1105 -0.1012 0.0029 6 56.8536 74.7423 75.3267 74.9761 74.9761 52.1391 52.2826 51.9507 0 0 0.0445 0 10.7133 0 0 2.5 96.544 
1990-03-2022:00:00 0.0909 0.1483 -0.1077 -0.1058 -0.1116 -0.1101 -0.1013 0.0028 6 56.8713 74.7442 75.3267 74.9772 74.9772 52.1378 52.2816 51.9503 0 0 0.044 0 10.5316 0 0 2.5 96.544 
1990-03-2023:00:00 0.0909 0.1483 -0.1076 -0.1057 -0.1113 -0.1098 -0.1013 0.0027 6 56.8888 74.7456 75.3267 74.978 74.978 52.1365 52.2805 51.95 0 0 0.0435 0 10.3499 0 0 2.5 96.544 
1990-03-2100:00:00 0.0909 0.1483 -0.1147 -0.1106 -0.123 -0.1167 -0.1013 0.0047 6 54.5529 74.6729 75.3267 74.9344 74.9344 52.1343 52.279 51.949 0 0 0.116 0 10.1672 0 0 2.2 90.658 
1990-03-2101:00:00 0.0909 0.1483 -0.1161 -0.1116 -0.125 -0.12 -0.1013 0.0061 6 54.8391 74.6605 75.3267 74.927 74.927 52.1314 52.2771 51.9477 0 0 0.107 0 9.9849 0 0 2.2 91.2827 
1990-03-2102:00:00 0.0909 0.1483 -0.1156 -0.1114 -0.1241 -0.1205 -0.1014 0.0061 6 55.1205 74.6664 75.3267 74.9305 74.9305 52.1285 52.2752 51.9463 0 0 0.0981 0 9.8025 0 0 2.2 91.9075 
1990-03-2103:00:00 0.0909 0.1483 -0.1146 -0.1107 -0.1224 -0.1198 -0.1014 0.0058 6 55.3971 74.6768 75.3267 74.9367 74.9367 52.1258 52.2734 51.9451 0 0 0.0894 0 9.6202 0 0 2.2 92.5322 
1990-03-2104:00:00 0.0909 0.1483 -0.1135 -0.1099 -0.1205 -0.1185 -0.1014 0.0053 6 55.669 74.6884 75.3267 74.9437 74.9437 52.1233 52.2717 51.944 0 0 0.0809 0 9.4379 0 0 2.2 93.157 
1990-03-2105:00:00 0.0909 0.1483 -0.1123 -0.1091 -0.1187 -0.117 -0.1014 0.0048 6 55.9362 74.7001 75.3267 74.9507 74.9507 52.1211 52.2701 51.943 0 0 0.0727 0 9.2555 0 0 2.2 93.7817 
1990-03-2106:00:00 0.0909 0.1483 -0.1112 -0.1083 -0.1168 -0.1155 -0.1015 0.0043 6 56.1987 74.7117 75.3267 74.9577 74.9577 52.119 52.2686 51.9421 0 0 0.0646 0 9.0732 0 0 2.2 94.4065 
1990-03-2107:00:00 0.0909 0.1483 -0.1101 -0.1076 -0.115 -0.114 -0.1015 0.0038 6 56.4411 74.7225 75.3267 74.9642 74.9642 52.117 52.2673 51.9414 2e-04 0.0077 0.0571 0.0394 8.9018 0.0308 25.1407 2.2 94.9938 
1990-03-2108:00:00 0.0909 0.1483 -0.1168 -0.112 -0.1266 -0.1164 -0.1015 0.0051 6 55.3024 74.651 75.3267 74.9213 74.9213 52.1134 52.2657 51.9404 0.0013 0.1565 0.0924 0.7832 9.683 0.6136 500.3653 2.2 92.3171 
1990-03-2109:00:00 0.0909 0.1483 -0.1611 -0.141 -0.2014 -0.1357 -0.1016 0.016 6 51.9472 74.1867 75.3267 74.6427 74.6427 52.1037 52.2613 51.9361 0.0023 0.2969 0.2012 1.4111 11.7076 1.1055 901.519 2.2 85.3797 
1990-03-2110:00:00 0.0909 0.1483 -0.2372 -0.1914 -0.3286 -0.1803 -0.1018 0.04 6 46.3776 73.3994 75.3267 74.1703 74.1703 52.0809 52.251 51.9247 0.0045 0.4222 0.4005 1.8802 14.511 1.4731 1201.2638 2.2 75.774 
1990-03-2111:00:00 0.0909 0.1483 -0.3599 -0.2731 -0.5332 -0.2581 -0.1022 0.0809 6 39.5817 72.1406 75.3267 73.415 73.415 52.0363 52.2305 51.9011 0.0076 0.5147 0.684 2.1587 17.4495 1.6913 1379.1725 2.2 65.7049 
1990-03-2112:00:00 0.0909 0.1483 -0.5154 -0.3774 -0.7912 -0.3678 -0.103 0.1385 6 33.5912 70.5645 75.3267 72.4693 72.4693 51.9621 52.1957 51.8606 0.011 0.5547 0.9854 2.2275 19.8488 1.7452 1423.1209 2.2 57.4839 
1990-03-2113:00:00 0.0909 0.1483 -0.6558 -0.4726 -1.0216 -0.4865 -0.1041 0.1994 6 30.2778 69.1682 75.3267 71.6316 71.6316 51.8575 52.1457 51.8019 0.0138 0.5299 1.181 2.0819 21.1579 1.6311 1330.1142 2.2 52.998 
1990-03-2114:00:00 0.0991 0.1608 -0.7204 -0.5183 -1.124 -0.5732 -0.1055 0.2404 6 30.4832 68.5509 75.3173 71.2575 71.2575 51.7334 52.0855 51.7311 0.0147 0.4402 1.1681 1.7319 21.0765 1.3569 1106.4904 2.2 53.277 
1990-03-2115:00:00 0.0995 0.1616 -0.6804 -0.4946 -1.0512 -0.593 -0.1069 0.2432 6 34.1622 68.9895 75.3167 71.5204 71.5204 51.6094 52.0245 51.6594 0.0135 0.298 0.954 1.2013 19.6232 0.9412 767.4893 2.2 58.2569 
1990-03-2116:00:00 0.0995 0.1616 -0.5567 -0.4141 -0.8413 -0.5395 -0.1082 0.2068 6 40.3535 70.2597 75.3167 72.2825 72.2825 51.5063 51.9725 51.5984 0.0092 0.1247 0.6491 0.5262 17.1315 0.4123 336.2131 2.2 66.7945 
1990-03-2117:00:00 0.0995 0.1616 -0.4171 -0.3212 -0.6084 -0.4437 -0.1091 0.1501 6 45.417 71.6794 75.3167 73.1343 73.1343 51.4358 51.9346 51.5542 0.0027 0 0.4376 0 14.95 0 0 2.2 74.2696 
1990-03-2118:00:00 0.0995 0.1616 -0.2426 -0.2051 -0.3176 -0.3267 -0.1096 0.0795 6 46.4745 73.4674 75.3167 74.2071 74.2071 51.4001 51.9141 51.5308 0 0 0.3968 0 14.4661 0 0 2.2 75.9276 
1990-03-2119:00:00 0.0995 0.1616 -0.193 -0.1698 -0.2394 -0.2499 -0.1098 0.0432 6 47.5046 73.9511 75.3167 74.4973 74.4973 51.3811 51.9025 51.5181 0 0 0.358 0 13.9823 0 0 2.2 77.5856 
1990-03-2120:00:00 0.0995 0.1616 -0.1735 -0.1554 -0.2097 -0.2096 -0.11 0.0304 6 48.5062 74.135 75.3167 74.6077 74.6077 51.3679 51.8942 51.5091 0 0 0.3213 0 13.4984 0 0 2.2 79.2435 
1990-03-2121:00:00 0.0995 0.1616 -0.1627 -0.1475 -0.1932 -0.1878 -0.1101 0.0243 6 49.478 74.2371 75.3167 74.669 74.669 51.3576 51.8874 51.502 0 0 0.2864 0 13.0145 0 0 2.2 80.9015 
1990-03-2122:00:00 0.0995 0.1616 -0.1551 -0.142 -0.1813 -0.1744 -0.1103 0.0204 6 50.4191 74.3112 75.3167 74.7134 74.7134 51.349 51.8815 51.4961 0 0 0.2534 0 12.5306 0 0 2.2 82.5595 
1990-03-2123:00:00 0.0995 0.1616 -0.1488 -0.1375 -0.1714 -0.165 -0.1104 0.0175 6 51.3287 74.3728 75.3167 74.7503 74.7503 51.3417 51.8764 51.491 0 0 0.2221 0 12.0468 0 0 2.2 84.2175 
1990-03-2200:00:00 0.0995 0.1616 -0.1416 -0.1304 -0.1639 -0.1573 -0.1035 0.0169 6 50.6298 74.4192 75.3167 74.7782 74.7782 52.3325 51.8724 51.4873 0 0 0.2461 0 11.5577 0 0 1.7 81.9396 
1990-03-2201:00:00 0.0995 0.1616 -0.1379 -0.1278 -0.158 -0.152 -0.1036 0.0153 6 51.587 74.4557 75.3167 74.8001 74.8001 52.324 51.8688 51.4841 0 0 0.2134 0 11.0718 0 0 1.7 83.8297 
1990-03-2202:00:00 0.0995 0.1616 -0.1332 -0.1246 -0.1505 -0.1462 -0.1037 0.0134 6 52.5099 74.5022 75.3167 74.828 74.828 52.3163 51.8657 51.4814 0 0 0.1824 0 10.5858 0 0 1.7 85.7197 
1990-03-2203:00:00 0.0995 0.1616 -0.1287 -0.1214 -0.1431 -0.1404 -0.1037 0.0115 6 53.3981 74.548 75.3167 74.8555 74.8555 52.3096 51.8631 51.4793 0 0 0.1532 0 10.0999 0 0 1.7 87.6098 
1990-03-2204:00:00 0.0995 0.1616 -0.1244 -0.1184 -0.1362 -0.1346 -0.1038 0.0096 6 54.251 74.5909 75.3167 74.8812 74.8812 52.3038 51.8609 51.4778 0 0 0.1257 0 9.614 0 0 1.7 89.4999 
1990-03-2205:00:00 0.0995 0.1616 -0.1204 -0.1156 -0.1299 -0.1292 -0.1038 0.0078 6 55.0683 74.6305 75.3167 74.9049 74.9049 52.2987 51.8592 51.4768 0 0 0.0997 0 9.1281 0 0 1.7 91.39 
1990-03-2206:00:00 0.0995 0.1616 -0.1167 -0.1131 -0.124 -0.1241 -0.1039 0.0062 6 55.8499 74.6667 75.3167 74.9267 74.9267 52.2944 51.8579 51.4762 0 0 0.0753 0 8.6422 0 0 1.7 93.28 
1990-03-2207:00:00 0.0995 0.1616 -0.1135 -0.1108 -0.1189 -0.1195 -0.1039 0.0047 6 56.5214 74.6984 75.3167 74.9457 74.9457 52.2905 51.8569 51.4761 3e-04 0.0129 0.0547 0.0655 8.2058 0.0528 41.8647 1.7 94.9776 
1990-03-2208:00:00 0.0995 0.1616 -0.1211 -0.1156 -0.1319 -0.1205 -0.1039 0.0057 6 55.2362 74.6178 75.3167 74.8974 74.8974 52.2852 51.8557 51.4757 0.0013 0.1517 0.0945 0.7523 9.0256 0.6056 480.6121 1.7 91.7887 
1990-03-2209:00:00 0.0995 0.1616 -0.161 -0.1418 -0.1992 -0.1385 -0.104 0.0156 6 51.6232 74.2001 75.3167 74.6467 74.6467 52.2741 51.852 51.4723 0.0025 0.2832 0.2121 1.3314 11.053 1.0718 850.6105 1.7 83.9026 
1990-03-2210:00:00 0.0995 0.1616 -0.2334 -0.1899 -0.3203 -0.1819 -0.1042 0.0383 6 45.7323 73.4511 75.3167 74.1973 74.1973 52.2503 51.8427 51.4622 0.0049 0.4007 0.4253 1.7634 13.8282 1.4196 1126.6451 1.7 73.108 
1990-03-2211:00:00 0.0995 0.1616 -0.3502 -0.2678 -0.5148 -0.2581 -0.1047 0.0773 6 38.6644 72.2534 75.3167 73.4787 73.4787 52.2054 51.8237 51.4406 0.0083 0.4877 0.7266 2.019 16.7217 1.6253 1289.9046 1.7 61.853 
1990-03-2212:00:00 0.0995 0.1616 -0.4978 -0.3668 -0.7593 -0.3651 -0.1054 0.1321 6 32.5348 70.7586 75.3167 72.5818 72.5818 52.1318 51.7911 51.4027 0.012 0.5252 1.0451 2.0806 19.0773 1.6749 1329.2632 1.7 52.6903 
1990-03-2213:00:00 0.0995 0.1616 -0.6308 -0.4572 -0.9773 -0.4803 -0.1065 0.1899 6 29.1856 69.4356 75.3167 71.788 71.788 52.029 51.7441 51.3477 0.015 0.5018 1.2512 1.9441 20.3608 1.565 1242.0386 1.7 47.698 
1990-03-2214:00:00 0.0995 0.1616 -0.6925 -0.501 -1.0747 -0.5641 -0.1078 0.229 6 29.3923 68.8477 75.3167 71.4353 71.4353 51.9075 51.6873 51.2811 0.016 0.4172 1.2377 1.6187 20.281 1.3031 1034.175 1.7 48.0084 
1990-03-2215:00:00 0.0995 0.1616 -0.6543 -0.4783 -1.0056 -0.5825 -0.1092 0.2316 6 33.1149 69.2646 75.3167 71.6854 71.6854 51.7863 51.6297 51.2136 0.0146 0.2833 1.012 1.1267 18.856 0.907 719.838 1.7 53.5511 
1990-03-2216:00:00 0.0995 0.1616 -0.5372 -0.402 -0.8071 -0.5298 -0.1104 0.197 6 39.4609 70.4673 75.3167 72.4071 72.4071 51.6867 51.5807 51.1563 0.0089 0.1204 0.6896 0.5016 16.4091 0.4038 320.4492 1.7 63.0689 
1990-03-2217:00:00 0.0995 0.1616 -0.4019 -0.3119 -0.5817 -0.4353 -0.1112 0.1427 6 45.0748 71.8433 75.3167 73.2327 73.2327 51.6183 51.5452 51.115 0.0026 0 0.451 0 14.1121 0 0 1.7 72.0037 
1990-03-2218:00:00 0.0995 0.1616 -0.2371 -0.2019 -0.3073 -0.3208 -0.1117 0.0754 6 46.9491 73.5313 75.3167 74.2455 74.2455 51.5832 51.5262 51.0936 0 0 0.3788 0 13.2917 0 0 1.7 75.1949 
1990-03-2219:00:00 0.0995 0.1616 -0.1864 -0.1659 -0.2272 -0.2436 -0.112 0.04 6 48.7406 74.0266 75.3167 74.5426 74.5426 51.5643 51.5161 51.0827 0 0 0.3128 0 12.4712 0 0 1.7 78.3861 
1990-03-2220:00:00 0.0995 0.1616 -0.1639 -0.1495 -0.1927 -0.2004 -0.1121 0.0262 6 50.4425 74.2402 75.3167 74.6708 74.6708 51.5517 51.5093 51.0758 0 0 0.2526 0 11.6508 0 0 1.7 81.5773 
1990-03-2221:00:00 0.0995 0.1616 -0.1503 -0.1396 -0.1717 -0.175 -0.1122 0.0188 6 52.0498 74.3705 75.3167 74.749 74.749 51.5425 51.5044 51.0711 0 0 0.1978 0 10.8304 0 0 1.7 84.7685 
1990-03-2222:00:00 0.0995 0.1616 -0.1403 -0.1324 -0.1561 -0.1582 -0.1123 0.0138 6 53.5587 74.4673 75.3167 74.807 74.807 51.5356 51.5008 51.0679 0 0 0.148 0 10.01 0 0 1.7 87.9598 
1990-03-2223:00:00 0.0995 0.1616 -0.1324 -0.1267 -0.1436 -0.1457 -0.1124 0.01 6 54.9669 74.5454 75.3167 74.8539 74.8539 51.5304 51.498 51.0657 0 0 0.1029 0 9.1895 0 0 1.7 91.151 
1990-03-2300:00:00 0.0995 0.1616 -0.1451 -0.1353 -0.1645 -0.1557 -0.1124 0.0122 6 49.1098 74.4152 75.3167 74.7758 74.7758 51.5243 51.4947 51.063 0 0 0.2995 0 8.3645 0 0 1 72.7678 
1990-03-2301:00:00 0.0995 0.1616 -0.1453 -0.1357 -0.1646 -0.159 -0.1125 0.0142 6 50.5288 74.4147 75.3167 74.7755 74.7755 51.5172 51.491 51.0596 0 0 0.2496 0 7.5411 0 0 1 75.9992 
1990-03-2302:00:00 0.0995 0.1616 -0.1409 -0.1327 -0.1572 -0.1557 -0.1126 0.013 6 51.8604 74.4608 75.3167 74.8031 74.8031 51.5107 51.4875 51.0566 0 0 0.2041 0 6.7178 0 0 1 79.2307 
1990-03-2303:00:00 0.0995 0.1616 -0.1357 -0.1292 -0.1488 -0.1497 -0.1126 0.0109 6 53.1037 74.5131 75.3167 74.8346 74.8346 51.5052 51.4845 51.0542 0 0 0.1628 0 5.8945 0 0 1 82.4621 
1990-03-2304:00:00 0.0995 0.1616 -0.1307 -0.1257 -0.1408 -0.1429 -0.1127 0.0087 6 54.2584 74.5623 75.3167 74.8641 74.8641 51.5007 51.4821 51.0525 0 0 0.1254 0 5.0712 0 0 1 85.6935 
1990-03-2305:00:00 0.0995 0.1616 -0.1263 -0.1225 -0.1338 -0.1363 -0.1127 0.0067 6 55.3253 74.6062 75.3167 74.8904 74.8904 51.4971 51.4802 51.0513 0 0 0.0917 0 4.2478 0 0 1 88.9249 
1990-03-2306:00:00 0.0995 0.1616 -0.1224 -0.1198 -0.1276 -0.1303 -0.1127 0.0049 6 56.3058 74.6445 75.3167 74.9133 74.9133 51.4943 51.4787 51.0507 0 0 0.0613 0 3.4245 0 0 1 92.1563 
1990-03-2307:00:00 0.0995 0.1616 -0.1192 -0.1175 -0.1226 -0.125 -0.1128 0.0034 6 57.0902 74.6758 75.3167 74.9321 74.9321 51.4919 51.4776 51.0505 3e-04 0.0135 0.0374 0.0844 2.7082 0.0654 53.9472 1 94.968 
1990-03-2308:00:00 0.0995 0.1616 -0.1224 -0.1194 -0.1283 -0.1239 -0.1128 0.0034 6 56.3408 74.6403 75.3167 74.9109 74.9109 51.4888 51.4765 51.0503 0.001 0.122 0.0602 0.7472 3.3938 0.5791 477.3811 1 92.2771 
1990-03-2309:00:00 0.0995 0.1616 -0.1388 -0.1302 -0.1559 -0.1315 -0.1128 0.0075 6 54.307 74.469 75.3167 74.8081 74.8081 51.4831 51.4743 51.0489 0.0017 0.2251 0.1239 1.3058 5.0351 1.012 834.2897 1 85.8351 
1990-03-2310:00:00 0.0995 0.1616 -0.1673 -0.1492 -0.2034 -0.1503 -0.1129 0.0166 6 50.9875 74.1744 75.3167 74.6313 74.6313 51.4718 51.47 51.0448 0.0032 0.318 0.2338 1.7223 7.2636 1.3347 1100.3504 1 77.0885 
1990-03-2311:00:00 0.0995 0.1616 -0.2115 -0.1789 -0.2767 -0.1822 -0.1131 0.0317 6 46.8622 73.7203 75.3167 74.3588 74.3588 51.4517 51.4618 51.0362 0.0052 0.3879 0.3821 1.9682 9.5789 1.5252 1257.4314 1 68.0014 
1990-03-2312:00:00 0.0995 0.1616 -0.2659 -0.2156 -0.3664 -0.2253 -0.1134 0.0522 6 43.0415 73.1663 75.3167 74.0265 74.0265 51.4201 51.4486 51.0215 0.0073 0.4193 0.5333 2.0267 11.461 1.5706 1294.8282 1 60.6142 
1990-03-2313:00:00 0.0995 0.1616 -0.3142 -0.2486 -0.4452 -0.2703 -0.1138 0.0734 6 40.8065 72.6813 75.3167 73.7354 73.7354 51.3772 51.43 51.0006 0.009 0.4017 0.629 1.8939 12.4874 1.4677 1209.992 1 56.5858 
1990-03-2314:00:00 0.0995 0.1616 -0.3365 -0.2645 -0.4801 -0.3024 -0.1143 0.0876 6 40.9393 72.4664 75.3167 73.6065 73.6065 51.3273 51.408 50.9754 0.0096 0.3344 0.6231 1.5788 12.4276 1.2235 1008.7043 1 56.8207 
1990-03-2315:00:00 0.0995 0.1616 -0.3228 -0.2564 -0.4554 -0.3088 -0.1149 0.0885 6 43.3939 72.6185 75.3167 73.6978 73.6978 51.2777 51.3856 50.9499 0.0088 0.2272 0.5187 1.103 11.2949 0.8548 704.6827 1 61.2661 
1990-03-2316:00:00 0.0995 0.1616 -0.2804 -0.2287 -0.3837 -0.2879 -0.1154 0.076 6 47.3112 73.0596 75.3167 73.9624 73.9624 51.2357 51.3664 50.9281 0.007 0.0977 0.3652 0.4987 9.3438 0.3865 318.6456 1 68.9239 
1990-03-2317:00:00 0.0995 0.1616 -0.2306 -0.1954 -0.3009 -0.2508 -0.1157 0.0561 6 50.5907 73.5706 75.3167 74.269 74.269 51.2078 51.352 50.9122 0.0021 0 0.2474 0 7.504 0 0 1 76.1449 
1990-03-2318:00:00 0.0995 0.1616 -0.1674 -0.1532 -0.1958 -0.206 -0.1159 0.0305 6 51.4724 74.2216 75.3167 74.6596 74.6596 51.1937 51.344 50.9038 0 0 0.2172 0 6.9634 0 0 1 78.2668 
1990-03-2319:00:00 0.0995 0.1616 -0.1483 -0.1396 -0.1658 -0.176 -0.116 0.017 6 52.3161 74.4075 75.3167 74.7712 74.7712 51.1857 51.3393 50.8994 0 0 0.1889 0 6.4228 0 0 1 80.3887 
1990-03-2320:00:00 0.0995 0.1616 -0.1402 -0.1336 -0.1534 -0.1592 -0.1161 0.0119 6 53.1217 74.4846 75.3167 74.8174 74.8174 51.1801 51.336 50.8965 0 0 0.1622 0 5.8821 0 0 1 82.5106 
1990-03-2321:00:00 0.0995 0.1616 -0.1353 -0.13 -0.1459 -0.1493 -0.1161 0.0092 6 53.889 74.5308 75.3167 74.8452 74.8452 51.1758 51.3332 50.8944 0 0 0.1373 0 5.3415 0 0 1 84.6325 
1990-03-2322:00:00 0.0995 0.1616 -0.1317 -0.1274 -0.1403 -0.1427 -0.1162 0.0074 6 54.6183 74.5657 75.3167 74.8661 74.8661 51.1722 51.331 50.8928 0 0 0.114 0 4.8008 0 0 1 86.7545 
1990-03-2323:00:00 0.0995 0.1616 -0.1287 -0.1252 -0.1356 -0.1376 -0.1162 0.006 6 55.3099 74.595 75.3167 74.8836 74.8836 51.1693 51.329 50.8917 0 0 0.0921 0 4.2602 0 0 1 88.8764 
1990-03-2400:00:00 0.0995 0.1616 -0.1319 -0.1274 -0.141 -0.1398 -0.1162 0.0063 6 53.3749 74.5615 75.3167 74.8635 74.8635 51.1663 51.327 50.8905 0 0 0.154 0 3.7191 0 0 1.8 80.6916 
1990-03-2401:00:00 0.0995 0.1616 -0.1316 -0.1272 -0.1404 -0.1401 -0.1163 0.0067 6 54.0495 74.5649 75.3167 74.8656 74.8656 51.163 51.3249 50.8891 0 0 0.1321 0 3.1762 0 0 1.8 82.7805 
1990-03-2402:00:00 0.0995 0.1616 -0.1298 -0.126 -0.1374 -0.1383 -0.1163 0.0062 6 54.6892 74.5834 75.3167 74.8767 74.8767 51.1601 51.3229 50.8879 0 0 0.1117 0 2.6333 0 0 1.8 84.8693 
1990-03-2403:00:00 0.0995 0.1616 -0.1277 -0.1245 -0.1341 -0.1355 -0.1163 0.0053 6 55.2944 74.6043 75.3167 74.8893 74.8893 51.1575 51.3212 50.8869 0 0 0.0926 0 2.0903 0 0 1.8 86.9581 
1990-03-2404:00:00 0.0995 0.1616 -0.1257 -0.1231 -0.1308 -0.1325 -0.1164 0.0044 6 55.866 74.6245 75.3167 74.9013 74.9013 51.1553 51.3196 50.8862 0 0 0.0748 0 1.5474 0 0 1.8 89.0469 
1990-03-2405:00:00 0.0995 0.1616 -0.1238 -0.1217 -0.1278 -0.1295 -0.1164 0.0036 6 56.4044 74.6431 75.3167 74.9125 74.9125 51.1535 51.3183 50.8857 0 0 0.0582 0 1.0044 0 0 1.8 91.1357 
1990-03-2406:00:00 0.0995 0.1616 -0.122 -0.1205 -0.1251 -0.1267 -0.1164 0.0028 6 56.9105 74.6601 75.3167 74.9227 74.9227 51.1521 51.3171 50.8855 0 0 0.0428 0 0.4615 0 0 1.8 93.2245 
1990-03-2407:00:00 0.0995 0.1616 -0.1206 -0.1194 -0.1228 -0.1243 -0.1164 0.0021 6 57.302 74.6743 75.3167 74.9312 74.9312 51.1506 51.3162 50.8855 4e-04 0.0195 0.031 0.1328 0.0163 0.1045 84.8676 1.8 94.9374 
1990-03-2408:00:00 0.0995 0.1616 -0.1258 -0.1228 -0.1318 -0.1253 -0.1164 0.003 6 56.4725 74.6182 75.3167 74.8976 74.8976 51.1482 51.315 50.8852 9e-04 0.1466 0.0561 0.966 0.9333 0.7596 617.1471 1.8 91.4093 
1990-03-2409:00:00 0.0995 0.1616 -0.1463 -0.1363 -0.1663 -0.1354 -0.1165 0.0082 6 54.1853 74.4041 75.3167 74.7691 74.7691 51.1424 51.3125 50.8834 0.0018 0.2733 0.1278 1.6682 3.0634 1.3118 1065.8007 1.8 83.2145 
1990-03-2410:00:00 0.0995 0.1616 -0.1861 -0.1627 -0.2327 -0.1598 -0.1166 0.0204 6 50.2556 73.9928 75.3167 74.5223 74.5223 51.1295 51.307 50.8779 0.0035 0.3945 0.2591 2.1917 5.9338 1.7234 1400.2535 1.8 72.1714 
1990-03-2411:00:00 0.0995 0.1616 -0.2538 -0.2079 -0.3455 -0.204 -0.1168 0.0426 6 45.1469 73.2953 75.3167 74.1039 74.1039 51.1039 51.2959 50.8659 0.006 0.491 0.4481 2.5008 8.9076 1.9664 1597.713 1.8 60.7303 
1990-03-2412:00:00 0.0995 0.1616 -0.3435 -0.2681 -0.4942 -0.2682 -0.1172 0.0753 6 40.2957 72.3797 75.3167 73.5545 73.5545 51.0607 51.2768 50.8442 0.0087 0.5386 0.6517 2.5743 11.3251 2.0243 1644.7227 1.8 51.4298 
1990-03-2413:00:00 0.0995 0.1616 -0.427 -0.3247 -0.6312 -0.3394 -0.1178 0.1111 6 37.4274 71.5399 75.3167 73.0506 73.0506 50.999 51.2487 50.8119 0.011 0.5201 0.7858 2.4074 12.6497 1.893 1538.079 1.8 46.3336 
1990-03-2414:00:00 0.0995 0.1616 -0.4661 -0.3524 -0.6931 -0.392 -0.1186 0.1359 6 37.5646 71.1621 75.3167 72.8239 72.8239 50.9253 51.2144 50.7722 0.0118 0.4339 0.7792 2.0114 12.5876 1.5816 1285.0494 1.8 46.5726 
1990-03-2415:00:00 0.0995 0.1616 -0.4412 -0.3376 -0.6482 -0.4033 -0.1194 0.1374 6 40.6597 71.4365 75.3167 72.9886 72.9886 50.852 51.1798 50.732 0.0108 0.2944 0.6355 1.4132 11.1525 1.1112 902.8776 1.8 52.0937 
1990-03-2416:00:00 0.0995 0.1616 -0.3674 -0.2894 -0.5231 -0.3699 -0.1201 0.1154 6 45.6053 72.2026 75.3167 73.4482 73.4482 50.7912 51.1505 50.6983 0.0084 0.1275 0.4302 0.6536 8.6629 0.514 417.6078 1.8 61.6718 
1990-03-2417:00:00 0.0995 0.1616 -0.286 -0.2351 -0.3876 -0.3114 -0.1206 0.0821 6 49.6292 73.0358 75.3167 73.9481 73.9481 50.7513 51.1295 50.6745 0.0027 0 0.2811 0 6.3336 0 0 1.8 70.6333 
1990-03-2418:00:00 0.0995 0.1616 -0.1897 -0.1708 -0.2274 -0.2436 -0.1209 0.0422 6 50.065 74.0253 75.3167 74.5419 74.5419 50.7323 51.1183 50.6623 0 0 0.2657 0 6.0568 0 0 1.8 71.6981 
1990-03-2419:00:00 0.0995 0.1616 -0.1635 -0.1521 -0.1864 -0.2009 -0.121 0.0225 6 50.4914 74.2796 75.3167 74.6944 74.6944 50.7224 51.1121 50.6561 0 0 0.2509 0 5.78 0 0 1.8 72.763 
1990-03-2420:00:00 0.0995 0.1616 -0.1544 -0.1452 -0.1727 -0.1795 -0.1211 0.016 6 50.9086 74.3647 75.3167 74.7455 74.7455 50.7154 51.1074 50.6517 0 0 0.2365 0 5.5032 0 0 1.8 73.8279 
1990-03-2421:00:00 0.0995 0.1616 -0.15 -0.1419 -0.1662 -0.1688 -0.1212 0.0132 6 51.3165 74.4046 75.3167 74.7695 74.7695 50.7097 51.1034 50.6482 0 0 0.2225 0 5.2264 0 0 1.8 74.8928 
1990-03-2422:00:00 0.0995 0.1616 -0.1473 -0.1399 -0.1621 -0.1629 -0.1212 0.0117 6 51.7151 74.4302 75.3167 74.7848 74.7848 50.7046 51.0998 50.6451 0 0 0.209 0 4.9496 0 0 1.8 75.9577 
1990-03-2423:00:00 0.0995 0.1616 -0.1452 -0.1384 -0.1589 -0.1591 -0.1213 0.0107 6 52.1045 74.4504 75.3167 74.7969 74.7969 50.7001 51.0965 50.6423 0 0 0.1959 0 4.6728 0 0 1.8 77.0226 
1990-03-2500:00:00 0.0995 0.1616 -0.1378 -0.1317 -0.1502 -0.1518 -0.1159 0.0102 6 52.8222 74.5045 75.3167 74.8294 74.8294 51.494 51.0941 50.6406 0 0 0.1721 0 4.3944 0 0 2.2 79.4211 
1990-03-2501:00:00 0.0995 0.1616 -0.1352 -0.1297 -0.146 -0.1471 -0.116 0.0088 6 53.496 74.5304 75.3167 74.8449 74.8449 51.4886 51.092 50.6393 0 0 0.15 0 4.1167 0 0 2.2 81.7054 
1990-03-2502:00:00 0.0995 0.1616 -0.1325 -0.1279 -0.1419 -0.143 -0.116 0.0076 6 54.155 74.556 75.3167 74.8603 74.8603 51.4837 51.0902 50.6384 0 0 0.1288 0 3.8389 0 0 2.2 83.9897 
1990-03-2503:00:00 0.0995 0.1616 -0.1301 -0.1261 -0.1379 -0.1392 -0.1161 0.0065 6 54.7989 74.5804 75.3167 74.8749 74.8749 51.4793 51.0887 50.6378 0 0 0.1082 0 3.5611 0 0 2.2 86.274 
